 r  b   swpd libero   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0    256 124064  62492 1037576    0    0     0    28 13528 1725 10 73 17  0  0
10  0    256 124064  62492 1037588    0    0     0     4 14220 1946  8 87  5  0  0
 9  0    256 124064  62492 1037604    0    0     0     0 13436 1674  7 82 11  0  0
 4  0    256 124064  62492 1037616    0    0     0     0 13156 1466  6 74 20  0  0
 6  0    256 124064  62492 1037632    0    0     0    72 14400 1539  8 75 17  0  0
 5  0    256 123152  62500 1037644    0    0     0    44 13911 1654 10 79 11  0  0
 4  0    256 123152  62500 1037660    0    0     0     0 11210 1449  7 68 25  0  0
 4  0    256 123152  62500 1037672    0    0     0     4 14205 1361  5 70 25  0  0
 5  0    256 123152  62500 1037684    0    0     0     0 12553 1478 13 65 22  0  0
 2  0    256 123152  62500 1037696    0    0     0    68 13585 1588  9 79 12  0  0
 5  0    256 123152  62508 1037708    0    0     0    28 14567 1467  7 79 14  0  0
 5  0    256 123152  62508 1037720    0    0     0     0 9953 1207  6 47 46  0  0
 0  0    256 123152  62508 1037736    0    0     0     0 11615 1295  6 62 32  0  0
 6  0    256 119568  62508 1037756    0    0     0     4 15320 1649 10 82  8  0  0
 4  0    256 121744  62508 1037768    0    0     0     0 13163 1441 10 67 23  0  0
 6  0    256 121744  62516 1037776    0    0     0   112 9410 1369  7 56 37  0  0
 7  0    256 121744  62516 1037788    0    0     0     0 11682 1177  5 56 39  0  0
 6  0    256 121504  62516 1037800    0    0     0     0 14793 1580 11 82  8  0  0
 3  0    256 121504  62516 1037816    0    0     0     0 9908 1459  6 64 30  0  0
 6  0    256 121504  62516 1037828    0    0     0     4 12572 1349 10 58 32  0  0
 1  0    256 121504  62524 1037840    0    0     0    84 12859 1404  7 71 22  0  0
 5  0    256 121504  62524 1037852    0    0     0     0 10443 1261  7 60 34  0  0
10  0    256 118592  62524 1037864    0    0     0     0 16161 1594 12 85  3  0  0
 0  0    256 121332  62524 1037880    0    0     0     0 13369 1538 11 72 17  0  0
 8  0    256 121364  62524 1037892    0    0     0     0 13030 1417  6 73 21  0  0
 3  0    256 121392  62532 1037908    0    0     0   108 12145 1370  8 64 28  0  0
 6  0    256 121392  62532 1037920    0    0     0     0 13971 1312  5 71 24  0  0
 4  0    256 121392  62532 1037936    0    0     0     0 7587 1351  6 54 40  0  0
 6  0    256 121392  62532 1037948    0    0     0     0 12752 1447  6 70 25  0  0
 8  0    256 121152  62532 1037960    0    0     0     0 14900 1590  8 82 11  0  0
 2  0    256 121008  62540 1037976    0    0     0    96 13088 1505  9 76 15  0  0
 1  0    256 121288  62540 1037988    0    0     0     8 11737 1279  5 61 34  0  0
 6  0    256 121288  62540 1038000    0    0     0     0 13894 1414  7 70 22  0  0
 6  0    256 121288  62540 1038012    0    0     0     0 8897 1318  7 52 41  0  0
 0  0    256 121288  62540 1038024    0    0     0     0 9194 1280  9 47 43  0  0
 6  0    256 121288  62548 1038044    0    0     0   120 7340 1250  5 48 46  0  0
 4  0    256 121288  62548 1038056    0    0     0     0 13359 1254  8 63 29  0  0
 1  0    256 121288  62548 1038068    0    0     0     4 14764 1484 12 76 12  0  0
 1  0    256 121288  62548 1038080    0    0     0     0 8756 1410  7 52 41  0  0
 4  0    256 121288  62548 1038092    0    0     0     0 11794 1300  5 56 39  0  0
 7  0    256 121288  62556 1038104    0    0     0   100 10635 1323  8 57 35  0  0
 5  0    256 121288  62556 1038120    0    0     0     0 13652 1369  7 75 19  0  0
 4  0    256 121048  62556 1038132    0    0     0     0 14944 1690  7 89  4  0  0
 2  0    256 121048  62556 1038144    0    0     0     4 12686 1470  9 69 23  0  0
16  0    256 109608  62556 1038156    0    0     0     0 12536 1440  6 74 20  0  0
 2  0    256 120992  62564 1038168    0    0     0   112 13328 1630 10 72 18  0  0
14  0    256 120992  62564 1038180    0    0     0     0 12179 1205  4 63 33  0  0
 6  0    256 121020  62564 1038200    0    0     0     0 10897 1465  8 62 30  0  0
 2  0    256 121020  62564 1038212    0    0     0     0 14050 1450 10 71 19  0  0
 8  0    256 121020  62564 1038224    0    0     0     4 9095 1363  7 57 37  0  0
 9  0    256 120780  62572 1038236    0    0     0    96 12993 1456  9 73 19  0  0
 1  0    256 121060  62572 1038248    0    0     0     0 12526 1203  7 56 37  0  0
 4  0    256 121060  62572 1038260    0    0     0     0 9189 1338  7 54 39  0  0
 4  0    256 121060  62572 1038276    0    0     0     0 9909 1418  6 54 40  0  0
 1  0    256 121060  62572 1038288    0    0     0     0 9536 1565  6 61 33  0  0
 3  0    256 121060  62580 1038300    0    0     0   116 10074 1493  5 60 35  0  0
 3  0    256 121060  62580 1038312    0    0     0     0 6684 1282  4 45 51  0  0
 0  0    256 121060  62580 1038324    0    0     0     0 11165 1632  9 62 29  0  0
 8  0    256 120808  62580 1038344    0    0     0     0 11279 1579  6 65 29  0  0
 5  0    256 120808  62580 1038356    0    0     0     0 11162 1783  6 77 17  0  0
11  0    256 120808  62588 1038368    0    0     0    28 12066 1453  6 67 27  0  0
10  0    256 120556  62588 1038380    0    0     0    72 14036 1776  7 86  7  0  0
 1  0    256 120556  62588 1038392    0    0     0     0 8219 1563  6 57 37  0  0
 7  0    256 120556  62588 1038404    0    0     0     0 8016 1337  6 49 45  0  0
 6  0    256 120556  62588 1038416    0    0     0     0 9363 1485  5 60 35  0  0
 5  0    256 120556  62596 1038432    0    0     0    28 13445 1433 10 69 21  0  0
10  0    256 120556  62596 1038444    0    0     0    72 14902 1638  9 80 11  0  0
 7  0    256 120556  62596 1038456    0    0     0     4 11400 1457  6 65 29  0  0
 9  0    256 120556  62596 1038468    0    0     0     0 13960 1510  7 78 15  0  0
 3  0    256 120556  62596 1038484    0    0     0     0 12479 1411  7 65 28  0  0
 5  0    256 120556  62604 1038500    0    0     0    44 9515 1243  7 53 40  0  0
 5  0    256 120304  62604 1038512    0    0     0    68 15702 1675 10 84  6  0  0
 4  0    256 120304  62604 1038524    0    0     0     0 12721 1443  8 69 22  0  0
 2  0    256 120304  62604 1038548    0    0     0     4 9560 1317  7 58 35  0  0
10  0    256 120304  62604 1038556    0    0     0     0 12959 1250  7 64 29  0  0
 4  0    256 120304  62612 1038560    0    0     0    28 11182 1457  8 62 30  0  0
 5  0    256 120304  62628 1038580    0    0     0   160 9514 1326  7 54 39  0  0
 2  0    256 120304  62660 1038600    0    0     0   192 11897 1553  7 70 23  0  0
 7  0    256 120304  62660 1038612    0    0     0     0 9535 1370  7 58 35  0  0
 9  0    256 120304  62660 1038624    0    0     0     8 13919 1300  5 73 22  0  0
 4  0    256 120304  62660 1038636    0    0     0    36 10213 1391  7 60 33  0  0
 4  0    256 120304  62660 1038648    0    0     0    72 11027 1350  9 61 30  0  0
 7  0    256 120052  62668 1038664    0    0     0   220 14866 1496 10 77 13  0  0
 9  0    256 120052  62668 1038676    0    0     0     0 11724 1365  7 72 21  0  0
 5  0    256 120052  62668 1038688    0    0     0     0 12692 1453  7 71 23  0  0
 1  0    256 120052  62668 1038700    0    0     0     4 11594 1327  7 60 33  0  0
 5  0    256 120052  62668 1038712    0    0     0    68 11560 1428  9 63 28  0  0
 4  0    256 120052  62676 1038732    0    0     0    92 8477 1325  7 53 40  0  0
 8  0    256 120052  62676 1038744    0    0     0     0 13865 1285  6 67 27  0  0
 5  0    256 120052  62676 1038756    0    0     0     0 11337 1387  9 63 28  0  0
 7  0    256 110852  62676 1038768    0    0     0     0 14242 1699 10 85  5  0  0
 9  0    256 119172  62676 1038780    0    0     0    72 13514 1435  8 70 22  0  0
14  0    256 119452  62684 1038792    0    0     0    28 9787 1248  5 54 41  0  0
 9  0    256 119452  62684 1038808    0    0     0     0 11671 1385  5 66 29  0  0
 3  0    256 119452  62684 1038820    0    0     0     0 14143 1444  7 73 20  0  0
 7  0    256 119452  62684 1038832    0    0     0     0 13272 1455  6 74 20  0  0
 5  0    256 119452  62684 1038844    0    0     0    68 10054 1355  9 59 32  0  0
 7  0    256 119200  62692 1038860    0    0     0    48 15594 1535  7 85  8  0  0
 3  0    256 119480  62692 1038876    0    0     0     0 11879 1447  9 65 26  0  0
 5  0    256 119480  62692 1038888    0    0     0     0 11366 1432  8 62 30  0  0
 2  0    256 119480  62692 1038900    0    0     0     0 12653 1363  8 63 29  0  0
 5  0    256 119480  62692 1038912    0    0     0    72 12486 1253  5 66 29  0  0
 8  0    256 119480  62700 1038924    0    0     0    28 11266 1425  7 65 28  0  0
13  0    256 119480  62700 1038936    0    0     0     4 11291 1332  8 60 32  0  0
 6  0    256 119480  62700 1038952    0    0     0     0 11687 1428  5 69 26  0  0
 5  0    256 119480  62700 1038960    0    0     0     0 14481 1527 10 78 13  0  0
 7  0    256 119480  62700 1038976    0    0     0     0 14446 1328  8 69 23  0  0
 3  0    256 119480  62708 1038992    0    0     0   112 11611 1472  9 67 24  0  0
 2  0    256 119480  62708 1039004    0    0     0     0 10520 1367  5 62 33  0  0
 6  0    256 119240  62708 1039016    0    0     0     4 13057 1443  6 72 22  0  0
 6  0    256 119240  62708 1039032    0    0     0     0 13871 1578  8 85  7  0  0
11  0    256 119240  62708 1039044    0    0     0     0 11359 1274  6 64 30  0  0
 1  0    256 119240  62716 1039056    0    0     0    96 14894 1595 10 74 16  0  0
 1  0    256 118988  62716 1039068    0    0     0     0 10303 1428  5 59 36  0  0
 5  0    256 118988  62716 1039080    0    0     0     0 7721 1384  7 49 44  0  0
 4  0    256 118988  62716 1039092    0    0     0     4 6857 1238  6 43 51  0  0
 5  0    256 118988  62716 1039108    0    0     0     0 8481 1358  7 50 43  0  0
 3  0    256 119016  62724 1039120    0    0     0   112 7971 1410  8 53 39  0  0
12  0    256 119016  62724 1039132    0    0     0     0 10924 1648  8 62 30  0  0
 4  0    256 119044  62724 1039148    0    0     0     0 11475 1680  9 65 26  0  0
 3  0    256 119044  62724 1039164    0    0     0     0 10247 1536  6 66 28  0  0
 7  0    256 119044  62724 1039172    0    0     0     4 14103 1701  6 80 14  0  0
 7  0    256 119044  62732 1039188    0    0     0    96 11055 1609  9 64 27  0  0
 9  0    256 119044  62732 1039200    0    0     0     0 12951 1693  9 78 13  0  0
15  0    256 119044  62732 1039212    0    0     0     0 12754 1344  5 66 29  0  0
 9  0    256 118804  62732 1039228    0    0     0     0 15735 1699  8 88  4  0  0
 9  0    256 118804  62732 1039240    0    0     0     0 10340 1474  6 65 29  0  0
 3  0    256 118804  62740 1039252    0    0     0   124 13477 1496  8 74 18  0  0
 9  0    256 118804  62740 1039268    0    0     0     0 11590 1256  6 59 35  0  0
 7  0    256 118832  62740 1039280    0    0     0     0 8407 1300  8 55 37  0  0
 8  0    256 118832  62740 1039296    0    0     0     0 14417 1475  8 72 20  0  0
 8  0    256 118832  62740 1039308    0    0     0     0 12309 1385  7 68 25  0  0
 3  0    256 118832  62748 1039320    0    0     0    96 11907 1491  8 68 24  0  0
 2  0    256 118832  62748 1039340    0    0     0     4 9406 1294  8 52 40  0  0
 8  0    256 118832  62748 1039356    0    0     0     0 10746 1214  5 60 35  0  0
 8  0    256 118832  62748 1039360    0    0     0     0 14915 1630 13 78  9  0  0
 3  0    256 118832  62748 1039372    0    0     0     0 14159 1421  7 69 23  0  0
11  0    256 118832  62756 1039384    0    0     0   100 12248 1383  8 66 26  0  0
11  0    256 118832  62756 1039400    0    0     0     0 11098 1488  4 70 26  0  0
 6  0    256 118832  62756 1039412    0    0     0     4 13328 1411 11 66 23  0  0
 7  0    256 118832  62756 1039424    0    0     0     0 12124 1438  7 67 26  0  0
 6  0    256 118832  62756 1039440    0    0     0     0 12034 1373 11 64 25  0  0
 7  0    256 118832  62764 1039452    0    0     0   100 11992 1435  7 65 28  0  0
 7  0    256 118832  62764 1039464    0    0     0     0 10816 1407  9 64 27  0  0
 5  0    256 118832  62764 1039476    0    0     0     0 14633 1457  7 79 14  0  0
10  0    256 114352  62764 1039488    0    0     0     4 12818 1503 10 68 22  0  0
13  0    256 106496  62764 1039500    0    0     0     0 14543 1806 12 86  2  0  0
12  0    256 106272  62772 1039516    0    0     0    44 14840 1766 10 87  3  0  0
 4  0    256 118352  62772 1039528    0    0     0    68 9554 1239  5 57 38  0  0
 5  0    256 118100  62772 1039540    0    0     0     0 10173 1335  6 56 38  0  0
 8  0    256 118100  62772 1039556    0    0     0     0 12327 1475 10 72 19  0  0
 8  0    256 117412  62772 1039568    0    0     0     4 14034 1551 10 74 17  0  0
 1  0    256 118296  62780 1039584    0    0     0    28 13587 1547  9 78 13  0  0
 4  0    256 118092  62780 1039596    0    0     0    68 9309 1205  5 57 38  0  0
 5  0    256 118092  62780 1039608    0    0     0     0 14196 1527  9 77 14  0  0
 3  0    256 118348  62780 1039620    0    0     0     0 13250 1460  9 70 21  0  0
 1  0    256 118348  62780 1039636    0    0     0     0 13181 1413  6 72 22  0  0
 3  0    256 118348  62788 1039648    0    0     0    48 10062 1161  5 51 44  0  0
 0  0    256 118348  62788 1039660    0    0     0    68 10114 1407 11 59 31  0  0
 5  0    256 118348  62788 1039672    0    0     0     0 11483 1386  9 63 28  0  0
10  0    256 118348  62788 1039684    0    0     0     0 12237 1353  6 62 32  0  0
 2  0    256 118348  62788 1039696    0    0     0     0 9172 1407 12 50 38  0  0
16  0    256 118376  62796 1039716    0    0     0    28 11042 1146  5 54 41  0  0
 0  0    256 118376  62796 1039728    0    0     0    76 10579 1471  8 63 29  0  0
 0  0    256 118376  62796 1039740    0    0     0     0 10350 1330  9 55 36  0  0
 5  0    256 118376  62796 1039752    0    0     0     0 11453 1313  7 59 35  0  0
 0  0    256 118376  62796 1039764    0    0     0     0 10181 1356  7 59 34  0  0
 4  0    256 118124  62804 1039776    0    0     0    44 12866 1335  5 68 27  0  0
 6  0    256 118124  62804 1039792    0    0     0    72 12791 1450 11 65 24  0  0
 6  0    256 118124  62804 1039804    0    0     0     0 10500 1332  8 58 34  0  0
 0  0    256 118124  62804 1039816    0    0     0     0 10254 1325 10 51 39  0  0
 7  0    256 118124  62804 1039828    0    0     0     0 10809 1321  7 62 31  0  0
 7  0    256 118124  62812 1039848    0    0     0    28 12387 1348  7 64 29  0  0
 6  0    256 117884  62812 1039856    0    0     0    68 13617 1525  9 75 17  0  0
 0  0    256 118164  62820 1039864    0    0     0    60 8478 1560  9 53 38  0  0
 5  0    256 118164  62820 1039888    0    0     0     0 13341 1755  7 77 16  0  0
 6  0    256 118164  62820 1039900    0    0     0     0 10840 1576  6 69 25  0  0
 3  0    256 118164  62820 1039912    0    0     0     8 10325 1504  6 63 31  0  0
 0  0    256 117912  62820 1039928    0    0     0    68 12198 1675  7 70 23  0  0
11  0    256 117912  62828 1039932    0    0     0    72 8589 1453  9 54 37  0  0
 5  0    256 117912  62828 1039952    0    0     0     0 12391 1648  6 75 20  0  0
 1  0    256 117912  62828 1039964    0    0     0     0 10577 1558  5 67 28  0  0
 2  0    256 117912  62828 1039976    0    0     0     0 12226 1517  7 71 22  0  0
 1  0    256 117912  62828 1039988    0    0     0    72 14543 1784  9 81 10  0  0
 1  0    256 117912  62836 1040000    0    0     0    88 11216 1536  5 65 30  0  0
20  0    256 117912  62836 1040016    0    0     0     4 11504 1485 10 67 24  0  0
 4  0    256 117912  62836 1040032    0    0     0     0 13846 1631  5 83 12  0  0
 0  0    256 117912  62836 1040044    0    0     0     0 10981 1246  6 55 39  0  0
 2  0    256 117912  62836 1040056    0    0     0    68 10540 1418  9 59 32  0  0
 1  0    256 117912  62844 1040072    0    0     0    28 13842 1423  6 70 24  0  0
 5  0    256 117912  62844 1040084    0    0     0     4 10253 1442 10 58 32  0  0
 3  0    256 117912  62844 1040096    0    0     0     0 11158 1452  6 64 30  0  0
10  0    256 117912  62844 1040108    0    0     0     0 13434 1267  7 68 25  0  0
 3  0    256 117912  62844 1040128    0    0     0     0 11230 1412  8 64 28  0  0
13  0    256 117912  62852 1040132    0    0     0    96 13877 1506  8 77 16  0  0
 2  0    256 117912  62852 1040148    0    0     0     0 14638 1634 10 79 11  0  0
 3  0    256 117912  62860 1040164    0    0     0    36 12377 1345  8 62 30  0  0
 1  0    256 117660  62860 1040176    0    0     0     0 9171 1216  8 49 44  0  0
 1  0    256 117660  62860 1040188    0    0     0     0 12160 1386  6 62 32  0  0
 3  0    256 117660  62860 1040200    0    0     0    76 7664 1373  6 54 40  0  0
 7  0    256 117660  62860 1040212    0    0     0     0 13600 1344  7 69 25  0  0
 8  0    256 117660  62868 1040224    0    0     0    28 14059 1430 11 71 18  0  0
12  0    256 117660  62868 1040240    0    0     0     4 11868 1319  7 65 28  0  0
 1  0    256 117660  62868 1040252    0    0     0     0 10406 1379  9 56 35  0  0
 8  0    256 117660  62868 1040264    0    0     0    72 6935 1288  7 45 48  0  0
 7  0    256 117660  62868 1040276    0    0     0     0 13002 1353  7 66 27  0  0
 6  0    256 117660  62876 1040292    0    0     0    44 12455 1297  6 65 29  0  0
 6  0    256 117660  62876 1040304    0    0     0     0 8767 1438  5 62 33  0  0
 5  0    256 117660  62876 1040320    0    0     0     4 13636 1411  7 69 24  0  0
 7  0    256 117408  62876 1040332    0    0     0    68 8542 1244  7 45 47  0  0
 8  0    256 117408  62876 1040344    0    0     0     0 13150 1297  8 69 23  0  0
11  0    256 117408  62884 1040356    0    0     0    28 14133 1548  9 71 20  0  0
 8  0    256 117408  62884 1040372    0    0     0     0 9852 1421  9 63 28  0  0
 3  0    256 117408  62884 1040380    0    0     0     0 9595 1404  9 52 39  0  0
 7  0    256 117408  62884 1040396    0    0     0    72 9363 1294  9 50 41  0  0
 2  0    256 117408  62884 1040408    0    0     0     0 11237 1233  6 60 34  0  0
 7  0    256 117408  62892 1040424    0    0     0    44 12863 1391  7 64 29  0  0
 7  0    256 117408  62892 1040436    0    0     0     0 11124 1454 10 69 21  0  0
 7  0    256 117408  62892 1040448    0    0     0     0 12752 1424  7 71 22  0  0
 0  0    256 117408  62892 1040460    0    0     0    68 15130 1500  8 78 14  0  0
 3  0    256 117408  62892 1040476    0    0     0     4 12051 1298  6 65 29  0  0
 4  0    256 117156  62900 1040488    0    0     0    28 12162 1405  8 64 28  0  0
 8  0    256 117156  62900 1040500    0    0     0     0 13675 1434  7 70 23  0  0
 8  0    256 117156  62900 1040512    0    0     0     0 12367 1442 10 70 20  0  0
 5  0    256 117156  62900 1040528    0    0     0    68 12224 1398  8 70 22  0  0
 8  0    256 117156  62900 1040544    0    0     0     0 14013 1326  7 75 19  0  0
 4  0    256 117156  62912 1040560    0    0     0    88 15495 1564 13 76 11  0  0
 5  0    256 117156  62912 1040572    0    0     0     0 9380 1338  7 53 40  0  0
 5  0    256 117156  62912 1040588    0    0     0     0 11890 1322  7 60 33  0  0
 0  0    256 117156  62912 1040596    0    0     0    72 11204 1258  6 58 36  0  0
 2  0    256 117156  62912 1040612    0    0     0     0 11754 1477 10 65 25  0  0
 7  0    256 117724  62920 1040624    0    0     0    32 12559 1841  6 80 14  0  0
 0  0    256 120804  62920 1040624    0    0     0     0  933  631  3  7 90  0  0
 0  0    256 120804  62920 1040624    0    0     0     0  125  479  5  0 95  0  0
