 r  b   swpd libero   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0  11520 207608  66920 919404    0    0     0   116 14685 2363  8 92  0  0  0
17  0  11520 192584  66920 919420    0    0     0     4 14307 2578 10 90  0  0  0
 2  0  11520 187268  66920 919436    0    0     0     0 12203 2168  5 91  4  0  0
25  0  11520 191440  66920 919448    0    0     0     0 13061 2388  9 90  1  0  0
17  0  11520 192716  66920 919464    0    0     0     0 15201 2406  6 94  0  0  0
17  0  11520 199684  66928 919480    0    0     0    28 15977 2249  8 92  0  0  0
14  0  11520 199432  66928 919496    0    0     0    80 15955 2520 10 90  0  0  0
22  0  11520 199180  66928 919512    0    0     0     4 15319 2255  8 92  0  0  0
20  0  11520 197804  66928 919528    0    0     0     0 14676 2403 10 90  0  0  0
 8  0  11520 197804  66928 919540    0    0     0     0 15066 2632  8 92  0  0  0
21  0  11520 197804  66936 919560    0    0     0    28 14884 2011  7 93  0  0  0
31  0  11520 197552  66936 919576    0    0     0    84 14908 2355  8 92  0  0  0
20  0  11520 197552  66936 919588    0    0     0     0 13457 2396  9 91  0  0  0
33  0  11520 197048  66936 919604    0    0     0     4 14912 2435  8 92  0  0  0
21  0  11520 196292  66936 919620    0    0     0     0 15191 2624 11 89  0  0  0
17  0  11520 195788  66944 919636    0    0     0    28 14598 2199 12 88  0  0  0
12  0  11520 204600  66944 919652    0    0     0    84 14428 2096  8 92  0  0  0
11  0  11520 212396  66944 919672    0    0     0     0 15374 1925  8 92  0  0  0
13  0  11520 211388  66944 919688    0    0     0     0 15195 2071 10 90  0  0  0
 2  0  11520 232344  66944 919708    0    0     0     8 11839 1796 11 73 16  0  0
 2  0  11520 232128  66952 919720    0    0     0    36 12010 1884  8 79 13  0  0
 7  0  11520 231888  66952 919736    0    0     0    88 14685 2037  7 90  3  0  0
 8  0  11520 231888  66952 919752    0    0     0     0 16109 2024  7 93  0  0  0
16  0  11520 231648  66952 919772    0    0     0     0 14769 2131 11 89  0  0  0
 6  0  11520 231648  66952 919788    0    0     0     0 13997 2111  8 91  1  0  0
 0  0  11520 231648  66960 919804    0    0     0    32 15615 1722  7 87  6  0  0
 0  0  11520 231648  66960 919824    0    0     0   112 12877 1516  8 75 17  0  0
 8  0  11520 231648  66960 919840    0    0     0     0 13264 1752  7 86  7  0  0
10  0  11520 231648  66960 919856    0    0     0     0 13804 1765  9 85  6  0  0
 9  0  11520 223808  66960 919868    0    0     0     0 15488 2134  8 92  0  0  0
17  0  11520 223808  66968 919888    0    0     0    28 15370 2230  4 96  0  0  0
21  0  11520 223808  66968 919904    0    0     0    92 14428 2060 12 88  0  0  0
 8  0  11520 209680  66968 919920    0    0     0     0 15224 2365 10 90  0  0  0
16  0  11520 206768  66968 919936    0    0     0     0 15830 2278 10 90  0  0  0
17  0  11520 198464  66968 919956    0    0     0     0 15707 2501 10 90  0  0  0
12  0  11520 198464  66992 919956    0    0     0    64 14203 2485 13 87  0  0  0
17  0  11520 202116  66992 919980    0    0     0    80 14362 2842  8 92  0  0  0
23  0  11520 207064  66992 919996    0    0     0     4 15368 2443 10 90  0  0  0
18  0  11520 206816  66992 920012    0    0     0     0 14695 2228  9 91  0  0  0
18  0  11520 206816  66992 920028    0    0     0     0 14767 1923  7 93  0  0  0
15  0  11520 206816  67000 920036    0    0     0    28 14541 2213  7 92  1  0  0
 3  0  11520 206816  67000 920060    0    0     0    88 15159 2263  8 92  0  0  0
 8  0  11520 214572  67000 920080    0    0     0     0 14563 1811 10 86  4  0  0
 1  0  11520 222388  67000 920096    0    0     0     4 14751 1828  8 91  1  0  0
 4  0  11520 229660  67000 920116    0    0     0     0 12682 1640 12 72 16  0  0
15  0  11520 229420  67008 920120    0    0     0    28 15680 1905  7 92  1  0  0
19  0  11520 224028  67008 920144    0    0     0    88 14535 2220 12 88  0  0  0
18  0  11520 221116  67008 920160    0    0     0     0 13810 2337 12 88  0  0  0
23  0  11520 211708  67008 920180    0    0     0     0 14902 2313  6 94  0  0  0
 9  0  11520 207676  67008 920192    0    0     0     4 15531 2263  8 92  0  0  0
15  0  11520 208476  67016 920204    0    0     0    28 14777 2106  5 95  0  0  0
24  0  11520 199724  67016 920228    0    0     0     0 14353 2478 10 90  0  0  0
17  0  11520 199220  67016 920244    0    0     0    88 15278 2747 11 89  0  0  0
18  0  11520 199220  67016 920256    0    0     0     0 14589 2645  8 92  0  0  0
13  0  11520 205960  67016 920276    0    0     0     0 14770 1904  7 93  0  0  0
10  0  11520 213916  67024 920288    0    0     0    32 14441 1752  7 90  3  0  0
11  0  11520 212956  67024 920312    0    0     0     0 15060 2015 13 87  0  0  0
16  0  11520 212956  67024 920324    0    0     0    92 15110 2327  9 91  0  0  0
28  0  11520 212716  67024 920340    0    0     0     0 15299 2206 13 87  0  0  0
13  0  11520 210476  67024 920360    0    0     0     0 14329 2401 11 89  0  0  0
26  0  11520 208220  67032 920364    0    0     0    28 15004 2304  8 92  0  0  0
 1  0  11520 208220  67032 920388    0    0     0    24 15364 2327  7 93  0  0  0
10  0  11520 209304  67032 920404    0    0     0    84 14682 2048  9 89  2  0  0
19  0  11520 211940  67032 920424    0    0     0     0 13069 2088 11 88  1  0  0
19  0  11520 220604  67032 920440    0    0     0     0 15127 1849 10 89  1  0  0
 4  0  11520 219680  67040 920448    0    0     0    28 15542 1957 10 89  1  0  0
12  0  11520 227960  67040 920476    0    0     0     0 13394 1865 12 85  3  0  0
10  0  11520 227216  67040 920496    0    0     0   100 13393 1879 11 86  3  0  0
13  0  11520 227216  67040 920512    0    0     0     0 14751 2089 13 87  0  0  0
11  0  11520 221840  67040 920528    0    0     0     0 15890 2085  5 95  0  0  0
11  0  11520 221840  67048 920536    0    0     0    36 14337 1860  8 91  1  0  0
15  0  11520 221840  67048 920564    0    0     0     0 14720 1877  8 92  0  0  0
10  0  11520 221840  67048 920580    0    0     0    88 14739 1959  9 91  0  0  0
17  0  11520 221840  67048 920596    0    0     0     4 15540 2106  7 93  0  0  0
17  0  11520 205472  67048 920608    0    0     0     0 14691 2099 10 90  0  0  0
19  0  11520 188988  67056 920616    0    0     0    28 14117 2372  9 90  1  0  0
 6  0  11520 180308  67056 920636    0    0     0     0 14862 2557  6 94  0  0  0
22  0  11520 193292  67056 920652    0    0     0    80 11112 2018  8 88  4  0  0
27  0  11520 193324  67056 920664    0    0     0     0 14927 2266 12 88  0  0  0
14  0  11520 193084  67056 920684    0    0     0     4 14657 2153  8 92  0  0  0
15  0  11520 192832  67064 920688    0    0     0    28 15225 2797 10 90  0  0  0
23  0  11520 201088  67064 920712    0    0     0     0 14153 2242  8 92  0  0  0
 6  0  11520 209892  67064 920732    0    0     0    88 14239 2038  8 92  0  0  0
 2  0  11520 227960  67064 920756    0    0     0     0 11280 1627  6 69 25  0  0
 4  0  11520 229276  67064 920764    0    0     0     0 12373 1772  9 75 17  0  0
 8  0  11520 229276  67072 920776    0    0     0    32 12257 1784  9 76 15  0  0
20  0  11520 229036  67072 920796    0    0     0     0 15244 2141  9 91  0  0  0
13  0  11520 229036  67072 920812    0    0     0    84 15222 2045 11 89  0  0  0
 9  0  11520 229036  67072 920828    0    0     0     0 15083 2061 12 88  0  0  0
13  0  11520 225884  67072 920844    0    0     0     0 14041 2167 11 89  0  0  0
 7  0  11520 225884  67080 920852    0    0     0    28 14752 2171  8 92  0  0  0
16  0  11520 225884  67080 920880    0    0     0     4 15145 1639  6 90  4  0  0
22  0  11520 225884  67080 920896    0    0     0     0 14712 1829  8 90  2  0  0
16  0  11520 225884  67080 920912    0    0     0    88 14832 2205 12 88  0  0  0
 3  0  11520 228236  67080 920940    0    0     0     0 14469 1798 13 83  4  0  0
 6  0  11520 227996  67088 920948    0    0     0    28 14758 1650  6 93  1  0  0
 5  0  11520 228760  67088 920972    0    0     0    20 12949 1657  9 76 15  0  0
13  0  11520 228520  67088 920984    0    0     0     4 9016 1571  8 63 29  0  0
14  0  11520 225160  67088 920996    0    0     0    92 15037 2356 11 89  0  0  0
23  0  11520 219560  67088 921012    0    0     0     0 14824 2444 10 90  0  0  0
18  0  11520 215752  67096 921020    0    0     0    28 14413 2046  8 92  0  0  0
10  0  11520 214856  67096 921048    0    0     0     0 14831 2130  9 91  0  0  0
16  0  11520 214856  67096 921064    0    0     0     0 15242 2063 10 90  0  0  0
25  0  11520 211048  67096 921080    0    0     0    92 14557 2300 10 90  0  0  0
15  0  11520 210136  67096 921096    0    0     0     0 14465 2434 12 88  0  0  0
18  0  11520 196248  67104 921104    0    0     0    28 14934 2432  5 95  0  0  0
29  0  11520 195996  67104 921128    0    0     0     0 15631 2480  7 93  0  0  0
10  0  11520 191948  67104 921140    0    0     0     0 13292 2150  8 90  2  0  0
14  0  11520 191948  67104 921156    0    0     0    84 13414 2482 11 89  0  0  0
27  0  11520 191948  67104 921172    0    0     0     4 15958 2301 11 89  0  0  0
27  0  11520 191948  67112 921180    0    0     0    28 15570 2504 10 90  0  0  0
20  0  11520 191948  67112 921204    0    0     0     0 14528 2358  8 92  0  0  0
 9  0  11520 206992  67112 921220    0    0     0     0 15427 2475  8 92  0  0  0
21  0  11520 206740  67112 921236    0    0     0    84 15208 2721  7 93  0  0  0
25  0  11520 199348  67112 921248    0    0     0     0 15405 2655  5 95  0  0  0
37  0  11520 192836  67120 921256    0    0     0    32 14045 2531  9 91  0  0  0
18  0  11520 192836  67120 921276    0    0     0     0 14150 2457  8 92  0  0  0
32  0  11520 192836  67120 921296    0    0     0     0 14989 2355  6 94  0  0  0
15  0  11520 199128  67120 921312    0    0     0    80 14354 2229 11 89  0  0  0
11  0  11520 198136  67120 921328    0    0     0     0 14160 2185 11 89  0  0  0
22  0  11520 197896  67128 921336    0    0     0    28 15326 2291  7 93  0  0  0
16  0  11520 198152  67128 921360    0    0     0     8 14926 2458 12 88  0  0  0
30  0  11520 198152  67128 921376    0    0     0     0 14918 2799 12 88  0  0  0
14  0  11520 215500  67128 921392    0    0     0    84 13414 2216  8 90  2  0  0
12  0  11520 221236  67128 921408    0    0     0     0 14943 2033 10 89  1  0  0
 5  0  11520 223872  67136 921420    0    0     0    36 16171 1706  8 90  2  0  0
 7  0  11520 225968  67136 921444    0    0     0     4 14632 1829  9 89  2  0  0
29  0  11520 219232  67136 921460    0    0     0     0 14361 2069 11 89  0  0  0
27  0  11520 219232  67136 921476    0    0     0    92 15508 2289 12 88  0  0  0
17  0  11520 219232  67136 921492    0    0     0     0 15982 2480  6 94  0  0  0
 9  0  11520 219232  67144 921504    0    0     0    28 14197 1933 10 87  3  0  0
15  0  11520 219232  67144 921528    0    0     0    20 14514 1953  8 92  0  0  0
12  0  11520 219232  67144 921544    0    0     0     4 14732 2143  9 90  1  0  0
11  0  11520 219232  67144 921560    0    0     0    92 15596 1879 10 90  0  0  0
11  0  11520 219232  67144 921580    0    0     0     0 14445 1850  8 92  0  0  0
 3  0  11520 219232  67152 921588    0    0     0    28 14175 1946 11 88  1  0  0
13  0  11520 218980  67152 921612    0    0     0     0 14780 2037 14 85  1  0  0
26  0  11520 218280  67152 921628    0    0     0     0 15595 2112 10 90  0  0  0
20  0  11520 215592  67152 921644    0    0     0     4 14683 2357  7 93  0  0  0
10  0  11520 198552  67152 921660    0    0     0    84 14012 2445  7 93  0  0  0
27  0  11520 198552  67160 921664    0    0     0    28 15188 2452 11 89  0  0  0
14  0  11520 197292  67160 921684    0    0     0     0 15599 2621 11 89  0  0  0
21  0  11520 196788  67160 921700    0    0     0     0 13968 2421 10 90  0  0  0
12  0  11520 196788  67160 921716    0    0     0     0 14372 2442  7 93  0  0  0
17  0  11520 199120  67160 921732    0    0     0    84 14767 2419  8 92  0  0  0
14  0  11520 198868  67168 921740    0    0     0    28 15357 2451  8 92  0  0  0
13  0  11520 198628  67168 921764    0    0     0     0 14357 2617  7 93  0  0  0
23  0  11520 198628  67168 921776    0    0     0     0 14050 2439  7 93  0  0  0
16  0  11520 198628  67168 921792    0    0     0     0 15430 2180  8 92  0  0  0
19  0  11520 198628  67168 921808    0    0     0    88 15715 2328 11 89  0  0  0
13  0  11520 189204  67176 921816    0    0     0    28 12437 2393  9 91  0  0  0
18  0  11520 183604  67176 921840    0    0     0     0 13204 2035  8 92  0  0  0
 9  0  11520 175752  67184 921848    0    0     0    48 13509 2186  8 90  2  0  0
16  0  11520 176536  67184 921872    0    0     0     0 12871 2018 13 87  0  0  0
31  0  11520 182004  67184 921892    0    0     0    84 11491 2032  6 90  4  0  0
17  0  11520 181752  67184 921912    0    0     0     4 16256 2144  9 91  0  0  0
32  0  11520 181752  67200 921900    0    0     0   132 14412 2212 11 89  0  0  0
27  0  11520 184156  67240 921980    0    0    44   200 12995 2386  8 92  0  0  0
10  0  11520 183404  67240 921992    0    0     0     0 14573 2374 11 89  0  0  0
29  0  11520 189860  67240 922008    0    0     0    80 14450 2386  7 93  0  0  0
27  0  11520 182244  67240 922020    0    0     0     0 10909 2276 12 87  1  0  0
28  0  11520 182244  67240 922028    0    0     0     4 14693 1958  8 92  0  0  0
32  0  11520 182244  67248 922036    0    0     0    36 14054 2391 10 90  0  0  0
13  0  11520 184344  67248 922060    0    0     0   180 9827 2320 10 85  5  0  0
38  0  11520 183592  67248 922072    0    0     0    68 11026 2193 10 90  0  0  0
31  0  11520 188660  67248 922084    0    0     0     0 12897 2180 12 85  3  0  0
25  0  11520 186732  67248 922100    0    0     0    60 10910 1957  8 87  5  0  0
16  0  11520 197396  67256 922116    0    0     0    56 14568 1992  7 93  0  0  0
27  0  11520 197144  67256 922140    0    0     0     0 14963 2287 10 90  0  0  0
 0  0  11520 223768  67256 922152    0    0     0    84 12660 2203  9 88  3  0  0
 0  0  11520 229128  67256 922160    0    0     0     0  148  519  3  1 96  0  0
 0  0  11520 229136  67256 922160    0    0     0     0  153  536  5  0 95  0  0
 0  0  11520 229136  67256 922160    0    0     0     0  133  508  3  2 95  0  0
 0  0  11520 229136  67264 922160    0    0     0    32  144  512  5  2 93  0  0
