NomeRichiesta,nRichieste,Throughput,ThroughputNorm
ExtraLarge HTTP Request,6372,21.23730994074084,0.8494923976296336
ExtraSmall HTTP Request,6482,21.603930168845277,0.864157206753811
Large HTTP Request,6529,21.760576993580813,0.8704230797432325
Medium HTTP Request,6445,21.480612455755605,0.8592244982302242
Small HTTP Request,6461,21.533939034388975,0.861357561375559
SuperLarge HTTP Request,6533,21.773908638239156,0.8709563455295662
