NomeRichiesta,nRichieste,Throughput,ThroughputNorm
ExtraLarge HTTP Request,6113,20.375715799929335,0.8150286319971735
ExtraSmall HTTP Request,6016,20.052397554780775,0.802095902191231
Large HTTP Request,6046,20.152392888331878,0.8060957155332752
Medium HTTP Request,6057,20.18905784396728,0.8075623137586911
Small HTTP Request,6023,20.075729799276033,0.8030291919710414
SuperLarge HTTP Request,6207,20.689034511722785,0.8275613804689114
