NomeRichiesta,nRichieste,Throughput,ThroughputNorm
ExtraLarge HTTP Request,6284,20.945409942070146,0.9425434473931565
ExtraSmall HTTP Request,6275,20.91541174196215,0.9411935283882967
Large HTTP Request,6139,20.462105606996914,0.9207947523148611
Medium HTTP Request,6276,20.918744875307482,0.9413435193888368
Small HTTP Request,6412,21.37205101027272,0.9617422954622724
SuperLarge HTTP Request,6299,20.995406942250135,0.9447933124012561
