NomeRichiesta,nRichieste,Throughput,ThroughputNorm
ExtraLarge HTTP Request,3367,11.223595217221735,1.0101235695499562
ExtraSmall HTTP Request,3341,11.13692652828566,1.0023233875457094
Large HTTP Request,3427,11.423599883997294,1.0281239895597565
Medium HTTP Request,3324,11.080258539365918,0.9972232685429326
Small HTTP Request,3275,10.916921394832546,0.9825229255349291
SuperLarge HTTP Request,3365,11.216928394995884,1.0095235555496296
