NomeRichiesta,nRichieste,Throughput,ThroughputNorm
ExtraLarge HTTP Request,4168,13.892638701398264,1.000269986500675
ExtraSmall HTTP Request,4156,13.852640701298268,0.9973901304934752
Large HTTP Request,4192,13.972634701598254,1.0060296985150743
Medium HTTP Request,4175,13.915970868123262,1.0019499025048748
Small HTTP Request,4156,13.852640701298268,0.9973901304934752
SuperLarge HTTP Request,4241,14.135959868673234,1.0177891105444727
