NomeRichiesta,nRichieste,Throughput,ThroughputNorm
ExtraLarge HTTP Request,6151,20.50340167800559,0.9226530755102516
ExtraSmall HTTP Request,6238,20.79340264467548,0.9357031190103967
Large HTTP Request,6338,21.12673708912363,0.9507031690105633
Medium HTTP Request,6232,20.773402578008593,0.9348031160103868
Small HTTP Request,6242,20.806736022453407,0.9363031210104035
SuperLarge HTTP Request,6120,20.400068000226664,0.9180030600101999
