NomeRichiesta,nRichieste,Throughput,ThroughputNorm
ExtraLarge HTTP Request,4934,16.44469330347025,0.4933407991041075
ExtraSmall HTTP Request,5009,16.694663307069817,0.5008398992120945
Large HTTP Request,4953,16.508019037715474,0.4952405711314642
Medium HTTP Request,4946,16.484688504046183,0.4945406551213855
Small HTTP Request,5149,17.16127398045568,0.5148382194136704
SuperLarge HTTP Request,4976,16.58467650548601,0.49754029516458026
