NomeRichiesta,nRichieste,Throughput,ThroughputNorm
ExtraLarge HTTP Request,3392,11.306742044946967,1.0176067840452272
ExtraSmall HTTP Request,3328,11.093407289381929,0.9984066560443737
Large HTTP Request,3346,11.153407689384597,1.0038066920446138
Medium HTTP Request,3373,11.243408289388597,1.011906746044974
Small HTTP Request,3404,11.346742311615412,1.021206808045387
SuperLarge HTTP Request,3251,10.836738911592745,0.9753065020433471
