 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0   2080  76924  27608 807556    2   10  3006   924 1456 1022  6 51 42  0  0
 0  0   2080  75132  27608 807568    0    0     0     0 1761  931  2 67 31  0  0
 1  0   2080  67740  27608 807572    0    0     0     0 1467  808  1 73 26  0  0
 9  0   2080  67740  27608 807572    0    0     0     0 31733  100  0 100  0  0  0
17  1   2080  89580  27632 807408    0    0     0   188 108193  533  0 100  0  0  0
14  0   2336  79188  26924 792980    0  160     0   216 31300  774  1 99  0  0  0
16  1   2336  79448  26924 792980    0    0     0     0 19598   16  2 98  0  0  0
23  0   2592  81588  26924 783336    0  208     0   208 89126 1135  1 99  0  0  0
 7  0   2592  81336  26932 783328    0    0     0   164 1322 1375  3 93  4  0  0
17  0   2592  81336  26932 783328    0    0     0     0 42872  210  0 100  0  0  0
 7  0   2592  81096  26932 783352    0    0     0     0 1799 1346  3 92  5  0  0
 4  0   2592  89848  26940 783192    0    0     0    16  306 1200  1 97  2  0  0
22  0   2592  89848  26940 783180    0    0     0     0 39355  832  0 100  0  0  0
 2  0   2592  81560  26940 783184    0    0     0     0 1813 1194  2 93  5  0  0
 4  0   2592  81560  26948 783208    0    0     0   308  302  926  1 99  0  0  0
 1  0   2592  81560  26948 783216    0    0     0     0  270  834  0 100  0  0  0
 2  0   2592  81560  26948 783224    0    0     0     0  274  882  1 99  0  0  0
 3  0   2592  84380  26948 783236    0    0     0     0 1239  617  2 64 34  0  0
 1  0   2592  84380  26948 783248    0    0     0     0 1883  618  1 61 38  0  0
 1  0   2592  84380  26956 783256    0    0     0   180 1518  738  2 65 33  0  0
 0  0   2592  84380  26956 783260    0    0     0     0 1467  564  0 52 48  0  0
 1  0   2592  84640  26956 783272    0    0     0     0 1197  599  0 49 51  0  0
 0  0   2592  84640  26956 783284    0    0     0     0 2185  715  2 81 17  0  0
 1  0   2592  84640  26956 783288    0    0     0     0 1779  531  1 51 48  0  0
 1  0   2592  84640  26964 783300    0    0     0    32 1661  652  0 65 35  0  0
 0  0   2592  84640  26964 783308    0    0     0     0 1126  808  1 75 24  0  0
 2  0   2592  84640  26964 783316    0    0     0     0 1386  540  0 55 45  0  0
 1  0   2592  84640  26964 783324    0    0     0     0 1427  662  0 73 27  0  0
 4  0   2592  84640  26964 783328    0    0     0     0 1100  713  0 75 25  0  0
 1  0   2592  84640  26972 783340    0    0     0    16 1255  529  1 38 61  0  0
 2  0   2592  84640  26972 783348    0    0     0    32 1029  683  1 73 26  0  0
 3  0   2592  84640  26972 783360    0    0     0     0 1706  687  0 71 29  0  0
 2  0   2592  84640  26972 783364    0    0     0     0 1604  561  1 61 38  0  0
 2  0   2592  84640  26972 783372    0    0     0     0 1112  607  0 49 51  0  0
 1  0   2592  84640  26980 783384    0    0     0    20 1638  707  0 69 31  0  0
 2  0   2592  84640  26980 783392    0    0     0    52 1082  533  1 37 62  0  0
 2  0   2592  84640  26980 783400    0    0     0     0 1894  653  2 69 29  0  0
 0  0   2592  84640  26980 783412    0    0     0     0  753  819  0 85 15  0  0
 1  0   2592  84640  26980 783416    0    0     0     0 1592  530  0 54 46  0  0
 3  0   2592  84640  26988 783428    0    0     0    16  797  755  1 71 28  0  0
 0  0   2592  84640  26988 783436    0    0     0     0 1622  727  0 80 20  0  0
 5  0   2592  84640  26988 783440    0    0     0     0 2033  566  1 59 40  0  0
 1  0   2592  84292  26988 783452    0    0     0     0  857  688  0 61 39  0  0
 0  0   2592  84292  26988 783464    0    0     0     0 1011  711  1 70 29  0  0
 0  0   2592  84292  26996 783468    0    0     0    16 1649  515  0 42 58  0  0
 2  0   2592  84292  26996 783476    0    0     0     0 1699  664  0 69 31  0  0
 0  0   2592  84292  26996 783484    0    0     0     0 1393  781  1 81 18  0  0
 1  0   2592  84292  26996 783496    0    0     0     0 1671  545  0 47 53  0  0
 1  0   2592  84292  26996 783500    0    0     0     0 1092  659  0 70 30  0  0
 0  0   2592  84292  27004 783516    0    0     0    16  986  793  1 72 27  0  0
 0  0   2592  84292  27004 783524    0    0     0   272 1709  536  1 52 47  0  0
 1  0   2592  84292  27004 783532    0    0     0     0 1532  627  0 54 46  0  0
 0  0   2592  84292  27004 783544    0    0     0     0 1684  815  1 82 17  0  0
 1  0   2592  84292  27004 783552    0    0     0     0 1811  587  2 55 43  0  0
 0  0   2592  84292  27012 783560    0    0     0    32 1403  759  0 70 30  0  0
 0  0   2592  84292  27012 783568    0    0     0     0 1468  759  1 68 31  0  0
 0  0   2592  84292  27012 783576    0    0     0     0 1617  578  0 54 46  0  0
 1  0   2592  84292  27012 783584    0    0     0     0 1245  663  1 58 41  0  0
 2  0   2592  84292  27012 783588    0    0     0     0 1549  799  0 84 16  0  0
 1  0   2592  84292  27020 783600    0    0     0    16 1774  588  1 58 41  0  0
 1  0   2592  84292  27020 783608    0    0     0     0 1191  715  0 71 29  0  0
 0  0   2592  84292  27020 783620    0    0     0     0 1419  779  2 57 41  0  0
 1  0   2592  84292  27020 783624    0    0     0     0 2126  623  1 72 27  0  0
 1  0   2592  84292  27020 783636    0    0     0     0 1108  747  1 70 29  0  0
 1  0   2592  84292  27028 783632    0    0     0    16 2462  787  1 83 16  0  0
 1  0   2592  84292  27028 783648    0    0     0     0 1871  670  1 65 34  0  0
 0  0   2592  84292  27028 783660    0    0     0     0 1267  648  0 55 45  0  0
 2  0   2592  84292  27028 783668    0    0     0     0 1289  880  1 70 29  0  0
