 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  16468 115792  31112 752328    0    6   436   111  870  441  2 14 84  0  0
 0  0  16468 115792  31112 752332    0    0     0     0  115  333  4  1 95  0  0
 0  0  16468 115792  31112 752332    0    0     0     0  661  437  2 28 70  0  0
 0  0  16468 115792  31124 752340    0    0     0   136  955  548  1 34 65  0  0
 1  0  16468 115792  31124 752340    0    0     0     0 1254  490  0 39 61  0  0
 3  0  16468 115792  31124 752352    0    0     0     0 1409  561  0 62 38  0  0
 1  0  16468 115792  31124 752356    0    0     0     0 1308  552  2 44 54  0  0
 1  0  16468 115792  31140 752360    0    0     0   100 1239  479  0 33 67  0  0
 3  0  16468 115792  31140 752368    0    0     0     0 1161  483  0 39 61  0  0
 0  0  16468 115792  31140 752368    0    0     0     0 1209  473  0 38 62  0  0
 2  0  16468 115792  31140 752380    0    0     0     0 1298  465  1 40 59  0  0
 1  0  16468 115792  31140 752380    0    0     0     0 1061  440  0 35 65  0  0
 2  0  16468 115792  31148 752392    0    0     0    48 1445  407  1 40 59  0  0
 1  0  16468 115792  31148 752392    0    0     0     0  975  364  0 26 74  0  0
 0  0  16468 115792  31148 752400    0    0     0     0 1244  453  0 38 62  0  0
 0  0  16468 115792  31148 752404    0    0     0     0 1299  646  1 17 82  0  0
 0  0  16468 115792  31148 752404    0    0     0     0 1392  690  1 19 80  0  0
 0  0  16468 115792  31156 752412    0    0     0    16 1087  520  1 12 87  0  0
 0  0  16468 115792  31156 752416    0    0     0     0 1064  525  1 11 88  0  0
 0  0  16468 115792  31156 752416    0    0     0     0  898  426  0 12 88  0  0
 1  0  16468 115792  31156 752424    0    0     0   132 1409  671  1 21 78  0  0
 0  0  16468 115792  31156 752424    0    0     0     0 1787  816  1 22 77  0  0
 2  0  16468 115792  31164 752432    0    0     0    16  735  447  0  7 93  0  0
 0  0  16468 115792  31164 752432    0    0     0     0 1096  531  0 13 87  0  0
 0  0  16468 115792  31164 752440    0    0     0     0 1291  637  1 17 82  0  0
 0  0  16468 115792  31164 752440    0    0     0     0 1392  678  1 20 79  0  0
 0  0  16468 115792  31164 752448    0    0     0     0 1072  561  0 15 85  0  0
 0  0  16468 115792  31172 752444    0    0     0    16 1291  705  0 19 81  0  0
 1  0  16468 115792  31172 752460    0    0     0     0 1131  550  1 16 83  0  0
 0  0  16468 115792  31172 752460    0    0     0     0 1101  543  0 16 84  0  0
 0  0  16468 115792  31172 752468    0    0     0   448 1179  618  1 17 83  0  0
 0  0  16468 115792  31172 752468    0    0     0     0 1298  569  0 17 83  0  0
 0  0  16468 115792  31180 752476    0    0     0    24  846  431  1  9 90  0  0
 0  0  16468 115792  31180 752480    0    0     0     0 1380  682  1 21 78  0  0
 0  0  16468 115792  31180 752484    0    0     0     0 1085  555  0 16 84  0  0
 0  0  16468 115792  31180 752484    0    0     0   160 1303  573  0 18 82  0  0
 0  0  16468 115792  31180 752492    0    0     0     0 1606  730  0 23 77  0  0
 1  0  16468 115792  31188 752484    0    0     0    32 1537  678  2 18 80  0  0
 0  0  16468 115792  31188 752500    0    0     0     0  896  415  0 11 89  0  0
 0  0  16468 115792  31188 752500    0    0     0     0 1731  695  0 24 76  0  0
 0  0  16468 115792  31188 752508    0    0     0    32  978  510  1 13 86  0  0
 1  0  16468 115792  31188 752508    0    0     0     0 1203  510  1 18 81  0  0
 0  0  16468 115792  31196 752520    0    0     0    20 1361  606  0 16 84  0  0
 0  0  16468 115792  31196 752524    0    0     0     0 1356  634  2 17 81  0  0
 0  0  16468 115792  31196 752528    0    0     0     0  812  447  1 34 65  0  0
 1  0  16468 115792  31196 752528    0    0     0     0 1220  404  0 43 57  0  0
 0  0  16468 115792  31196 752536    0    0     0     0  984  375  1 29 70  0  0
 0  0  16468 115792  31204 752528    0    0     0    16  947  362  0 27 73  0  0
 1  0  16468 115792  31204 752544    0    0     0     0 1400  383  1 38 61  0  0
 0  0  16468 115792  31204 752548    0    0     0     0  777  400  0 33 67  0  0
 0  0  16468 115792  31204 752556    0    0     0     0  947  344  1 30 69  0  0
 0  0  16468 115792  31204 752556    0    0     0     0  988  472  0 43 57  0  0
 0  0  16468 115792  31212 752564    0    0     0    16 1110  374  0 33 67  0  0
 0  0  16468 115792  31212 752564    0    0     0     0  833  332  1 17 82  0  0
 0  0  16468 115792  31212 752572    0    0     0     0  915  365  1 24 75  0  0
 1  0  16468 115792  31212 752576    0    0     0    28 1446  383  0 39 61  0  0
 2  0  16468 115792  31212 752580    0    0     0     0 1142  343  0 31 69  0  0
 1  0  16468 115792  31220 752576    0    0     0    16 1119  378  1 26 73  0  0
 0  0  16468 115792  31220 752592    0    0     0     0  934  393  0 33 67  0  0
 1  0  16468 115792  31220 752592    0    0     0     0 1016  357  1 29 70  0  0
 1  0  16468 115792  31220 752600    0    0     0     0 1099  410  0 38 62  0  0
 2  0  16468 115792  31220 752604    0    0     0     0 1437  602  1 20 79  0  0
 0  0  16468 115792  31228 752596    0    0     0    16 1385  585  1 19 80  0  0
 0  0  16468 115792  31228 752612    0    0     0     0 1140  518  1 15 84  0  0
 1  0  16468 115792  31228 752616    0    0     0     0 1334  618  1 21 78  0  0
 0  0  16468 115540  31228 752616    0    0     0     0 1104  536  0 14 86  0  0
 0  0  16468 115540  31228 752628    0    0     0   144 1300  619  1 15 84  0  0
 1  0  16468 115540  31236 752620    0    0     0    32 1155  600  1 15 84  0  0
 0  0  16468 115540  31236 752636    0    0     0     0 1218  613  0 17 83  0  0
 1  0  16468 115540  31236 752640    0    0     0     0 1210  675  0 18 82  0  0
 0  0  16468 115540  31236 752644    0    0     0     0  754  470  1 12 87  0  0
 0  0  16468 115540  31236 752648    0    0     0     0  798  578  1 11 88  0  0
 0  0  16468 115540  31244 752644    0    0     0    16 1133  599  0 15 85  0  0
 1  0  16468 115540  31244 752660    0    0     0     0 1024  506  0 16 84  0  0
 0  0  16468 115540  31244 752660    0    0     0     0  916  496  0 12 88  0  0
 1  0  16468 115540  31244 752668    0    0     0     0 1119  553  0 14 86  0  0
 0  0  16468 115540  31244 752668    0    0     0     0  845  409  1 12 87  0  0
 0  0  16468 115540  31252 752676    0    0     0    16  967  501  0 16 84  0  0
 0  0  16468 115540  31252 752676    0    0     0     0 1153  576  1 18 81  0  0
 0  0  16468 115540  31252 752684    0    0     0     0  986  464  0 13 88  0  0
 0  0  16468 115540  31252 752688    0    0     0     0 1247  565  1 17 82  0  0
 0  0  16468 115540  31252 752688    0    0     0     0 1001  444  1 18 81  0  0
 0  0  16468 115540  31260 752696    0    0     0    16 1071  438  0 15 85  0  0
 0  0  16468 115540  31260 752696    0    0     0     0 1176  466  1 18 81  0  0
 1  0  16468 115540  31260 752704    0    0     0     0 1051  376  0 27 73  0  0
 0  0  16468 115540  31260 752708    0    0     0     0 1004  349  0 30 70  0  0
 0  0  16468 115540  31260 752712    0    0     0     0  854  347  0 21 79  0  0
 0  0  16468 115540  31268 752708    0    0     0    16 1383  404  0 47 53  0  0
 2  0  16468 115540  31268 752724    0    0     0     0 1157  353  1 36 63  0  0
 0  0  16468 115540  31268 752724    0    0     0     0 1136  347  1 35 64  0  0
 0  0  16468 115540  31268 752732    0    0     0     0 1250  398  0 38 62  0  0
 0  0  16468 115540  31268 752732    0    0     0    16  924  356  1 26 73  0  0
 1  0  16468 115540  31276 752744    0    0     0    16 1003  348  1 29 70  0  0
 0  0  16468 115540  31276 752744    0    0     0     0 1126  387  1 34 65  0  0
 0  0  16468 115540  31276 752752    0    0     0     0 1295  360  0 39 61  0  0
 2  0  16468 115540  31276 752752    0    0     0     0  888  323  0 24 76  0  0
 1  0  16468 115540  31276 752760    0    0     0   136 1303  368  1 34 65  0  0
 0  0  16468 115540  31284 752752    0    0     0    28 1102  387  0 28 71  1  0
 1  0  16468 115540  31284 752768    0    0     0     0  782  323  0 19 81  0  0
 0  0  16468 115540  31284 752768    0    0     0     0 1418  409  1 49 50  0  0
 2  0  16468 115540  31284 752780    0    0     0     0  860  334  0 22 78  0  0
 2  0  16468 115540  31284 752784    0    0     0     8  905  341  0 29 71  0  0
 4  0  16468 115540  31292 752792    0    0     0    24 1187  404  0 35 65  0  0
 0  0  16468 115540  31292 752792    0    0     0     0 1103  367  0 39 61  0  0
 1  0  16468 115540  31292 752800    0    0     0     0 1156  352  1 35 64  0  0
 1  0  16468 115540  31292 752800    0    0     0     0 1128  370  0 34 66  0  0
 0  0  16468 115540  31292 752808    0    0     0     0 1076  382  1 34 65  0  0
 0  0  16468 115540  31300 752800    0    0     0    16 1150  376  0 36 64  0  0
 1  0  16468 115540  31300 752816    0    0     0     0 1162  361  0 35 65  0  0
 0  0  16468 113076  31300 752816    0    0     0     0  861  370  1 35 64  0  0
 1  0  16468 113076  31300 752824    0    0     0     0 1012  339  0 27 73  0  0
 0  0  16468 113076  31300 752824    0    0     0     0  836  390  1 25 74  0  0
 0  0  16468 113076  31308 752832    0    0     0    16 1101  354  0 33 67  0  0
 0  0  16468 113076  31308 752832    0    0     0     0  874  339  1 23 76  0  0
 0  0  16468 113076  31308 752840    0    0     0     0 1227  389  0 35 65  0  0
 0  0  16468 113076  31308 752848    0    0     0     0 1036  352  1 30 69  0  0
 1  0  16468 113076  31308 752848    0    0     0     0 1043  358  1 32 67  0  0
 0  0  16468 113076  31316 752860    0    0     0    16 1040  374  0 28 72  0  0
 1  0  16468 113076  31316 752860    0    0     0     0 1068  347  0 33 67  0  0
 0  0  16468 113076  31316 752868    0    0     0     0 1039  345  0 30 70  0  0
 0  0  16468 113076  31316 752868    0    0     0     0 1514  462  1 42 57  0  0
 1  0  16468 113076  31316 752876    0    0     0     0  853  370  0 12 88  0  0
 0  0  16468 113076  31324 752868    0    0     0    16  983  428  1 13 86  0  0
 0  0  16468 113076  31324 752884    0    0     0     0 1012  476  1 15 84  0  0
 0  0  16468 113076  31324 752884    0    0     0     0  904  438  0 15 85  0  0
 1  0  16468 113076  31324 752892    0    0     0     0 1092  471  1 14 85  0  0
 0  0  16468 113076  31324 752896    0    0     0     0 1234  593  1 20 79  0  0
 0  0  16468 113076  31332 752888    0    0     0   180 1008  520  1 19 80  0  0
 1  0  16468 113076  31332 752904    0    0     0     0  985  515  1 13 86  0  0
 0  0  16468 113076  31332 752904    0    0     0     0  943  569  0 11 89  0  0
 1  0  16468 113076  31332 752916    0    0     0     0 1076  580  1 14 85  0  0
 1  0  16468 113076  31332 752916    0    0     0     0 1051  528  0 15 85  0  0
 0  0  16468 113076  31340 752924    0    0     0    20 1324  675  0 20 80  0  0
 0  0  16468 113076  31340 752924    0    0     0     0 1087  559  1 14 85  0  0
 0  0  16468 113076  31340 752932    0    0     0     0 1090  572  2 15 83  0  0
 0  0  16468 113076  31340 752932    0    0     0     0 1103  550  0 16 84  0  0
 0  0  16468 113076  31340 752940    0    0     0     0 1159  577  0 13 87  0  0
 1  0  16468 113076  31348 752932    0    0     0    16 1032  589  1 14 85  0  0
 0  0  16468 113076  31348 752948    0    0     0     0 1028  514  0 17 83  0  0
 1  0  16468 113076  31348 752948    0    0     0     0  783  402  1  9 90  0  0
 1  0  16468 113076  31348 752956    0    0     0     0 1137  473  0 16 84  0  0
 0  0  16468 113076  31348 752956    0    0     0     0 1018  473  1 15 84  0  0
 0  0  16468 113076  31356 752964    0    0     0    16  859  428  1 11 88  0  0
 1  0  16468 113076  31356 752964    0    0     0     0 1151  499  0 17 83  0  0
 0  0  16468 113076  31356 752976    0    0     0     0 1346  566  0 22 78  0  0
 0  0  16468 113076  31356 752980    0    0     0     0 1173  500  1 21 78  0  0
 1  0  16468 113076  31356 752988    0    0     0     0  778  397  0 10 90  0  0
 0  0  16468 113076  31364 752980    0    0     0    16 1173  552  1 16 83  0  0
 0  0  16468 113076  31364 752996    0    0     0     0 1162  492  1 16 83  0  0
 2  0  16468 113076  31364 752996    0    0     0     0 1048  402  0 27 73  0  0
 0  0  16468 113076  31364 753008    0    0     0     0  874  351  1 25 74  0  0
 1  0  16468 113076  31372 753000    0    0     0    28  984  425  0 26 74  0  0
