 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  16468  85736  39012 782408    0    2   159    52  865  426  1 22 77  0  0
 1  0  16468  85736  39012 782412    0    0     0     0  205  814  4  0 96  0  0
 0  0  16468  85736  39024 782400    0    0     0   132  303 1298  4  4 92  0  0
 0  0  16468  85736  39024 782416    0    0     0     0   88  186  1  0 99  0  0
 0  0  16468  85736  39024 782424    0    0     0     0 1422  625  1 57 42  0  0
 4  0  16468  85736  39024 782432    0    0     0     0 1393  821  1 73 26  0  0
 1  0  16468  85736  39024 782444    0    0     0     0 1815  799  0 78 22  0  0
 0  0  16468  85736  39032 782444    0    0     0    16 1458  726  1 65 34  0  0
 0  0  16468  85736  39032 782460    0    0     0     0 1472  650  0 50 50  0  0
 1  0  16468  85736  39032 782468    0    0     0     0 1749  747  1 66 33  0  0
 0  0  16468  85736  39032 782476    0    0     0     0 1651  651  0 67 33  0  0
 2  0  16468  85736  39032 782484    0    0     0     0 1353  667  0 56 44  0  0
 3  0  16468  85736  39040 782484    0    0     0    16 1233  724  1 76 23  0  0
 1  0  16468  85736  39040 782500    0    0     0     0 1713  649  1 60 39  0  0
 0  0  16468  85736  39040 782508    0    0     0     0 1017  640  0 67 33  0  0
 1  0  16468  85736  39040 782516    0    0     0     0 1469  572  1 49 50  0  0
 2  0  16468  85736  39040 782524    0    0     0     0 1384  526  1 44 55  0  0
 0  0  16468  85736  39048 782524    0    0     0    16 1477  572  1 44 55  0  0
 0  0  16468  85736  39048 782536    0    0     0     0 1447  487  1 42 57  0  0
 5  0  16468  85736  39048 782548    0    0     0     0 1725  563  0 47 53  0  0
 3  0  16468  85736  39048 782552    0    0     0   124 1627  570  0 57 43  0  0
 0  0  16468  85736  39048 782564    0    0     0     0 1478  566  0 50 50  0  0
 0  0  16468  85736  39048 782568    0    0     0     0 1320  603  1 65 34  0  0
 0  0  16468  85736  39056 782580    0    0     0    16 1193  587  1 51 48  0  0
 1  0  16468  85736  39056 782580    0    0     0     0 1577  550  1 50 50  0  0
 3  0  16468  85736  39056 782592    0    0     0     0 1441  547  1 46 53  0  0
 0  0  16468  85736  39056 782596    0    0     0     0 1352  586  1 53 46  0  0
 0  0  16468  85736  39072 782656    0    0     0    96 1423  662  1 58 41  0  0
 1  0  16468  85736  39072 782660    0    0     0     0 1475  553  0 52 48  0  0
 1  0  16468  85736  39072 782672    0    0     0     0 1479  608  0 61 39  0  0
 0  0  16468  85736  39072 782680    0    0     0     0 1380  530  2 47 51  0  0
 2  0  16468  85736  39072 782684    0    0     0   456 1935  614  0 66 34  0  0
 3  0  16468  85736  39080 782692    0    0     0    48 1708  565  0 54 46  0  0
 0  0  16468  85736  39080 782696    0    0     0     0 1247  563  0 57 43  0  0
 0  0  16468  85736  39080 782708    0    0     0     0 1769  549  1 61 38  0  0
 2  0  16468  85736  39080 782716    0    0     0     0 1529  525  1 47 52  0  0
 0  0  16468  85736  39080 782720    0    0     0   256 1657  549  0 52 48  0  0
