 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0   3352  82732  25516 820548   14   68 20753  5473  877 3685 33 34 31  2  0
 0  0   3352  82732  25520 820784    0    0   236     0  128  418  6  2 91  1  0
 0  0   3352  82732  25528 820588    0    0     8     0  143  442  2  1 97  0  0
 0  0   3352  82732  25528 820588    0    0     0     0   69  160  1  0 99  0  0
 1  0   3352  78924  25544 827672    0    0  7084   120  999  495  0 44 56  0  0
 1  0   3352  72428  25544 827684    0    0     0     0  700  822  1 80 19  0  0
 1  0   3352  71756  25544 827692    0    0     0     0 1705  853  1 88 11  0  0
 3  0   3352  71756  25544 827704    0    0     0     0 1639  851  2 81 17  0  0
 2  0   3352  71756  25544 827712    0    0     0     0 2317  749  1 80 19  0  0
 2  0   3352  71252  25552 827720    0    0     0    16 2172  753  0 70 30  0  0
 3  0   3352  71000  25552 827728    0    0     0     0 2001  672  1 61 38  0  0
 0  0   3352  70496  25552 827748    0    0     0 57364 1814  969  4 72 25  0  0
 1  0   3352  70244  25552 827756    0    0     0     0 1068  886  0 76 24  0  0
 1  0   3352  69740  25552 827768    0    0     0     0 1610  793  0 73 27  0  0
 2  0   3352  69740  25560 827776    0    0     0    44 1667  708  2 64 34  0  0
 0  0   3352  69488  25560 827788    0    0     0     0 1570  775  0 79 21  0  0
 2  0   3352  69488  25560 827796    0    0     0     0 1573  713  1 63 36  0  0
 0  0   3352  69488  25560 827800    0    0     0     0 1464  714  1 65 34  0  0
 0  0   3352  69488  25560 827808    0    0     0     0 1686  731  0 64 36  0  0
 1  0   3352  69488  25692 827864    0    0   168    84 2775  810  1 85 14  0  0
 2  0   3352  79404  25336 815952    0   32   620   812 2065 1478 15 61 24  0  0
12  0   3352  78456  25400 817292    0    0  1460     0 1933 1068 21 65 14  0  0
 2  0   3616  74472  24348 795492    0  244  1060   244  640  910 37 63  0  0  0
 7  0   3616  76004  23968 777988    0   72   392    72  317  908 40 60  0  0  0
 2  1   3616  71416  24008 778812    0    0  1252   300  373 1451 23 77  0  0  0
20  0   3616  74632  24008 778900    0    0   140     0 39707  265  2 98  0  0  0
 5  0   3616  75848  25392 780912    0    0  3632     0 2500 1815 17 82  0  1  0
 8  0   3616  75848  25400 780972    0    0    96     0  286 1006  8 92  0  0  0
 5  0   3616  75848  25408 780972    0    0     0    52  306  841  0 100  0  0  0
 5  0   3616  75848  25408 780992    0    0     0     0  278  917  1 98  1  0  0
 4  0   3616  75848  25408 780996    0    0     0     0  274  863  0 100  0  0  0
 1  0   3616  87616  25408 781012    0    0     0     0  480  682  1 73 26  0  0
20  0   3616  87616  25408 781016    0    0     0     0 47684  667  0 99  1  0  0
 2  0   3616  71472  25416 781028    0    0     0    16 1161 1083  1 98  1  0  0
 8  0   3616  74804  25416 781040    0    0     0     0  274  888  1 99  0  0  0
 0  0   3616  88544  25416 781056    0    0     0     0  246  559  1 67 32  0  0
 7  0   3616  86080  25416 781056    0    0     0     0 1044  870  0 94  6  0  0
 3  0   3616  86080  25416 781064    0    0     0     0  275  904  0 100  0  0  0
 2  0   3616  86340  25424 781080    0    0     0    16  345  591  1 83 16  0  0
 3  0   3616  86340  25424 781080    0    0     0     0  286  857  0 96  4  0  0
 7  0   3616  86340  25424 781092    0    0     0     0  662  729  0 75 25  0  0
 1  0   3616  86340  25424 781104    0    0     0     0  531  328  1 28 71  0  0
 4  0   3616  84772  25424 781108    0    0     0     0  745  810  0 95  5  0  0
 3  0   3616  86560  25432 781120    0    0     0    16  633  683  1 57 42  0  0
 2  0   3616  86560  25432 781132    0    0     0     0  340  464  1 66 33  0  0
 2  0   3616  86560  25432 781144    0    0     0     0  522  762  1 78 21  0  0
 6  0   3616  86560  25432 781144    0    0     0     0  359  549  1 47 52  0  0
 2  0   3616  86560  25432 781156    0    0     0     0  429  309  1 38 61  0  0
 3  0   3616  86560  25440 781160    0    0     0    16  428  791  1 96  3  0  0
 3  0   3616  86560  25440 781172    0    0     0     0 1339  750  1 67 32  0  0
 1  0   3616  86560  25440 781188    0    0     0     0  243  355  0 48 52  0  0
 4  0   3616  86560  25440 781188    0    0     0     0  657  817  0 97  3  0  0
 8  0   3616  85440  25440 781200    0    0     0     0  535  629  1 61 38  0  0
 2  0   3616  86212  25448 781212    0    0     0   276  261  565  0 78 22  0  0
 0  0   3616  86212  25448 781224    0    0     0     0 2202  852  0 93  7  0  0
 5  0   3616  77000  25448 781224    0    0     0     0 1007  583  1 51 48  0  0
 3  0   3616  86452  25448 781236    0    0     0     0  309  499  0 72 28  0  0
 6  0   3616  77240  25448 781240    0    0     0     0  418  795  1 97  2  0  0
 4  0   3616  86456  25456 781296    0    0    64    72  497  668  1 69 30  0  0
 2  0   3616  86456  25456 781328    0    0     0     0  326  345  0 41 59  0  0
 0  0   3616  86456  25456 781340    0    0     0     0  689  778  0 83 17  0  0
 3  0   3616  72568  25456 781340    0    0     0     0  498  569  1 55 44  0  0
 3  0   3616  86140  25456 781352    0    0     0     0  268  544  1 83 16  0  0
 1  0   3616  83448  25464 781356    0    0     0    16  539  868  0 96  4  0  0
 4  0   3616  85504  25464 781364    0    0     0     0  624  606  1 54 45  0  0
 1  0   3616  85764  25464 781380    0    0     0     0  441  315  1 36 63  0  0
 3  0   3616  85764  25464 781380    0    0     0     0  420  911  1 97  2  0  0
 3  0   3616  85764  25464 781392    0    0     0     0  644  687  0 65 35  0  0
 2  0   3616  85764  25472 781404    0    0     0    16  603  299  0 20 80  0  0
 2  0   3616  85764  25472 781408    0    0     0     0 1379  996  2 95  3  0  0
 3  0   3616  85764  25472 781416    0    0     0     0  588  602  0 54 46  0  0
 1  0   3616  85764  25472 781432    0    0     0     0  527  302  1 33 66  0  0
 1  0   3616  85764  25472 781444    0    0     0     0  700  726  1 74 24  0  0
 2  0   3616  85764  25480 781436    0    0     0    20  532  664  1 53 46  0  0
 1  0   3616  85764  25480 781456    0    0     0     0  189  363  0 38 62  0  0
 0  0   3616  85764  25480 781468    0    0     0     0  522  856  0 92  8  0  0
 2  0   3616  85260  25988 781516    0    0   492   104  473  644  1 51 48  0  0
 1  0   3616  85260  25988 781572    0    0    44     0  225  425  1 54 45  0  0
 2  0   3616  80944  25988 781576    0    0     0     0  704  808  0 99  1  0  0
 3  0   3616  84276  25988 781584    0    0     0     0  491  577  1 53 46  0  0
 1  0   3616  84276  25988 781600    0    0     0     0  276  325  0 39 61  0  0
 1  0   3616  84276  25996 781612    0    0     0    40  882  693  0 69 31  0  0
 2  0   3616  84276  25996 781612    0    0     0     0  596  601  1 51 48  0  0
 1  0   3616  84276  25996 781624    0    0     0     0  354  334  0 28 72  0  0
 2  0   3616  84024  25996 781628    0    0     0   268  579  875  0 99  1  0  0
 2  0   3616  84024  25996 781636    0    0     0     0  518  811  1 65 34  0  0
 2  0   3616  84024  26004 781652    0    0     0    36  353  493  0 65 35  0  0
 2  0   3616  84024  26004 781652    0    0     0     0  281  932  0 100  0  0  0
 2  0   3616  84024  26004 781664    0    0     0     0  441  695  3 59 38  0  0
 1  0   3616  84024  26004 781676    0    0     0     0  498  346  0 44 56  0  0
21  0   3616  84024  26004 781680    0    0     0     0 78263  495  0 100  0  0  0
16  0   3616  84024  26012 781684    0    0     0    68 40576  598  1 99  0  0  0
 2  0   3616  84024  26012 781704    0    0     0     0 2577 1103  0 99  1  0  0
 3  0   3616  84024  26012 781712    0    0     0     0  272 1039  2 98  0  0  0
 2  0   3616  84024  26020 781720    0    0     0    16  738  680  1 73 26  0  0
 3  0   3616  84024  26020 781732    0    0     0     0 2315  651  1 55 44  0  0
 2  0   3616  84024  26020 781916    0    0   144     0 2059  715  0 61 39  0  0
 2  0   3616  84024  26020 781924    0    0     0     0  604  638  1 63 36  0  0
 2  0   3616  84024  26020 781936    0    0     0     0 1183  819  1 88 11  0  0
 8  0   3616  84024  26028 781944    0    0     0    16  817  620  2 50 48  0  0
 1  0   3616  84024  26028 781956    0    0     0     0  758  623  0 65 35  0  0
 2  0   3616  84284  26028 781964    0    0     0     0 2259  865  0 86 14  0  0
 2  0   3616  84284  26028 781972    0    0     0     0  955  631  0 69 31  0  0
 2  0   3616  84284  26028 781980    0    0     0     0  881  572  1 59 40  0  0
 1  0   3616  84284  26036 781992    0    0     0    64  668  865  0 81 19  0  0
 3  0   3616  84284  26036 782000    0    0     0     0 1563  565  1 58 41  0  0
 1  0   3616  84284  26036 782008    0    0     0     0 1205  521  0 61 39  0  0
 5  0   3616  84284  26036 782016    0    0     0     0 2520  893  0 93  7  0  0
 1  0   3616  84284  26036 782028    0    0     0     0  972  624  0 69 31  0  0
 2  0   3616  84284  26044 782032    0    0     0    20 1084  557  1 54 45  0  0
 1  0   3616  84284  26044 782044    0    0     0   232  915  816  0 80 20  0  0
 2  0   3616  84284  26044 782052    0    0     0     0  917  556  1 56 43  0  0
 1  0   3616  84284  26044 782056    0    0     0     0  549  525  0 50 50  0  0
 0  0   3616  84284  26044 782068    0    0     0     0 1362  723  0 66 34  0  0
 1  0   3616  84284  26052 782076    0    0     0    32 1401  600  2 58 40  0  0
 0  0   3616  84284  26052 782084    0    0     0    56  589  633  0 66 34  0  0
 1  0   3616  84284  26052 782092    0    0     0     0 1266  844  1 93  6  0  0
 1  0   3616  84284  26052 782100    0    0     0     0 1015  646  1 78 21  0  0
 0  0   3616  84284  26052 782108    0    0     0     0  295  770  0 99  1  0  0
 0  0   3616  84284  26060 782120    0    0     0    20 1362  720  1 63 36  0  0
 2  0   3616  84284  26060 782128    0    0     0    32 2058  540  0 58 42  0  0
 0  0   3616  84284  26060 782136    0    0     0     0  994  525  1 39 60  0  0
 0  0   3616  84284  26060 782144    0    0     0     0 1016  785  1 72 27  0  0
 0  0   3616  84284  26060 782156    0    0     0     0 1273  619  0 54 46  0  0
 0  0   3616  84284  26068 782160    0    0     0    16 1349  522  1 51 48  0  0
 0  0   3616  84284  26068 782172    0    0     0     0 1217  746  1 69 30  0  0
 0  0   3616  84284  26068 782180    0    0     0     0 1881  779  1 39 60  0  0
 0  0   3616  84284  26068 782188    0    0     0     0 1486  659  0 20 80  0  0
 0  0   3616  84284  26068 782196    0    0     0     0 2366 1114  1 53 46  0  0
 0  0   3616  84284  26076 782204    0    0     0    16 1795  843  1 32 67  0  0
