 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  16468 120076  30520 750196    0    7   495   124  858  452  2 13 85  0  0
 0  0  16468 120076  30536 750204    0    0     8   132  457  453  2 12 86  0  0
 0  0  16468 120076  30536 750208    0    0     0     0 1161  533  1 41 58  0  0
 3  0  16468 120076  30536 750216    0    0     0     0 1067  552  1 43 56  0  0
 0  0  16468 120076  30536 750220    0    0     0     0 1099  547  1 41 58  0  0
 0  0  16468 120076  30536 750224    0    0     0     0 1401  509  1 41 58  0  0
 0  0  16468 120076  30544 750232    0    0     0    16  958  599  1 43 56  0  0
 0  0  16468 120076  30544 750236    0    0     0     0 1452  484  0 43 57  0  0
 4  0  16468 120076  30544 750240    0    0     0     0 1274  543  1 55 44  0  0
 1  0  16468 120076  30544 750248    0    0     0     0 1303  524  0 37 63  0  0
 0  0  16468 120076  30544 750252    0    0     0     0  919  474  1 32 67  0  0
 0  0  16468 120076  30552 750260    0    0     0    16 1179  449  1 41 58  0  0
 0  0  16468 120076  30552 750264    0    0     0     0 1201  410  1 40 59  0  0
 0  0  16468 120076  30552 750268    0    0     0     0 1340  363  0 39 61  0  0
 1  0  16468 120076  30552 750268    0    0     0     0 1399  372  0 41 59  0  0
 2  0  16468 120076  30552 750276    0    0     0     0 1221  452  1 45 54  0  0
 0  0  16468 120076  30560 750268    0    0     0    16 1138  429  0 39 61  0  0
 0  0  16468 120076  30560 750284    0    0     0     0 1051  368  1 26 73  0  0
 0  0  16468 120076  30560 750288    0    0     0     0  979  376  0 31 69  0  0
 1  0  16468 120076  30560 750288    0    0     0     0 1236  385  0 37 63  0  0
 0  0  16468 120076  30560 750296    0    0     0     0 1069  366  1 31 68  0  0
 0  0  16468 120076  30560 750300    0    0     0     0 1044  389  0 27 73  0  0
 0  0  16468 120076  30568 750304    0    0     0    16  762  384  0 24 76  0  0
 1  0  16468 120076  30568 750308    0    0     0     0  941  341  1 22 77  0  0
 0  0  16468 120076  30568 750312    0    0     0     0  926  386  1 21 78  0  0
 2  0  16468 120076  30568 750316    0    0     0     0  859  359  1 20 79  0  0
 1  0  16468 120076  30592 750324    0    0     0   492 1346  445  0 43 57  0  0
 0  0  16468 120076  30592 750328    0    0     0     0 1143  356  1 29 70  0  0
 1  0  16468 120076  30592 750328    0    0     0     0  860  375  0 23 77  0  0
 0  0  16468 120076  30592 750336    0    0     0    16 1335  379  1 34 65  0  0
 1  0  16468 120076  30592 750340    0    0     0     0 1191  406  0 44 56  0  0
 0  0  16468 120076  30600 750340    0    0     0    32 1011  356  0 24 76  0  0
 0  0  16468 120076  30600 750348    0    0     0     0 1208  386  1 40 59  0  0
 0  0  16468 120076  30600 750352    0    0     0     0 1226  362  0 31 69  0  0
 1  0  16468 120076  30600 750356    0    0     0   276 1072  371  0 26 74  0  0
 0  0  16468 120076  30600 750360    0    0     0     0 1175  346  1 35 64  0  0
 1  0  16468 120076  30608 750364    0    0     0    32  955  377  0 22 78  0  0
 2  0  16468 120076  30608 750368    0    0     0     0  962  367  1 27 72  0  0
 0  0  16468 120076  30608 750372    0    0     0     0 1165  359  0 33 67  0  0
 0  0  16468 120076  30608 750376    0    0     0     0 1205  419  1 36 63  0  0
 0  0  16468 120076  30608 750380    0    0     0     0 1012  356  1 27 72  0  0
 0  0  16468 120076  30616 750388    0    0     0    16 1329  417  1 45 54  0  0
 0  0  16468 120076  30616 750388    0    0     0     0  944  353  0 21 79  0  0
 0  0  16468 120076  30616 750396    0    0     0     0  831  448  1 38 61  0  0
 0  0  16468 120076  30616 750396    0    0     0     0 1106  369  0 34 66  0  0
 1  0  16468 120076  30616 750404    0    0     0     0 1173  418  0 46 54  0  0
 0  0  16468 120076  30624 750408    0    0     0    16 1140  367  0 29 71  0  0
 1  0  16468 120076  30624 750408    0    0     0     0 1216  377  0 37 63  0  0
 0  0  16468 120076  30624 750416    0    0     0     0 1141  401  1 36 63  0  0
 0  0  16468 120076  30624 750424    0    0     0     0 1198  419  0 36 64  0  0
 0  0  16468 120076  30624 750428    0    0     0     0 1171  360  0 34 66  0  0
 0  0  16468 120076  30632 750432    0    0     0    16 1234  458  0 53 47  0  0
