 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  16468 122404  32464 760704    0    5   326    86  822  417  2 15 84  0  0
 0  0  16468 122404  32464 760708    0    0     0     0  236  421  3  9 88  0  0
 2  0  16468 122404  32464 760716    0    0     0     0  897  601  1 53 46  0  0
 0  0  16468 122404  32476 760728    0    0     0   120 1276  667  2 57 41  0  0
 0  0  16468 122404  32476 760736    0    0     0     0 1092  603  0 52 48  0  0
 1  0  16468 122404  32476 760744    0    0     0     0 1380  539  0 45 55  0  0
 1  0  16468 122404  32476 760748    0    0     0     0 1548  588  2 53 45  0  0
 0  0  16468 122404  32476 760760    0    0     0     0 1391  814  2 71 27  0  0
 0  0  16468 122404  32492 760816    0    0     0    92 1832  838  1 27 72  0  0
 1  0  16468 122404  32492 760828    0    0     0     0 1672  904  1 22 77  0  0
 1  0  16468 122404  32492 760832    0    0     0     0 1885  941  1 26 73  0  0
 0  0  16468 122404  32492 760840    0    0     0     0 1777  837  0 24 76  0  0
 0  0  16468 122404  32492 760848    0    0     0     0 1860  791  2 28 70  0  0
 0  0  16468 122404  32500 760844    0    0     0    32 1157  647  0 14 86  0  0
 0  0  16468 122404  32500 760860    0    0     0   136 1460  760  1 17 82  0  0
 0  0  16468 122404  32500 760868    0    0     0     0 2039  938  0 31 69  0  0
 0  0  16468 122404  32500 760872    0    0     0     0 1875  875  2 28 70  0  0
 0  0  16468 122404  32500 760880    0    0     0     0 1412  736  1 21 78  0  0
 0  0  16468 122404  32508 760888    0    0     0    16 1757  736  0 28 72  0  0
 0  0  16468 122404  32508 760892    0    0     0     0 1870  742  0 26 74  0  0
 1  0  16468 122404  32508 760900    0    0     0     0 2025  868  1 28 71  0  0
 1  0  16468 122404  32508 760904    0    0     0     0 1929  921  1 29 70  0  0
 1  0  16468 122404  32508 760912    0    0     0     0 1183  565  1 17 82  0  0
 0  0  16468 122404  32516 760908    0    0     0    16 1506  697  1 23 76  0  0
 1  0  16468 122404  32516 760924    0    0     0     0 1461  702  0 18 82  0  0
 0  0  16468 122404  32516 760932    0    0     0     0 1427  651  0 17 83  0  0
 1  0  16468 122404  32516 760936    0    0     0     0 1271  598  0 17 83  0  0
 0  0  16468 122404  32516 760944    0    0     0     0 1462  710  1 17 82  0  0
 0  0  16468 122404  32524 760956    0    0     0    16 1464  606  0 20 80  0  0
 0  0  16468 122404  32524 760960    0    0     0     0 1246  609  0 17 83  0  0
 0  0  16468 122404  32524 760968    0    0     0   432 1499  692  0 18 82  0  0
 0  0  16468 122404  32524 760972    0    0     0     0 1263  618  1 16 83  0  0
 0  0  16468 122404  32524 760980    0    0     0     0 1491  667  1 17 82  0  0
 0  0  16468 122404  32532 760976    0    0     0    24 1582  807  0 22 78  0  0
 0  0  16468 122404  32532 760992    0    0     0     0 2017  844  0 30 70  0  0
 0  0  16468 122404  32532 761000    0    0     0   236 1800  814  1 23 76  0  0
 0  0  16468 122404  32532 761004    0    0     0     0 1765  744  0 26 74  0  0
 0  0  16468 122404  32532 761012    0    0     0     0 1405  620  0 18 82  0  0
 0  0  16468 122404  32540 761020    0    0     0    36 1484  648  1 21 78  0  0
 0  0  16468 122404  32540 761024    0    0     0     0 1390  624  1 17 82  0  0
 1  0  16468 122404  32540 761032    0    0     0    36 1831  808  0 28 72  0  0
 0  0  16468 122404  32540 761036    0    0     0     0 1271  585  1 15 84  0  0
 0  0  16468 122404  32540 761044    0    0     0     0 1260  540  2 17 81  0  0
 0  0  16468 122404  32548 761040    0    0     0    20 1556  748  0 19 81  0  0
 0  0  16468 122404  32548 761056    0    0     0     0 1630  708  1 21 78  0  0
 0  0  16468 122404  32548 761064    0    0     0     0 1566  649  1 18 81  0  0
 0  0  16468 122404  32548 761068    0    0     0     0 1592  642  1 22 77  0  0
 0  0  16468 122404  32548 761080    0    0     0     0 1654  718  0 25 75  0  0
 0  0  16468 122404  32556 761076    0    0     0    16 1780  823  1 23 76  0  0
 0  0  16468 122404  32556 761096    0    0     0     0 1427  614  0 17 83  0  0
 1  0  16468 122404  32556 761104    0    0     0    32 1782  799  1 26 73  0  0
 0  0  16468 122404  32556 761108    0    0     0     0 1322  648  0 20 80  0  0
 0  0  16468 122404  32556 761116    0    0     0     0 1702  752  0 25 75  0  0
 0  0  16468 122404  32564 761112    0    0     0    16 1180  589  0 17 83  0  0
 0  0  16468 122404  32564 761128    0    0     0     0 1786  832  1 27 72  0  0
 0  0  16468 122404  32564 761136    0    0     0     0 1562  726  0 22 78  0  0
 1  0  16468 122404  32564 761140    0    0     0     0 1941  805  2 26 72  0  0
 0  0  16468 122404  32564 761148    0    0     0     0 1571  768  1 23 76  0  0
 0  0  16468 122404  32572 761156    0    0     0    16 2012  875  0 30 70  0  0
 0  0  16468 122404  32572 761160    0    0     0     0 1735  777  2 26 72  0  0
 0  0  16468 122404  32572 761168    0    0     0     0 1566  757  0 23 77  0  0
 0  0  16468 122404  32572 761172    0    0     0     0 1314  652  0 14 86  0  0
 0  0  16468 122404  32572 761180    0    0     0     0 1840  772  2 25 73  0  0
 0  0  16468 122404  32572 761188    0    0     0     0 1965  991  0 28 72  0  0
 0  0  16468 122404  32580 761192    0    0     0    16 2098  964  1 30 69  0  0
 0  0  16468 122404  32580 761204    0    0     0   200 1364  728  0 17 83  0  0
 0  0  16468 122404  32580 761212    0    0     0     0 1656  785  1 23 76  0  0
 0  0  16468 122404  32580 761216    0    0     0     0 1263  685  0 17 83  0  0
 0  0  16468 122404  32580 761224    0    0     0     0 1791  865  0 29 71  0  0
 0  0  16468 122404  32588 761228    0    0     0    28 1789  839  1 25 74  0  0
 0  0  16468 122404  32588 761236    0    0     0     0 1988  971  1 27 72  0  0
 0  0  16468 122404  32588 761240    0    0     0     8 1406  800  0 23 77  0  0
 0  0  16468 122404  32588 761248    0    0     0     0 1651  761  1 24 75  0  0
 0  0  16468 122404  32588 761252    0    0     0     0 1506  645  1 21 78  0  0
 0  0  16468 122404  32596 761260    0    0     0    24 1579  743  0 24 76  0  0
 0  0  16468 122404  32596 761268    0    0     0     0 1339  679  0 19 81  0  0
