r,b,swpd,libero,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
19,0,63488,316080,21324,621248,0,0,0,4,8601,1592,50,50,0,0,0
24,0,63488,325864,21324,621252,0,0,0,0,10548,1609,42,58,0,0,0
38,0,63488,325624,21324,621268,0,0,0,0,7894,1551,48,52,0,0,0
20,0,63488,317980,21352,621952,0,0,700,184,11214,1652,43,57,0,0,0
20,0,63488,316720,21352,621988,0,0,0,0,8022,1780,50,50,0,0,0
20,0,63488,311288,21360,627580,0,0,5616,0,8708,1892,51,49,0,0,0
32,0,63488,310788,21360,627620,0,0,0,4,10377,1678,43,57,0,0,0
37,0,63488,309864,21360,627688,0,0,56,0,7435,1708,59,41,0,0,0
21,0,63488,309192,21368,627688,0,0,0,88,11378,1523,46,54,0,0,0
28,0,63488,309192,21368,627704,0,0,0,0,8206,1634,46,54,0,0,0
43,0,63488,308688,21368,627720,0,0,0,0,10248,1843,45,55,0,0,0
33,0,63488,308688,21368,627724,0,0,0,0,8448,1844,46,54,0,0,0
42,0,63488,309440,21368,627744,0,0,0,8,10226,1598,46,54,0,0,0
33,0,63488,309472,21376,627744,0,0,0,92,7895,1593,47,53,0,0,0
24,0,63488,309232,21376,627764,0,0,0,0,7636,1791,50,50,0,0,0
33,0,63488,309232,21376,627780,0,0,0,0,10430,1639,48,52,0,0,0
27,0,63488,309488,21376,627792,0,0,0,0,7861,1631,53,47,0,0,0
29,0,63488,310224,21376,627804,0,0,0,0,10958,1689,51,49,0,0,0
24,0,63488,322280,21384,627808,0,0,0,36,8393,1736,55,45,0,0,0
30,0,63488,322028,21384,627832,0,0,0,80,10711,1582,50,50,0,0,0
23,0,63488,322028,21384,627844,0,0,0,0,8269,1745,53,47,0,0,0
36,0,63488,322028,21384,627852,0,0,0,0,10204,1590,53,47,0,0,0
20,0,63488,322028,21384,627864,0,0,0,0,8788,1721,51,49,0,0,0
25,0,63488,315964,21392,627868,4,0,4,28,10163,1671,50,50,0,0,0
26,0,63488,308796,21396,627896,0,0,4,50680,8141,1814,50,50,0,0,0
43,0,63488,318480,21396,627908,0,0,0,0,8852,1512,56,44,0,0,0
52,0,62976,429824,21400,634460,1364,0,7568,0,9121,2691,45,55,0,0,0
27,0,62976,419480,21400,636132,0,0,576,0,8052,2232,36,64,0,0,0
20,0,62976,447832,21408,636204,0,0,0,72,7930,1730,36,64,0,0,0
22,0,62976,459896,21408,636256,0,0,0,64,10214,2061,37,63,0,0,0
24,0,62976,459252,21748,636728,176,0,940,4,12952,2148,40,60,0,0,0
41,0,62976,439332,21748,636712,0,0,0,0,12085,1925,37,63,0,0,0
31,0,62976,429264,21748,636724,0,0,0,320,10931,2059,36,64,0,0,0
31,0,62976,442180,21756,636728,0,0,0,40,12585,2065,38,62,0,0,0
37,0,62976,449140,21756,636748,0,0,0,72,9628,1898,41,59,0,0,0
32,0,62976,452636,21756,636752,0,0,0,0,11228,2130,32,68,0,0,0
40,0,62976,466216,21756,636768,0,0,0,4,10524,1964,35,65,0,0,0
27,0,62976,467944,21756,636780,0,0,0,0,11794,1867,32,68,0,0,0
24,0,62976,459892,21764,636780,0,0,0,28,10478,1920,41,59,0,0,0
27,0,62976,456116,21764,636804,0,0,0,64,11979,2203,40,60,0,0,0
33,0,62976,456256,21764,636812,0,0,0,0,10647,1874,38,62,0,0,0
22,0,62976,448848,21764,636832,0,0,0,0,12148,1933,32,68,0,0,0
18,0,62976,451452,21764,636844,0,0,0,4,11466,2013,33,67,0,0,0
25,0,62976,448764,21772,636844,0,0,0,28,10751,1994,34,66,0,0,0
36,0,62976,439256,21772,636872,0,0,0,68,10427,1886,40,60,0,0,0
25,0,62976,440380,21788,636920,0,0,52,52,10802,1908,36,64,0,0,0
21,0,62976,435796,21788,636944,0,0,0,0,11707,1739,35,65,0,0,0
43,0,62976,442168,21788,636956,0,0,0,0,10623,1972,39,61,0,0,0
30,0,62976,435560,21788,636972,0,0,0,4,11970,1802,36,64,0,0,0
24,0,62976,434348,21788,636988,0,0,0,276,9535,1954,35,65,0,0,0
32,0,62976,438496,21796,636996,0,0,0,28,12384,1857,39,61,0,0,0
27,0,62976,430632,21796,637012,0,0,0,0,10601,1767,33,67,0,0,0
10,0,62976,407692,21796,637024,0,0,0,0,10874,2053,31,69,0,0,0
41,0,62976,435776,21796,637036,0,0,0,0,8174,1575,33,67,0,0,0
31,0,62976,437608,21796,637048,0,0,0,4,12252,1927,38,62,0,0,0
30,0,62976,425736,21804,637052,0,0,0,96,11518,1918,32,68,0,0,0
23,0,62976,443428,21804,637072,0,0,0,0,10950,2066,37,63,0,0,0
15,0,62976,469332,21804,637080,0,0,0,0,10807,1539,32,68,0,0,0
32,0,62976,437552,21804,637100,0,0,0,0,10884,1728,35,65,0,0,0
15,0,62976,443112,21804,637116,0,0,0,0,13389,1871,32,68,0,0,0
10,0,62976,448540,21812,637124,0,0,0,104,10036,2050,43,57,0,0,0
23,0,62976,448352,21812,637144,0,0,0,0,12497,1909,40,60,0,0,0
29,0,62976,469872,21816,637224,16,0,84,0,11247,2126,23,77,0,0,0
28,0,62976,480980,21816,637196,16,0,16,0,12084,1962,36,64,0,0,0
15,0,62976,483216,21816,637212,0,0,0,0,11828,2093,45,55,0,0,0
16,0,62976,487228,21824,636152,0,0,2836,196,11087,2099,30,70,0,0,0
47,0,62976,471632,21832,636168,184,0,196,8,12220,2053,36,64,0,0,0
36,0,62976,478932,21832,636192,24,0,24,0,8893,1822,36,64,0,0,0
23,0,62976,481324,22352,639116,16,0,3388,0,12580,2406,33,67,0,0,0
19,0,62976,484464,22456,642876,0,0,3872,0,12494,2304,30,70,0,0,0
20,0,62976,505320,22468,642956,0,0,4,164,12880,2220,33,67,0,0,0
27,0,62976,485768,22964,650976,8,0,8456,336,12248,3931,20,80,0,0,0
27,0,62976,459800,24460,660640,0,0,10240,3812,11532,4566,22,78,0,0,0
32,0,62976,458456,26036,664836,0,0,3420,5464,12704,3333,25,75,0,0,0
27,0,62976,395760,26036,716688,0,0,0,0,10617,2256,21,79,0,0,0
26,0,62976,397284,26036,716760,0,0,0,84,11869,1994,33,67,0,0,0
16,0,62976,383404,26036,716740,0,0,0,168,10374,1700,41,59,0,0,0
27,0,62976,381940,26036,716756,0,0,0,4,11089,1853,46,54,0,0,0
25,0,62976,377012,26044,716760,0,0,0,120,12257,1536,43,57,0,0,0
19,0,62976,378576,26044,717052,0,0,0,0,10905,1870,38,62,0,0,0
22,0,62976,378324,26044,716796,0,0,0,76,12214,1763,34,66,0,0,0
25,0,62976,371588,26044,716816,0,0,0,612,10559,1934,38,62,0,0,0
29,0,62976,373704,26044,716832,0,0,0,0,12787,2001,34,66,0,0,0
31,0,62976,371448,26044,716848,0,0,0,0,10206,1751,29,71,0,0,0
19,0,62976,371448,26052,716860,0,0,0,48,11298,2120,37,63,0,0,0
13,0,62976,371448,26052,716960,0,0,80,84,10653,1972,39,61,0,0,0
32,0,62976,371196,26052,716968,0,0,0,0,10551,1890,35,65,0,0,0
27,0,62976,371196,26052,716980,0,0,0,0,10211,1828,34,66,0,0,0
34,0,62976,371196,26052,716996,0,0,0,0,10870,1639,33,67,0,0,0
18,0,62976,371196,26060,717008,0,0,0,28,10390,1861,38,62,0,0,0
16,0,62976,370944,26060,717024,0,0,0,80,9676,1955,37,63,0,0,0
35,0,62976,370944,26060,717036,0,0,0,0,11817,1885,40,60,0,0,0
49,0,62976,370944,26060,717052,0,0,0,0,10537,1789,37,63,0,0,0
31,0,62976,370944,26060,717064,0,0,0,0,10338,1880,35,65,0,0,0
32,0,62976,370692,26068,717076,0,0,0,28,9774,1993,39,61,0,0,0
31,0,62976,380796,26068,717088,0,0,0,68,11697,2004,34,66,0,0,0
18,0,62976,380040,26068,717100,0,0,0,16,10833,2064,40,60,0,0,0
24,0,62976,380040,26068,717112,12,0,12,0,11332,2017,37,63,0,0,0
33,0,62976,380040,26068,717124,0,0,0,0,10579,2014,39,61,0,0,0
25,0,62976,380040,26076,717136,0,0,0,40,11589,2032,35,65,0,0,0
31,0,62976,379800,26076,717144,0,0,0,0,11030,1825,38,62,0,0,0
46,0,62976,379800,26076,717156,0,0,0,136,11003,1804,34,66,0,0,0
41,0,62976,379548,26076,717172,0,0,0,4,10475,1894,40,60,0,0,0
18,0,62976,379548,26076,717184,0,0,0,0,12119,1925,35,65,0,0,0
27,0,62976,381148,26084,717200,0,0,0,40,11891,1743,37,63,0,0,0
28,0,62976,383736,26084,717220,0,0,0,0,10616,1884,34,66,0,0,0
25,0,62976,383736,26088,717228,0,0,4,12480,12220,1888,39,61,0,0,0
51,0,62976,383260,26088,717252,0,0,0,38212,10101,2025,30,70,0,0,0
25,0,62976,360396,26088,717264,0,0,0,4,12785,1737,30,70,0,0,0
20,0,62976,360396,26096,717268,0,0,0,56,9322,1772,35,65,0,0,0
27,0,62976,360396,26096,717288,0,0,0,0,12205,1795,34,66,0,0,0
31,0,62976,360396,26096,717300,0,0,0,64,10126,1881,35,65,0,0,0
49,0,62976,360396,26096,717320,0,0,0,0,12147,1758,30,70,0,0,0
34,0,62976,360396,26096,717332,0,0,0,0,9937,1785,35,65,0,0,0
21,0,62976,360396,26104,717336,0,0,0,44,12102,1833,43,57,0,0,0
22,0,62976,360396,26104,717356,0,0,0,0,11074,1978,36,64,0,0,0
41,0,62976,360396,26104,717368,0,0,0,68,12357,1864,32,68,0,0,0
36,0,62976,360396,26104,717372,0,0,0,56,10725,1810,31,69,0,0,0
34,0,62976,366692,26104,717392,0,0,0,0,12445,1977,36,64,0,0,0
25,0,62976,366692,26112,717400,0,0,0,28,11191,1901,33,67,0,0,0
26,0,62976,366692,26112,717424,0,0,0,4,11261,1874,34,66,0,0,0
22,0,62976,366452,26112,717436,0,0,0,72,11567,2070,37,63,0,0,0
25,0,62976,366452,26112,717448,0,0,0,0,10626,1879,30,70,0,0,0
30,0,62976,366200,26112,717464,0,0,0,0,11744,1738,33,67,0,0,0
45,0,62976,364632,26120,717472,0,0,0,28,9760,1603,34,66,0,0,0
29,0,62976,364156,26120,717488,0,0,0,0,11298,1793,29,71,0,0,0
23,0,62976,364156,26120,717504,0,0,0,76,10715,1840,36,64,0,0,0
24,0,62976,364156,26120,717516,0,0,0,0,12674,2030,33,67,0,0,0
43,0,62976,363036,26120,717528,0,0,0,0,8376,1685,32,68,0,0,0
21,0,62976,363036,26128,717532,0,0,0,28,11514,1720,29,71,0,0,0
39,0,62976,363036,26128,717556,0,0,0,0,10486,1839,41,59,0,0,0
36,0,62976,363036,26128,717572,0,0,0,72,11036,1925,34,66,0,0,0
32,0,62976,363036,26128,717588,0,0,0,4,10503,1779,37,63,0,0,0
30,0,62976,363036,26128,717596,0,0,0,0,10883,1863,30,70,0,0,0
30,0,62976,361244,26136,717608,0,0,0,28,10349,1801,37,63,0,0,0
23,0,62976,361244,26136,717628,0,0,0,0,12366,1812,37,63,0,0,0
24,0,62976,361244,26136,717644,0,0,0,76,10379,1769,38,62,0,0,0
30,0,62976,353684,26136,717700,0,0,44,0,11657,1759,49,51,0,0,0
50,0,62976,339572,26136,717724,0,0,0,4,8277,1747,48,52,0,0,0
28,0,62976,336212,26144,717720,0,0,0,44,10062,1519,54,46,0,0,0
27,0,62976,336264,26144,717740,0,0,0,0,7684,1540,50,50,0,0,0
19,0,62976,336264,26144,717756,0,0,0,64,8511,1624,52,48,0,0,0
19,0,62976,336292,26144,717768,0,0,0,0,7758,1663,58,42,0,0,0
28,0,62976,324964,26144,717780,0,0,0,0,9623,1559,47,53,0,0,0
32,0,62976,339604,26152,717780,0,0,0,48,8966,1319,54,46,0,0,0
29,0,62976,338344,26152,717804,0,0,0,0,8642,1661,58,42,0,0,0
37,0,62976,344476,26152,717816,0,0,0,0,9904,1976,38,62,0,0,0
41,0,62720,335300,26152,716100,4,0,4,64,7695,1746,48,52,0,0,0
18,0,62720,368596,26152,716112,0,0,0,0,9859,1621,59,41,0,0,0
28,0,62720,447684,26160,665476,0,0,0,104,7591,1844,53,47,0,0,0
36,0,62720,430344,26160,665464,0,0,0,92,10317,1442,53,47,0,0,0
30,0,62720,415452,26160,665476,0,0,0,0,7354,1747,59,41,0,0,0
22,0,62720,405556,26172,665520,4,0,116,68,9726,1718,47,53,0,0,0
32,0,62720,405316,26172,665528,0,0,0,0,8082,1461,47,53,0,0,0
40,0,62720,431792,26180,665592,4,0,4,64,7095,1717,47,53,0,0,0
29,0,62720,430460,26180,665892,0,0,304,0,10169,1941,47,53,0,0,0
47,0,62720,425476,26180,666012,0,0,0,4,8456,1824,55,45,0,0,0
66,0,62720,424104,26232,665968,0,0,0,500,8493,1756,49,51,0,0,0
35,0,62720,418812,27012,666316,0,0,368,2976,9470,2710,35,65,0,0,0
42,0,62720,409460,28356,667288,0,0,1156,3496,7659,3142,40,60,0,0,0
20,0,62720,394520,28764,667516,0,0,24,2152,8911,2376,37,63,0,0,0
35,0,62720,417320,29612,667772,0,0,512,4396,8679,2601,47,53,0,0,0
30,0,62720,415308,30352,669984,0,0,2644,56,7958,3541,44,56,0,0,0
36,0,62720,407636,31716,671560,0,0,2888,0,10285,2406,35,65,0,0,0
32,0,62720,407636,31732,671504,4,0,280,544,7835,4585,47,53,0,0,0
32,0,62720,407636,31900,671716,0,0,372,12,10923,1886,48,52,0,0,0
44,0,62720,409048,31912,671744,0,0,8,596,8524,1636,51,49,0,0,0
39,0,62720,402164,31912,672096,0,0,0,52,9574,3669,39,61,0,0,0
31,0,62720,400596,31912,672128,0,0,0,4,9765,1858,46,54,0,0,0
44,0,62720,400148,32304,672648,0,0,1244,752,6301,4965,47,53,0,0,0
35,0,62720,393528,35036,681916,0,0,4540,5796,8492,2746,41,59,0,0,0
17,0,62720,275344,37120,699956,0,0,1940,3112,7048,2362,40,60,0,0,0
33,0,62720,338216,37136,734288,0,0,20,97720,8400,1839,38,62,0,0,0
43,0,62720,319920,37136,734288,0,0,0,0,10117,1689,42,58,0,0,0
36,0,62720,315396,37136,734256,0,0,0,4,7890,1766,49,51,0,0,0
38,0,62720,305764,37136,734268,0,0,0,0,9524,1586,48,52,0,0,0
37,0,62720,298372,37148,734268,0,0,0,216,8157,1705,52,48,0,0,0
29,0,62720,296580,37148,734288,0,0,0,1008,9133,1503,53,47,0,0,0
32,0,62720,298168,37148,734340,0,0,0,0,10680,1729,40,60,0,0,0
29,0,62720,306936,37148,734304,0,0,0,0,7373,1422,59,41,0,0,0
36,0,62720,286984,37148,734404,0,0,0,4,10224,1632,47,53,0,0,0
26,0,62720,280472,37156,734312,0,0,0,60,8219,1573,44,56,0,0,0
33,0,62720,297372,37156,734332,0,0,0,48,10185,1338,43,57,0,0,0
29,0,62720,300204,37156,734348,0,0,0,0,9105,1524,50,50,0,0,0
30,0,62720,299712,37156,734360,0,0,0,0,9150,1384,44,56,0,0,0
32,0,62720,299464,37156,734372,0,0,0,0,9134,1747,54,46,0,0,0
26,0,62720,289384,37168,734384,0,0,4,1952,8533,1528,52,48,0,0,0
27,0,62720,296232,37168,734404,0,0,0,0,11121,1708,44,56,0,0,0
31,0,62720,310592,37168,734416,0,0,0,68,7746,1721,47,53,0,0,0
27,0,62720,304304,37168,734424,0,0,0,0,8717,1633,50,50,0,0,0
18,0,62720,292992,37168,734436,0,0,0,0,8126,1739,48,52,0,0,0
21,0,62720,286272,37180,734444,0,0,4,84,9702,1716,44,56,0,0,0
17,0,62720,286272,37180,734464,0,0,0,4,9534,1420,41,59,0,0,0
20,0,62720,297544,37180,734476,0,0,0,60,8515,1678,44,56,0,0,0
35,0,62720,296792,37180,734484,0,0,0,0,9528,1613,48,52,0,0,0
30,0,62720,296792,37180,734496,0,0,0,0,8708,1601,47,53,0,0,0
39,0,62720,300136,37188,734500,0,0,0,28,9991,1504,46,54,0,0,0
26,0,62720,299644,37188,734524,0,0,0,0,7366,1699,52,48,0,0,0
24,0,62720,299644,37188,734536,0,0,0,64,10535,1683,48,52,0,0,0
23,0,62720,305016,37188,734548,0,0,0,0,8206,1776,49,51,0,0,0
35,0,62720,304768,37188,734560,0,0,0,0,9254,1736,55,45,0,0,0
29,0,62720,300048,37196,734560,4,0,4,28,8496,1654,60,40,0,0,0
29,0,62720,300048,37196,734576,0,0,0,4,9558,1508,49,51,0,0,0
40,0,62720,302904,37196,734592,0,0,0,64,9104,1774,48,52,0,0,0
29,0,62720,302904,37196,734604,0,0,0,4,7980,1702,48,52,0,0,0
30,0,62720,302904,37196,734612,0,0,0,0,9499,1664,49,51,0,0,0
60,1,62720,304732,37204,734612,0,0,0,44,7681,1743,47,53,0,0,0
27,0,62720,306044,37204,734632,0,0,0,0,8623,1639,51,49,0,0,0
32,0,62720,306044,37204,734644,0,0,0,60,8469,1890,55,45,0,0,0
46,0,62720,291216,37204,734656,0,0,0,0,9008,1631,51,49,0,0,0
57,0,62720,290992,37204,734664,0,0,0,4,10184,1644,50,50,0,0,0
26,0,62720,291996,37204,734672,0,0,0,0,8470,1552,52,48,0,0,0
29,0,62720,304844,37212,734680,0,0,0,28,9784,1497,48,52,0,0,0
28,0,62720,331120,37212,734700,8,0,8,52,7805,1719,49,51,0,0,0
32,0,62720,342592,37220,735000,0,0,288,40,11362,1795,32,68,0,0,0
25,0,62720,317568,37220,735024,0,0,0,0,9132,1917,41,59,0,0,0
24,0,62720,326036,37220,735032,0,0,0,60,12065,2012,37,63,0,0,0
35,0,62720,323164,37220,735168,4,0,104,0,10417,2008,34,66,0,0,0
40,0,62720,326376,37220,735168,0,0,0,68,11777,1991,38,62,0,0,0
28,0,62720,336600,37228,735180,0,0,0,360,10208,1804,36,64,0,0,0
35,0,62720,335860,37228,735192,0,0,0,0,11185,1871,33,67,0,0,0
18,0,62720,331436,37228,735204,0,0,0,0,10568,1871,37,63,0,0,0
27,0,62720,326500,37228,735216,0,0,0,4,11600,2053,37,63,0,0,0
38,0,62720,323056,37228,735232,0,0,0,0,11977,1809,35,65,0,0,0
22,0,62720,314804,37236,735244,0,0,0,100,10973,1724,29,71,0,0,0
25,0,62720,322852,37236,735260,0,0,0,0,11532,1953,30,70,0,0,0
20,0,62720,321392,37236,735272,0,0,0,0,10759,1737,37,63,0,0,0
21,0,62720,324532,37236,735280,0,0,0,0,11681,1776,32,68,0,0,0
35,0,62720,321312,37236,735296,0,0,0,4,10155,2000,40,60,0,0,0
30,0,62720,330044,37244,735308,0,0,0,100,12635,1930,35,65,0,0,0
41,0,62720,299564,37244,735324,0,0,0,0,10990,1827,36,64,0,0,0
29,0,62720,333184,37244,735336,0,0,0,0,12533,1899,35,65,0,0,0
26,0,62720,320708,37244,735348,0,0,0,0,12147,1940,38,62,0,0,0
44,0,62720,326320,37244,735364,0,0,0,0,10765,1862,37,63,0,0,0
22,0,62720,332492,37252,735376,0,0,0,104,13031,1939,31,69,0,0,0
36,0,62720,324808,37252,735388,0,0,0,0,11150,1722,37,63,0,0,0
21,0,62720,338328,37252,735404,0,0,0,0,11849,1990,37,63,0,0,0
30,0,62720,314572,37252,735420,0,0,0,0,11195,2054,39,61,0,0,0
24,0,62720,320768,37252,735432,0,0,0,0,11111,1989,36,64,0,0,0
51,0,62720,311232,37260,735448,0,0,0,104,13345,1839,40,60,0,0,0
34,0,62720,319124,37260,735460,0,0,0,4,12697,1753,33,67,0,0,0
32,0,62720,320912,37260,735468,0,0,0,0,11502,2124,36,64,0,0,0
45,0,62720,316008,37260,735484,0,0,0,0,11915,1814,40,60,0,0,0
28,0,62720,322508,37260,735496,0,0,0,0,11330,2016,37,63,0,0,0
31,0,62720,363760,37268,733700,8,0,8,132,12981,2239,23,77,0,0,0
25,0,62720,353004,37268,733696,4,0,4,0,12144,1824,43,57,0,0,0
29,0,62720,369968,37268,733844,4,0,4,4,11500,1892,39,61,0,0,0
41,0,62720,398248,37268,681892,0,0,0,0,11859,1925,40,60,0,0,0
39,0,62720,402400,37268,681900,0,0,20,0,10529,1746,39,61,0,0,0
30,0,62720,401040,37276,681872,0,0,0,312,10932,1809,36,64,0,0,0
24,0,62720,417076,37276,681952,0,0,0,0,10491,1989,33,67,0,0,0
22,0,62720,418900,37276,682100,0,0,136,0,11776,2110,30,70,0,0,0
24,0,62720,406340,37276,682160,0,0,0,4,11116,1946,34,66,0,0,0
21,0,62720,397124,37344,682172,0,0,8,388,11314,2283,27,73,0,0,0
39,0,62720,395652,38076,684740,160,0,2380,2944,7734,4143,26,74,0,0,0
39,0,62720,409124,38184,684732,4,0,16,2308,9864,4902,42,58,0,0,0
29,0,62720,422196,38192,685100,0,0,8,4,8625,4002,33,67,0,0,0
23,0,62720,421388,38192,685128,0,0,0,0,12540,2097,33,67,0,0,0
14,0,62720,423424,38216,685636,128,0,1092,4,9248,4440,35,65,0,0,0
15,0,62720,413524,38360,687532,100,0,224,3184,10671,2744,26,74,0,0,0
31,0,62720,366844,38360,738712,0,0,0,68,10762,2378,19,81,0,0,0
26,0,62720,345036,38360,738792,0,0,0,0,11042,2082,33,67,0,0,0
39,0,62720,347424,38360,738764,0,0,0,0,10174,1872,44,56,0,0,0
26,0,62720,344648,38360,738780,0,0,0,0,10469,1661,40,60,0,0,0
16,0,62720,370636,38368,738780,0,0,0,140,10046,1963,40,60,0,0,0
1,0,62720,394804,38368,738800,0,0,0,64,3076,1274,82,18,0,0,0
1,0,62720,394804,38368,738740,0,0,0,0,315,1114,84,16,0,0,0
1,0,62720,394804,38368,738740,0,0,0,0,316,1105,84,16,0,0,0

