r,b,swpd,libero,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
8,0,0,266488,48620,941848,0,0,0,80,15874,1922,8,92,0,0,0
19,0,0,266236,48628,941852,0,0,0,28,14542,1934,7,92,1,0,0
9,0,0,259872,48628,941876,0,0,0,4,15241,2282,7,93,0,0,0
10,0,0,259384,48628,941892,0,0,0,0,15258,2167,8,92,0,0,0
1,0,0,277012,48628,941904,0,0,0,0,16082,1828,8,90,2,0,0
15,0,0,276524,48628,941920,0,0,0,76,14866,1955,7,90,3,0,0
12,0,0,274480,48636,941924,0,0,0,28,14926,2261,7,93,0,0,0
17,0,0,274480,48636,941944,0,0,0,0,15233,2100,7,93,0,0,0
12,0,0,274480,48636,941960,0,0,0,4,15498,2155,6,94,0,0,0
10,0,0,274480,48636,941972,0,0,0,0,15111,2241,8,92,0,0,0
12,0,0,274480,48636,941988,0,0,0,72,15650,2096,11,89,0,0,0
14,0,0,264356,48644,941992,0,0,0,28,14656,1963,12,88,0,0,0
19,0,0,264356,48644,942020,0,0,0,0,14756,1930,6,94,0,0,0
12,0,0,264356,48644,942032,0,0,0,0,15529,1929,6,94,0,0,0
3,0,0,274376,48644,942048,0,0,0,4,15936,1918,8,89,3,0,0
1,0,0,277552,48644,942060,0,0,0,76,13886,1580,6,81,13,0,0
2,0,0,277580,48644,942076,0,0,0,0,10857,1488,7,70,23,0,0
2,0,0,277328,48652,942100,0,0,0,28,13806,1551,8,79,13,0,0
1,0,0,277584,48652,942120,0,0,0,0,15513,1572,9,81,10,0,0
1,0,0,277584,48652,942120,0,0,0,0,8756,1244,8,49,42,0,0
2,0,0,277584,48652,942140,0,0,0,80,9923,1365,8,57,36,0,0
0,0,0,277332,48652,942148,0,0,0,0,9613,1380,8,55,37,0,0
4,0,0,277332,48660,942168,0,0,0,28,10506,1417,8,59,33,0,0
5,0,0,277092,48660,942180,0,0,0,0,13575,1478,9,79,12,0,0
15,0,0,277092,48660,942192,0,0,0,0,15611,1505,10,88,2,0,0
13,0,0,263860,48660,942208,0,0,0,68,14568,2034,11,89,0,0,0
7,0,0,277036,48668,942212,0,0,0,32,14078,1590,13,80,7,0,0
0,0,0,277316,48668,942236,0,0,0,0,14065,1594,13,79,8,0,0
9,0,0,271240,48668,942248,0,0,0,0,12808,1435,6,80,15,0,0
1,0,0,277156,48668,942260,0,0,0,0,15626,1590,11,84,5,0,0
8,0,0,266600,48668,942276,0,0,0,76,14305,1640,9,86,5,0,0
10,0,0,257584,48684,942272,0,0,0,52,14947,2045,12,88,0,0,0
13,0,0,257864,48684,942304,0,0,0,24,16476,1852,10,90,0,0,0
9,0,0,257864,48684,942320,0,0,0,0,15654,1814,7,93,0,0,0
16,0,0,248664,48684,942332,0,0,0,0,15241,2161,7,93,0,0,0
11,0,0,243372,48740,954064,0,0,11512,48,11180,2423,32,68,0,0,0
14,0,0,249736,48756,954056,0,0,0,316,15575,1883,10,90,0,0,0
13,0,0,252988,48756,954092,0,0,0,324,16160,2010,7,93,0,0,0
11,0,0,252988,48756,954104,0,0,0,8,15069,2002,11,89,0,0,0
17,0,0,241308,48756,954120,0,0,0,0,14646,1776,11,88,1,0,0
26,0,0,241056,48756,954132,0,0,0,8,14288,2156,9,91,0,0,0
32,0,0,241056,48764,954136,0,0,0,124,16025,2243,5,95,0,0,0
19,0,0,241056,48780,954140,0,0,0,0,14508,2165,14,86,0,0,0
25,0,0,239140,49000,960652,0,0,4271,0,9968,4646,9,91,0,0,0
17,0,0,235108,49028,960924,0,0,192,468,14592,3242,10,90,0,0,0
20,0,0,233748,49028,960924,0,0,0,0,15091,1806,6,94,0,0,0
9,0,0,233748,49028,960940,0,0,0,72,15472,1780,6,94,0,0,0
13,0,0,246372,49028,960956,0,0,0,4,14480,1585,9,87,4,0,0
4,0,0,255392,49028,960980,0,0,0,0,12388,1600,8,75,18,0,0
9,0,0,254904,49036,960976,0,0,0,36,15243,1581,11,86,3,0,0
6,0,0,247720,49036,960996,0,0,0,4,15875,1715,8,92,0,0,0
4,0,0,247720,49036,961008,0,0,0,76,14036,1593,9,83,8,0,0
11,0,0,244808,49036,961024,0,0,0,0,14717,1614,9,88,3,0,0
10,0,0,244808,49036,961036,0,0,0,0,15687,1590,10,88,2,0,0
1,0,0,252236,49044,961044,0,0,0,28,15403,1522,7,84,9,0,0
9,0,0,255056,49044,961072,0,0,0,0,14322,1538,9,81,10,0,0
14,0,0,255056,49044,961080,0,0,0,80,14818,1875,9,90,1,0,0
20,0,0,231968,49044,961088,0,0,0,0,14747,2240,12,88,0,0,0
12,0,0,235120,49044,961104,0,0,0,312,15644,1696,8,90,2,0,0
12,0,0,237984,49052,961112,0,0,0,36,15764,1870,8,91,1,0,0
8,0,0,242112,49052,961128,0,0,0,0,14816,1967,12,88,0,0,0
7,0,0,250428,49052,961148,0,0,0,72,14688,1703,12,84,4,0,0
6,0,0,254608,49052,961168,0,0,0,4,13008,1424,8,73,19,0,0
4,0,0,254580,49052,961176,0,0,0,0,11778,1464,7,65,28,0,0
3,0,0,254612,49060,961184,0,0,0,28,12374,1696,9,78,13,0,0
7,0,0,254372,49060,961200,0,0,0,424,13963,1749,10,86,4,0,0
1,0,0,254372,49060,961216,0,0,0,76,15062,1599,11,85,4,0,0
2,0,0,254372,49060,961228,0,0,0,0,15272,1636,5,88,7,0,0
4,0,0,254372,49060,961244,0,0,0,4,14944,1793,11,85,4,0,0
11,0,0,254372,49068,961248,0,0,0,28,14117,1987,7,93,0,0,0
1,0,0,254372,49068,961284,0,0,0,0,13674,1797,6,87,7,0,0
3,0,0,254372,49068,961284,0,0,0,76,14117,1596,9,76,15,0,0
3,0,0,254372,49068,961304,0,0,0,0,10372,1457,7,64,29,0,0
0,0,0,254884,49068,961308,0,0,0,0,10777,1468,7,62,31,0,0
1,0,0,254672,49080,961312,0,0,0,108,14476,1641,11,77,12,0,0
8,0,0,254672,49080,961340,0,0,0,0,14738,1802,9,90,1,0,0
2,0,0,254672,49080,961352,0,0,0,72,12881,1569,9,77,14,0,0
1,0,0,254672,49080,961376,0,0,0,0,13464,1524,8,81,11,0,0
3,0,0,254672,49080,961388,0,0,0,156,15058,1735,8,87,5,0,0
3,0,0,254672,49088,961392,0,0,0,28,14070,1565,8,77,15,0,0
6,0,0,254672,49088,961412,0,0,0,4,12737,1574,9,76,15,0,0
6,0,0,254672,49088,961424,0,0,0,0,14050,1548,7,88,5,0,0
2,0,0,254672,49088,961440,0,0,0,76,15310,1588,7,89,4,0,0
3,0,0,254672,49088,961452,0,0,0,0,14554,1512,11,77,13,0,0
5,0,0,254672,49096,961460,0,0,0,28,13746,1555,11,81,8,0,0
17,0,0,249280,49096,961484,0,0,0,0,14256,1692,6,93,1,0,0
13,0,0,249280,49096,961496,0,0,0,8,14727,1876,6,94,0,0,0
5,0,0,256348,49096,961512,0,0,0,72,13654,1689,10,79,11,0,0
11,0,0,255608,49096,961532,0,0,0,0,13013,1493,9,72,20,0,0
9,0,0,255608,49104,961536,0,0,0,36,13900,1540,7,80,13,0,0
0,0,0,255608,49104,961556,0,0,0,0,11998,1342,8,65,27,0,0
3,0,0,255608,49104,961572,0,0,0,0,13773,1545,10,73,16,0,0
2,0,0,255608,49104,961596,0,0,0,80,11166,1363,8,61,31,0,0
7,0,0,255608,49104,961600,0,0,0,0,11394,1544,10,69,21,0,0
1,0,0,255608,49112,961604,0,0,0,28,15677,1645,6,88,6,0,0
1,0,0,255608,49112,961624,0,0,0,0,14999,1412,7,81,12,0,0
1,0,0,255608,49112,961640,0,0,0,0,12444,1533,11,69,20,0,0
6,0,0,255608,49112,961656,0,0,0,72,14149,1782,8,88,4,0,0
8,0,0,255608,49112,961672,0,0,0,4,14905,1666,6,88,6,0,0
1,0,0,255608,49120,961676,0,0,0,28,14629,1406,7,76,17,0,0
17,0,0,255608,49120,961700,0,0,0,92,14899,1702,10,87,3,0,0
18,0,0,255608,49120,961712,0,0,0,0,14841,1837,13,87,0,0,0
15,0,0,247276,49120,961724,0,0,0,76,14391,1976,8,91,1,0,0
6,0,0,248980,49120,961740,0,0,0,0,14843,1594,12,83,5,0,0
6,0,0,248980,49128,961744,0,0,0,32,15654,1499,6,88,6,0,0
5,0,0,248980,49128,961768,0,0,0,0,14830,1550,11,83,6,0,0
10,0,0,248980,49128,961780,0,0,0,0,13198,1670,10,87,3,0,0
6,0,0,248980,49128,961792,0,0,0,76,14598,1603,11,84,5,0,0
14,0,0,248740,49128,961812,0,0,0,0,14298,1660,6,93,1,0,0
6,0,0,253984,49136,961816,0,0,0,28,14696,1756,11,79,10,0,0
8,0,0,253740,49136,961848,0,0,0,4,12441,1562,10,71,19,0,0
11,0,0,253500,49136,961852,0,0,0,0,14092,1760,13,84,3,0,0
19,0,0,253500,49136,961868,0,0,0,72,15456,1590,8,89,3,0,0
6,0,0,253500,49136,961880,0,0,0,0,15103,1602,9,84,7,0,0
11,0,0,253772,49144,961888,0,0,0,28,14241,1626,10,77,13,0,0
4,0,0,253772,49144,961916,0,0,0,0,14474,1634,9,85,6,0,0
9,0,0,253772,49144,961924,0,0,0,4,14162,1653,8,84,8,0,0
6,0,0,254028,49144,961936,0,0,0,76,14105,1429,7,77,17,0,0
5,0,0,254056,49144,961956,0,0,0,0,14041,1480,8,76,16,0,0
8,0,0,253564,49152,961960,0,0,0,28,14569,1666,9,84,7,0,0
19,0,0,252444,49152,961980,0,0,0,0,15406,1972,8,92,0,0,0
4,0,0,252444,49152,961992,0,0,0,0,15029,1939,14,83,3,0,0
4,0,0,253828,49152,962016,0,0,0,80,13065,1362,7,68,25,0,0
8,0,0,253860,49152,962032,0,0,0,0,9284,1408,8,60,33,0,0
9,0,0,253860,49160,962028,0,0,0,28,15222,1667,7,88,5,0,0
0,0,0,253860,49160,962056,0,0,0,0,12512,1587,8,68,25,0,0
8,0,0,253860,49160,962064,0,0,0,0,13506,1622,9,78,13,0,0
4,0,0,253620,49160,962076,0,0,0,0,14869,1819,8,90,2,0,0
1,0,0,253368,49160,962092,0,0,0,76,13724,1791,7,81,12,0,0
4,0,0,253368,49168,962104,0,0,0,28,13185,1624,8,70,22,0,0
10,0,0,253368,49168,962124,0,0,0,0,13908,1696,11,80,9,0,0
5,0,0,253368,49168,962136,0,0,0,0,13823,1636,8,80,12,0,0
8,0,0,253396,49168,962152,0,0,0,0,15459,1611,9,80,12,0,0
1,0,0,253396,49168,962164,0,0,0,76,14232,1617,10,76,14,0,0
13,0,0,253396,49176,962172,0,0,0,32,9623,1516,10,62,28,0,0
1,0,0,253396,49176,962196,0,0,0,12,14150,1719,9,85,6,0,0
17,0,0,253396,49176,962212,0,0,0,0,14935,1436,8,85,7,0,0
16,0,0,253396,49176,962232,0,0,0,0,15922,1810,8,91,1,0,0
10,0,0,253396,49176,962244,0,0,0,72,14816,1634,7,90,3,0,0
3,0,0,253396,49184,962272,0,0,0,28,12138,1551,7,75,18,0,0
16,0,0,253156,49184,962272,0,0,0,8,14648,1493,8,82,10,0,0
5,0,0,253156,49184,962288,0,0,0,0,17051,1730,4,95,1,0,0
16,0,0,253156,49184,962300,0,0,0,0,15070,1704,10,90,0,0,0
16,0,0,247556,49184,962312,0,0,0,76,14371,2142,7,93,0,0,0
18,0,0,247556,49192,962320,0,0,0,36,15528,1774,8,91,1,0,0
12,0,0,247556,49192,962340,0,0,0,0,15462,1682,6,92,2,0,0
6,0,0,247556,49192,962356,0,0,0,4,15117,1648,8,87,5,0,0
10,0,0,252472,49192,962368,0,0,0,0,13964,1616,11,80,9,0,0
3,0,0,252220,49192,962384,0,0,0,76,13341,1527,6,84,10,0,0
5,0,0,252820,49200,962392,0,0,0,28,11410,1432,8,63,29,0,0
4,0,0,252820,49200,962416,0,0,0,0,14821,1538,14,77,9,0,0
8,0,0,253072,49200,962432,0,0,0,0,12767,1455,8,73,19,0,0
8,0,0,252580,49200,962440,0,0,0,4,14827,1657,10,87,3,0,0
9,0,0,252580,49200,962456,0,0,0,72,14293,1422,6,84,11,0,0
5,0,0,253092,49208,962460,0,0,0,28,14408,1602,10,78,12,0,0
14,0,0,252600,49208,962484,0,0,0,0,15440,1696,11,87,2,0,0
8,0,0,252600,49208,962496,0,0,0,0,13333,1686,7,83,10,0,0
15,0,0,253112,49208,962512,0,0,0,0,13276,1563,8,80,13,0,0
5,0,0,252860,49208,962524,0,0,0,80,16218,1680,5,93,2,0,0
10,0,0,252860,49216,962536,0,0,0,28,15135,1666,8,87,5,0,0
27,0,0,252620,49216,962556,0,0,0,0,14837,2051,8,91,1,0,0
21,0,0,252620,49216,962568,0,0,0,0,14397,2636,7,93,0,0,0
11,0,0,252620,49216,962580,0,0,0,0,15880,1810,8,91,1,0,0
5,0,0,252900,49216,962596,0,0,0,76,13684,1491,10,73,18,0,0
6,0,0,252900,49224,962604,0,0,0,32,13160,1546,14,71,16,0,0
10,0,0,252900,49224,962624,0,0,0,0,14394,1710,12,86,2,0,0
4,0,0,252900,49224,962652,0,0,0,0,12802,1547,7,78,16,0,0
7,0,0,252900,49224,962652,0,0,0,0,15622,1448,7,85,8,0,0
12,0,0,252900,49224,962668,0,0,0,0,14934,1818,10,89,1,0,0
17,0,0,252648,49232,962676,0,0,0,100,12796,1633,9,75,16,0,0
11,0,0,252648,49232,962696,0,0,0,24,14694,1716,9,89,2,0,0
9,0,0,240088,49232,962708,0,0,0,0,16511,2141,6,94,0,0,0
13,0,0,253192,49232,962720,0,0,0,0,16125,1842,10,87,3,0,0
9,0,0,252940,49232,962740,0,0,0,0,14324,1919,8,89,3,0,0
20,0,0,252700,49240,962740,0,0,0,96,15272,2019,14,86,0,0,0
8,0,0,252700,49240,962760,0,0,0,0,15910,1787,6,93,1,0,0
18,0,0,250908,49240,962772,0,0,0,4,15607,2117,10,90,0,0,0
28,0,0,250908,49240,962788,0,0,0,0,15542,2264,8,92,0,0,0
12,0,0,250908,49240,962800,0,0,0,0,15048,2314,7,93,0,0,0
3,0,0,253360,49248,962836,0,0,0,104,10214,1356,6,60,34,0,0
8,0,0,252868,49248,962836,0,0,0,0,15850,1699,7,91,2,0,0
10,0,0,252868,49248,962848,0,0,0,0,13884,1564,11,79,10,0,0
6,0,0,252896,49248,962876,0,0,0,4,14111,1644,11,80,9,0,0
3,0,0,252896,49248,962892,0,0,0,0,13007,1456,7,73,20,0,0
9,0,0,252896,49256,962888,0,0,0,104,12699,1449,6,68,26,0,0
10,0,0,252896,49256,962908,0,0,0,0,13817,1639,10,80,10,0,0
0,0,0,252896,49256,962936,0,0,0,0,10272,1538,7,61,32,0,0
3,0,0,252896,49256,962948,0,0,0,0,10464,1477,7,57,36,0,0
7,0,0,253720,49256,962948,0,0,0,8,11433,1566,8,70,22,0,0
5,0,0,253720,49264,962980,0,0,0,108,13710,1499,9,75,16,0,0
8,0,0,253720,49264,962992,0,0,0,0,15403,1679,10,83,7,0,0
1,0,0,253720,49264,963008,0,0,0,0,10902,1582,9,65,26,0,0
11,0,0,253720,49264,963016,0,0,0,0,11816,1515,11,72,17,0,0
11,0,0,253480,49264,963036,0,0,0,0,16181,1874,7,92,1,0,0
11,0,0,253480,49272,963048,0,0,0,108,12243,1447,7,67,26,0,0
9,0,0,253480,49272,963060,0,0,0,0,14736,1857,9,89,2,0,0
6,0,0,253480,49272,963080,0,0,0,0,14940,1706,11,84,5,0,0
1,0,0,253480,49272,963096,0,0,0,0,13882,1436,9,72,19,0,0
11,0,0,253480,49272,963104,0,0,0,0,12866,1431,6,71,23,0,0
13,0,0,253232,49280,963120,0,0,0,100,14880,1878,8,91,1,0,0
1,0,0,253232,49280,963136,0,0,0,4,15039,1866,12,86,2,0,0
14,0,0,253232,49280,963148,0,0,0,0,16034,1701,12,87,1,0,0
2,0,0,253232,49280,963164,0,0,0,0,15547,1608,5,87,8,0,0
6,0,0,253232,49280,963176,0,0,0,0,9815,1424,5,63,32,0,0
11,0,0,253232,49288,963188,0,0,0,104,14155,1607,10,83,8,0,0
9,0,0,253232,49288,963204,0,0,0,20,16413,1930,11,89,0,0,0
16,0,0,240936,49288,963216,0,0,0,4,16092,1882,8,92,0,0,0
2,0,0,253336,49288,963232,0,0,0,0,10080,1359,7,62,31,0,0
2,0,0,252844,49288,963244,0,0,0,0,12467,1442,6,73,21,0,0
11,0,0,253144,49296,963260,0,0,0,100,14858,1691,8,84,8,0,0
13,0,0,253144,49296,963276,0,0,0,0,15831,1692,7,91,2,0,0
14,0,0,234072,49296,963288,0,0,0,0,14581,1529,10,89,1,0,0
24,0,0,233820,49296,963300,0,0,0,4,14304,2038,11,89,0,0,0
9,0,0,233568,49296,963316,0,0,0,0,15810,2356,8,92,0,0,0
8,0,0,233568,49296,963328,0,0,0,0,16057,2318,10,90,0,0,0
8,0,0,242388,49304,963344,0,0,0,92,14829,1844,8,92,0,0,0
13,0,0,241656,49304,963360,0,0,0,0,14721,1851,6,93,1,0,0
13,0,0,248372,49304,963372,0,0,0,0,15127,1887,10,85,5,0,0
2,0,0,253080,49304,963404,0,0,0,4,13362,1504,7,71,22,0,0
12,0,0,252856,49304,963420,0,0,0,0,11113,1516,11,65,24,0,0
13,0,0,252616,49320,963432,0,0,0,144,14623,1638,8,88,4,0,0
10,0,0,252616,49320,963448,0,0,0,0,15809,1790,6,91,3,0,0
6,0,0,252124,49320,963460,0,0,0,0,16216,2170,8,92,0,0,0
0,0,0,254068,49320,963472,0,0,0,0,10033,1495,8,63,29,0,0
7,0,0,253828,49320,963484,0,0,0,4,14209,1784,8,85,7,0,0
13,0,0,253828,49328,963496,0,0,0,132,16811,1738,8,89,3,0,0
8,0,0,253576,49328,963512,0,0,0,0,16256,1920,12,88,0,0,0
7,0,0,253576,49328,963524,0,0,0,0,14620,1848,10,88,2,0,0
6,0,0,253576,49328,963540,0,0,0,0,14221,1637,8,88,4,0,0
8,0,0,253576,49328,963556,0,0,0,0,12096,1554,5,76,19,0,0
3,0,0,253576,49336,963572,0,0,0,108,15330,1599,9,82,9,0,0
6,0,0,253576,49336,963584,0,0,0,0,11405,1389,7,63,30,0,0
6,0,0,253576,49336,963600,0,0,0,0,14020,1590,10,79,11,0,0
12,0,0,253576,49336,963612,0,0,0,0,16149,1703,13,85,2,0,0
14,0,0,253576,49336,963624,0,0,0,0,16482,1826,4,96,0,0,0
11,0,0,253576,49344,963640,0,0,0,100,14668,1766,11,88,1,0,0
6,0,0,253576,49344,963656,0,0,0,8,11782,1823,9,87,4,0,0
9,0,0,253576,49344,963672,0,0,0,0,10875,1876,14,75,11,0,0
0,0,0,255952,49344,963672,0,0,0,0,1553,531,4,12,84,0,0
0,0,0,255952,49344,963672,0,0,0,0,148,508,3,1,96,0,0
0,0,0,255952,49352,963676,0,0,0,108,163,549,4,2,94,0,0
1,0,0,255952,49352,963676,0,0,0,0,152,522,3,1,96,0,0

