r,b,swpd,libero,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
0,0,256,130656,50732,1061840,0,0,215,40,2526,1424,9,17,73,0,0
0,0,256,130656,50732,1061844,0,0,0,0,286,986,6,2,92,0,0
1,0,256,130656,50732,1061932,0,0,0,12,716,2347,35,10,55,0,0
1,0,256,130656,50744,1061840,0,0,0,648,415,1065,13,4,83,0,0
1,0,256,130656,50744,1061856,0,0,0,4,1754,783,4,15,81,0,0
0,0,256,130656,50744,1061852,0,0,0,0,3775,2150,3,24,73,0,0
0,0,256,130656,50744,1061856,0,0,0,4,3178,1154,6,16,78,0,0
0,0,256,130656,50744,1061860,0,0,0,0,2904,820,5,15,80,0,0
1,0,256,130656,50744,1061864,0,0,0,0,3839,862,5,19,76,0,0
0,0,256,130656,50752,1061864,0,0,0,220,1458,789,5,14,81,0,0
6,0,256,130656,50752,1061872,0,0,0,0,3500,731,3,20,77,0,0
0,0,256,130656,50752,1061872,0,0,0,0,2895,829,4,20,76,0,0
0,0,256,130656,50752,1061872,0,0,0,4,5828,1076,8,29,63,0,0
1,0,256,130656,50752,1061876,0,0,0,0,3674,848,4,18,78,0,0
0,0,256,130656,50760,1061880,0,0,0,48,1972,732,3,14,83,0,0
1,0,256,130656,50760,1061880,0,0,0,0,1802,608,2,12,86,0,0
1,0,256,130656,50760,1061884,0,0,0,0,759,641,2,7,91,0,0
0,0,256,130656,50760,1061884,0,0,0,0,2052,805,3,14,83,0,0
1,0,256,130656,50760,1061888,0,0,0,4,1529,903,4,11,85,0,0
0,0,256,130656,50768,1061888,0,0,0,56,3921,1113,4,22,74,0,0
1,0,256,130656,50768,1061892,0,0,0,0,3605,943,3,19,78,0,0
0,0,256,130656,50768,1061892,0,0,0,0,3298,853,3,15,82,0,0
0,0,256,130656,50768,1061896,0,0,0,0,1925,981,6,11,83,0,0
1,0,256,130656,50768,1061900,0,0,0,0,2497,942,5,18,77,0,0
0,0,256,130656,50776,1061900,0,0,0,48,1211,875,4,7,89,0,0
2,0,256,130656,50776,1061904,0,0,0,0,1273,837,4,7,89,0,0
0,0,256,130656,50776,1061904,0,0,0,0,1843,825,3,10,87,0,0
0,0,256,130656,50776,1061908,0,0,0,0,2507,932,3,15,82,0,0
2,0,256,130656,50776,1061908,0,0,0,0,2776,949,3,15,82,0,0
1,0,256,130656,50784,1061908,0,0,0,44,2951,946,3,17,80,0,0
0,0,256,130656,50784,1061920,0,0,0,20,2791,891,4,14,81,0,0
2,0,256,130656,50784,1061920,0,0,0,0,1877,836,2,11,87,0,0
0,0,256,130656,50800,1061916,0,0,0,100,1681,1015,5,10,84,0,0
1,0,256,130656,50832,1061884,0,0,0,180,1737,1077,6,13,81,0,0
0,0,256,130656,50832,1061920,0,0,0,0,1644,981,4,13,83,0,0
0,0,256,130656,50832,1061924,0,0,0,12,1316,884,4,9,87,0,0
0,0,256,130656,50832,1061924,0,0,0,4,1339,818,2,10,88,0,0
2,0,256,130656,50832,1061928,0,0,0,36,2715,1014,4,16,80,0,0
0,0,256,130656,50840,1061920,0,0,0,36,2210,961,2,15,82,0,0
0,0,256,130656,50840,1061932,0,0,0,176,2142,974,6,14,80,0,0
0,0,256,130656,50840,1061936,0,0,0,16,1675,931,5,10,85,0,0
0,0,256,130656,50840,1061936,0,0,0,0,3350,954,3,19,78,0,0
0,0,256,130656,50840,1061936,0,0,0,4,2500,1082,3,16,80,0,0
1,0,256,130656,50848,1061940,0,0,0,48,1711,1188,5,12,82,0,0
0,0,256,130656,50848,1061940,0,0,0,36,2068,929,6,13,81,0,0
2,0,256,130656,50848,1061944,0,0,0,16,2192,879,5,12,83,0,0
0,0,256,130656,50848,1061944,0,0,0,0,1806,951,3,13,84,0,0
0,0,256,130656,50848,1061948,0,0,0,0,2234,959,6,13,81,0,0
1,0,256,130656,50848,1061956,0,0,0,8,1573,908,4,8,88,0,0
0,0,256,130656,50856,1061956,0,0,0,32,2419,985,6,14,80,0,0
2,0,256,130656,50856,1061960,0,0,0,16,2828,899,3,18,79,0,0
2,0,256,130656,50856,1061960,0,0,0,0,1756,823,3,11,86,0,0
0,0,256,130656,50856,1061952,0,0,0,0,1444,985,6,10,84,0,0
0,0,256,130656,50856,1061952,0,0,0,0,3203,1037,5,21,73,0,0
0,0,256,130656,50864,1061960,0,0,0,88,2849,975,6,15,78,0,0
1,0,256,130656,50864,1061960,0,0,0,12,2440,900,4,14,82,0,0
