r,b,swpd,libero,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
2,0,11520,210184,70304,946048,0,1,55,25,2393,1199,7,30,63,0,0
2,0,11520,210184,70304,946012,0,0,0,0,1728,1297,27,12,61,0,0
3,0,11520,210184,70304,946004,0,0,0,12,12764,1829,10,75,15,0,0
13,0,11520,210184,70316,946004,0,0,0,164,15369,1811,9,87,4,0,0
12,0,11520,210184,70316,946020,0,0,0,36,13752,1967,7,89,4,0,0
13,0,11520,199192,70316,946036,0,0,0,0,14320,2161,7,92,1,0,0
12,0,11520,198296,70316,946052,0,0,0,4,14714,2480,9,91,0,0,0
10,0,11520,196504,70316,946068,0,0,0,0,13981,2723,13,87,0,0,0
15,0,11520,196504,70324,946076,0,0,0,36,14422,2502,13,87,0,0,0
25,0,11520,192920,70324,946100,0,0,0,92,13697,2561,8,92,0,0,0
22,0,11520,183480,70324,946112,0,0,0,0,13385,2942,6,94,0,0,0
25,0,11520,183480,70324,946128,0,0,0,0,14318,2821,10,90,0,0,0
18,0,11520,183480,70324,946148,0,0,0,4,14360,2886,7,93,0,0,0
29,0,11520,183480,70332,946156,0,0,0,28,15006,2627,10,90,0,0,0
8,0,11520,202124,70332,946180,0,0,0,572,14596,2060,5,81,14,0,0
4,0,11520,201876,70332,946200,0,0,0,0,15331,2078,7,81,12,0,0
11,0,11520,201636,70332,946220,0,0,0,0,14976,2110,7,83,10,0,0
19,0,11520,201636,70332,946236,0,0,0,0,16669,2256,11,86,3,0,0
7,0,11520,202372,70340,946244,0,0,0,240,15091,2347,6,92,2,0,0
13,0,11520,202164,70340,946268,0,0,0,92,16467,2306,9,91,0,0,0
15,0,11520,202164,70340,946284,0,0,0,0,16467,2984,9,91,0,0,0
12,0,11520,202164,70340,946304,0,0,0,0,16914,2307,8,91,1,0,0
9,0,11520,202164,70340,946324,0,0,0,0,15194,1913,8,81,11,0,0
9,0,11520,202164,70348,946336,0,0,0,28,16132,1887,6,89,5,0,0
13,0,11520,202164,70348,946360,0,0,0,100,16038,2009,4,95,1,0,0
11,0,11520,194292,70348,946376,0,0,0,0,17405,2307,12,88,0,0,0
21,0,11520,185556,70348,946396,0,0,0,0,17180,2597,7,93,0,0,0
27,0,11520,181524,70348,946412,0,0,0,0,17529,2401,6,94,0,0,0
21,0,11520,181524,70356,946424,0,0,0,28,16978,2483,7,93,0,0,0
20,0,11520,180628,70356,946448,0,0,0,96,15182,2540,13,87,0,0,0
3,0,11520,204908,70356,946468,0,0,0,4,13071,2231,9,80,12,0,0
8,0,11520,204660,70356,946488,0,0,0,0,15663,1929,8,81,10,0,0
14,0,11520,204420,70356,946504,0,0,0,0,15189,1741,9,80,11,0,0
12,0,11520,204420,70364,946516,0,0,0,28,16960,1984,9,90,1,0,0
18,0,11520,204420,70364,946544,0,0,0,100,15918,1887,8,88,4,0,0
16,0,11520,195892,70364,946560,0,0,0,0,16649,2187,9,91,0,0,0
19,0,11520,191636,70364,946576,0,0,0,4,16509,2401,10,90,0,0,0
16,0,11520,191636,70364,946600,0,0,0,0,17844,2125,10,88,2,0,0
21,0,11520,180420,70372,946608,0,0,0,28,17428,2376,7,93,0,0,0
19,0,11520,168548,70372,946632,0,0,0,96,16920,2611,12,88,0,0,0
20,0,11520,176508,70372,946648,0,0,0,0,15974,2520,9,91,0,0,0
21,0,11520,167744,70372,946664,0,0,0,0,16556,2694,7,93,0,0,0
17,0,11520,178328,70372,946680,0,0,0,4,17489,2718,6,94,0,0,0
14,0,11520,182772,70372,946700,0,0,0,0,17026,2558,8,92,0,0,0
21,0,11520,173948,70380,946716,0,0,0,28,17024,2368,12,88,0,0,0
20,0,11520,173948,70380,946732,0,0,0,88,15788,2794,9,91,0,0,0
14,0,11520,173948,70380,946760,0,0,0,0,16113,2690,7,93,0,0,0
20,0,11520,173948,70380,946776,0,0,0,0,16679,2532,9,91,0,0,0
17,0,11520,176028,70380,946788,0,0,0,4,16664,2330,7,93,0,0,0
11,0,11520,180976,70388,946812,0,0,0,60,16757,2211,11,89,0,0,0
21,0,11520,181792,70388,946832,0,0,0,100,16609,2309,10,90,0,0,0
22,0,11520,181552,70388,946848,0,0,0,0,16315,2293,6,94,0,0,0
37,0,11520,171652,70388,946864,0,0,0,0,14971,2603,8,92,0,0,0
14,0,11520,148548,70388,946880,0,0,0,0,12977,2421,9,88,3,0,0
15,0,11520,144188,70396,946892,0,0,0,40,13482,2438,11,86,3,0,0
20,0,11520,170616,70396,946912,0,0,0,84,14052,2598,8,92,0,0,0
12,0,11520,178620,70396,946928,0,0,0,0,14824,2303,10,90,0,0,0
25,0,11520,178120,70396,946944,0,0,0,0,17452,2853,10,90,0,0,0
23,0,11520,176536,70396,946960,0,0,0,0,17078,2428,10,90,0,0,0
14,0,11520,176536,70404,946976,0,0,0,28,16600,2884,8,92,0,0,0
24,0,11520,155344,70404,946996,0,0,0,96,15229,2414,7,88,5,0,0
8,0,11520,155376,70404,947012,0,0,0,0,15255,2429,7,93,0,0,0
16,0,11520,173764,70404,947028,0,0,0,0,16602,2173,7,92,1,0,0
22,0,11520,173516,70404,947048,0,0,0,0,17235,2628,8,92,0,0,0
