r,b,swpd,libero,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
0,0,256,141324,65948,1052552,0,0,59,24,391,1097,7,22,71,0,0
1,0,256,141324,65948,1048204,0,0,0,0,481,1363,10,6,84,0,0
4,0,256,134604,65948,1048188,0,0,0,0,3381,1432,23,22,55,0,0
1,0,256,128108,65960,1048192,0,0,0,664,10536,1567,6,66,28,0,0
2,0,256,128108,65960,1048208,0,0,0,24,6873,1250,6,48,47,0,0
0,0,256,128108,65960,1048208,0,0,0,8,9311,1371,6,54,40,0,0
1,0,256,128108,65960,1048220,0,0,0,4,5724,1314,8,41,51,0,0
1,0,256,126316,65960,1048228,0,0,0,0,11104,1531,8,64,28,0,0
4,0,256,126316,65968,1048232,0,0,0,192,4942,1240,4,38,58,0,0
0,0,256,126316,65968,1048252,0,0,0,60,9972,1407,5,58,37,0,0
2,0,256,126316,65968,1048260,0,0,0,0,8850,1514,4,57,39,0,0
1,0,256,126316,65968,1048272,0,0,0,0,11607,1518,5,65,30,0,0
0,0,256,122956,65968,1048284,0,0,0,4,10337,1458,8,61,32,0,0
0,0,256,122956,65976,1048292,0,0,0,28,7833,1207,8,41,51,0,0
1,0,256,122956,65976,1048300,0,0,0,56,7106,1174,3,45,52,0,0
4,0,256,122956,65976,1048312,0,0,0,0,7579,1224,6,42,52,0,0
1,0,256,122956,65976,1048320,0,0,0,0,5759,1175,9,38,54,0,0
2,0,256,122956,65976,1048332,0,0,0,0,6453,1154,4,40,56,0,0
2,0,256,122956,65984,1048332,0,0,0,32,11056,1296,5,57,38,0,0
1,0,256,122956,65984,1048348,0,0,0,64,6461,1072,2,42,56,0,0
2,0,256,122956,65984,1048360,0,0,0,0,7070,1524,7,39,54,0,0
1,0,256,122956,65984,1048368,0,0,0,0,5486,1653,6,34,60,0,0
1,0,256,122956,65984,1048380,0,0,0,0,7259,1197,6,40,54,0,0
0,0,256,122956,65992,1048380,0,0,0,28,6292,1118,4,41,55,0,0
2,0,256,122956,65992,1048396,0,0,0,64,5912,1098,3,42,55,0,0
2,0,256,122956,65992,1048408,0,0,0,0,10004,1207,8,48,44,0,0
2,0,256,122956,65992,1048416,0,0,0,0,8246,1282,7,55,38,0,0
2,0,256,122956,65992,1048424,0,0,0,0,8874,1229,5,53,42,0,0
0,0,256,122956,66000,1048428,0,0,0,28,6388,1110,5,38,57,0,0
2,0,256,122956,66000,1048444,0,0,0,64,5481,1033,4,34,62,0,0
1,0,256,122956,66000,1048452,0,0,0,4,8604,1283,10,45,45,0,0
0,0,256,122956,66000,1048464,0,0,0,0,8286,1242,4,48,47,0,0
0,0,256,122956,66000,1048476,0,0,0,0,6465,1194,5,39,56,0,0
0,0,256,122956,66008,1048476,0,0,0,28,4883,1203,5,38,57,0,0
1,0,256,122956,66008,1048492,0,0,0,52,11097,1130,4,56,40,0,0
1,0,256,122956,66008,1048500,0,0,0,0,6981,1148,7,43,50,0,0
2,0,256,122956,66008,1048512,0,0,0,4,5527,1124,6,36,58,0,0
0,0,256,122956,66008,1048520,0,0,0,0,5060,1089,6,29,65,0,0
5,0,256,120940,66016,1048520,0,0,0,28,8033,1245,5,50,45,0,0
8,0,256,120940,66016,1048540,0,0,0,64,6280,939,4,34,62,0,0
1,0,256,120940,66016,1048548,0,0,0,0,7394,1186,8,43,50,0,0
3,0,256,120940,66016,1048560,0,0,0,0,4977,1078,7,33,60,0,0
4,0,256,120940,66016,1048568,0,0,0,4,12614,1320,7,63,30,0,0
1,0,256,120940,66024,1048568,0,0,0,28,4413,1112,5,32,63,0,0
1,0,256,120940,66024,1048588,0,0,0,0,6541,1053,3,38,59,0,0
1,0,256,120940,66024,1048596,0,0,0,52,8108,1231,4,44,52,0,0
1,0,256,120940,66024,1048608,0,0,0,0,6294,1154,8,39,53,0,0
0,0,256,120940,66024,1048616,0,0,0,0,7732,1189,3,45,52,0,0
1,0,256,120940,66032,1048620,0,0,0,44,5721,1174,5,41,54,0,0
1,0,256,120940,66032,1048640,0,0,0,20,13350,1249,7,62,31,0,0
0,0,256,120940,66032,1048648,0,0,0,52,4234,1150,7,30,63,0,0
1,0,256,120940,66032,1048660,0,0,0,0,7140,1153,6,42,52,0,0
1,0,256,120940,66032,1048668,0,0,0,0,8700,1232,3,51,46,0,0
1,0,256,120940,66040,1048668,0,0,0,28,10089,1307,5,58,37,0,0
3,0,256,120940,66040,1048696,0,0,0,4,6886,1107,5,44,51,0,0
2,0,256,120940,66040,1048704,0,0,0,56,6984,1199,4,44,52,0,0
2,0,256,120940,66040,1048708,0,0,0,0,10023,1176,9,46,45,0,0
0,0,256,120940,66040,1048716,0,0,0,0,4742,1154,5,34,61,0,0
0,0,256,120940,66048,1048716,0,0,0,28,4971,1136,7,30,63,0,0
8,0,256,120940,66048,1048736,0,0,0,12,5514,1019,5,33,62,0,0
1,0,256,120940,66048,1048744,0,0,0,56,7818,1186,7,45,48,0,0
0,0,256,120940,66048,1048756,0,0,0,0,7805,1176,6,45,49,0,0
1,0,256,120940,66048,1048764,0,0,0,0,6124,1161,6,37,57,0,0
1,0,256,120940,66056,1048764,0,0,0,28,8274,1253,7,48,45,0,0
