CTT,ResponseTime
1000.0,13.026212213852006
2000.0,12.727133215849824
3000.0,15.066048214523994
4000.0,17.879947218834207
4500.0,19.746882310202437
5000.0,22.58162479138986
6000.0,47.97398101182136
6500.0,110.36769333661096
7000.0,133.0154827946053
8000.0,249.64770121764164
9000.0,377.11404400359373
12000.0,639.3913771666361
