CTT,Throughput
1000.0,16.997400036977833
2000.0,33.65935336367832
3000.0,50.32137647490239
4000.0,66.9885912402654
4500.0,75.32045046953776
5000.0,83.63146301941494
6000.0,100.27576588964057
6500.0,107.9690610675879
7000.0,115.441803483121
8000.0,124.8965206805148
9000.0,125.27431886068678
12000.0,99.9707579099139
