CTT,Power
1000.0,1.3048612872207692
2000.0,2.644692468666896
3000.0,3.3400514692626233
4000.0,3.746576565377195
4500.0,3.814295810666914
5000.0,3.7035184045438023
6000.0,2.090211480780205
7000.0,0.8678824529124888
8000.0,0.5002910904900767
9000.0,0.33219213352736593
