 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  16468  97416  34840 769816    0    3   235    68  879  442  1 20 78  0  0
 0  0  16468  97416  34840 769820    0    0     0     0  243  628  4  2 94  0  0
 1  0  16468  97416  34840 769820    0    0     0     0  263  360  3  5 92  0  0
 0  0  16468  97416  34852 769828    0    0     0   124  816  459  1 26 73  0  0
 0  0  16468  97416  34852 769832    0    0     0     0 1232  415  2 36 62  0  0
 0  0  16468  97416  34852 769836    0    0     0     0 1187  415  1 36 63  0  0
 1  0  16468  97416  34852 769840    0    0     0     0  843  394  0 22 78  0  0
 3  0  16468  97416  34852 769844    0    0     0     0 1217  414  1 34 65  0  0
 0  0  16468  97416  34860 769848    0    0     0    16  916  402  2 24 74  0  0
 0  0  16468  97416  34860 769852    0    0     0     0 1140  398  0 35 65  0  0
 0  0  16468  97416  34860 769856    0    0     0     0  857  372  1 18 81  0  0
 0  0  16468  97416  34860 769864    0    0     0    32 1341  426  1 49 50  0  0
 0  0  16468  97416  34860 769868    0    0     0     0  848  370  0 27 73  0  0
 0  0  16468  97416  34868 769860    0    0     0    16  695  289  2 19 79  0  0
 0  0  16468  97416  34868 769872    0    0     0     0  992  357  0 32 68  0  0
 0  0  16468  97416  34868 769876    0    0     0     0  717  276  0 20 80  0  0
 0  0  16468  97416  34868 769880    0    0     0     0  715  260  1 18 81  0  0
 0  0  16468  97416  34868 769884    0    0     0     0 1134  341  1 37 62  0  0
 0  0  16468  97416  34876 769880    0    0     0    16  958  330  0 29 71  0  0
 2  0  16468  97416  34876 769888    0    0     0     0 1220  313  0 41 59  0  0
 0  0  16468  97416  34876 769892    0    0     0     0  683  261  0 17 83  0  0
 0  0  16468  97416  34876 769896    0    0     0     0  876  284  1 21 78  0  0
 1  0  16468  97416  34876 769900    0    0     0     0 1049  346  0 33 67  0  0
 0  0  16468  97416  34876 769900    0    0     0     0  739  297  1 23 76  0  0
 0  0  16468  97416  34884 769904    0    0     0    16  967  280  0 26 74  0  0
 0  0  16468  97416  34884 769908    0    0     0     0  860  278  1 24 75  0  0
 0  0  16468  97416  34884 769912    0    0     0     0 1080  346  1 31 68  0  0
 0  0  16468  97416  34884 769916    0    0     0     0 1208  323  1 37 62  0  0
 0  0  16468  97416  34884 769916    0    0     0     0  764  259  0 19 81  0  0
 0  0  16468  97416  34892 769920    0    0     0    16  729  279  0 19 81  0  0
 1  0  16468  97416  34892 769924    0    0     0     0  903  354  0 29 71  0  0
 2  0  16468  97416  34892 769928    0    0     0     0 1092  299  0 31 69  0  0
 0  0  16468  97416  34892 769932    0    0     0   432 1171  358  0 45 55  0  0
 0  0  16468  97416  34892 769932    0    0     0     0 1118  298  0 36 64  0  0
 0  0  16468  97416  34900 769936    0    0     0    32  894  345  2 21 77  0  0
 0  0  16468  97416  34900 769940    0    0     0     0  864  282  0 25 75  0  0
 0  0  16468  97416  34900 769944    0    0     0     0  727  278  0 22 78  0  0
 0  0  16468  97416  34900 769948    0    0     0   228  990  407  1 36 63  0  0
 1  0  16468  97416  34900 769952    0    0     0     0  908  318  1 25 74  0  0
 0  0  16468  97416  34908 769956    0    0     0    28 1115  294  1 33 66  0  0
 0  0  16468  97416  34908 769960    0    0     0     0  754  281  0 22 78  0  0
 0  0  16468  97416  34908 769964    0    0     0     0  706  288  0 14 86  0  0
 0  0  16468  97416  34908 769968    0    0     0     0 1094  327  1 26 73  0  0
 0  0  16468  97416  34908 769972    0    0     0     0  764  288  0 21 79  0  0
 0  0  16468  97416  34916 769972    0    0     0    16 1051  317  1 32 67  0  0
 0  0  16468  97416  34916 769976    0    0     0     0  917  316  0 27 73  0  0
 0  0  16468  97416  34916 769980    0    0     0     0 1013  393  1 37 62  0  0
 0  0  16468  97416  34924 769976    0    0     0    28 1231  346  1 32 67  0  0
 0  0  16468  97416  34924 769984    0    0     0     0  867  283  2 24 74  0  0
 1  0  16468  97416  34924 769992    0    0     0     0  609  349  0 31 69  0  0
 1  0  16468  97416  34924 769996    0    0     0     0 1179  335  1 34 65  0  0
 0  0  16468  97416  34924 770000    0    0     0     0 1098  300  1 33 66  0  0
 0  0  16468  97416  34924 770004    0    0     0     0  661  268  0 16 84  0  0
 0  0  16468  97416  34932 770004    0    0     0    16  870  330  1 29 70  0  0
 1  0  16468  97416  34932 770008    0    0     0     0 1258  334  0 35 65  0  0
 0  0  16468  97416  34932 770012    0    0     0     0  888  287  1 26 73  0  0
 0  0  16468  97416  34932 770016    0    0     0     0  863  281  0 24 76  0  0
 1  0  16468  97416  34932 770020    0    0     0     0  791  300  1 23 76  0  0
 0  0  16468  97416  34940 770024    0    0     0    16  727  335  0 20 80  0  0
 0  0  16468  97416  34940 770024    0    0     0     0  805  295  0 24 76  0  0
 0  0  16468  97416  34940 770028    0    0     0     0  837  287  0 25 75  0  0
 1  0  16468  97416  34940 770032    0    0     0     0  938  292  1 26 73  0  0
 0  0  16468  97416  34940 770036    0    0     0     0 1139  365  0 37 63  0  0
 0  0  16468  97416  34948 770040    0    0     0    16  826  303  1 22 77  0  0
 1  0  16468  97416  34948 770040    0    0     0     0  639  262  1 15 84  0  0
 1  0  16468  97416  34948 770044    0    0     0     0  770  321  1 25 74  0  0
 2  0  16468  97416  34948 770048    0    0     0     0  995  342  1 32 67  0  0
 0  0  16468  97416  34948 770052    0    0     0     0 1074  352  1 31 68  0  0
 0  0  16468  97416  34956 770052    0    0     0   148 1063  305  0 28 72  0  0
 0  0  16468  97416  34956 770056    0    0     0     0  935  345  0 26 74  0  0
 1  0  16468  97416  34956 770060    0    0     0     0 1068  359  1 31 68  0  0
 1  0  16468  97416  34956 770064    0    0     0     0  872  298  0 24 76  0  0
 0  0  16468  97416  34956 770068    0    0     0     0  780  310  0 26 74  0  0
 0  0  16468  97416  34964 770072    0    0     0    44 1083  348  1 33 66  0  0
 2  0  16468  97416  34964 770076    0    0     0     0 1029  342  0 33 67  0  0
 0  0  16468  97416  34964 770080    0    0     0     0  832  361  1 26 73  0  0
 0  0  16468  97416  34964 770084    0    0     0     0  776  281  1 21 78  0  0
 1  0  16468  97416  34964 770088    0    0     0     0  690  276  0 16 84  0  0
 1  0  16468  97416  34972 770092    0    0     0    16 1078  341  1 32 67  0  0
 0  0  16468  97416  34972 770092    0    0     0     0 1185  309  0 38 62  0  0
 0  0  16468  97416  34972 770096    0    0     0     0  712  258  0 17 83  0  0
 0  0  16468  97416  34972 770100    0    0     0     0  622  294  1 17 82  0  0
 1  0  16468  97416  34972 770104    0    0     0     0  850  321  0 25 75  0  0
 0  0  16468  97416  34980 770108    0    0     0    16  896  307  0 25 75  0  0
 0  0  16468  97416  34980 770108    0    0     0     0  803  275  0 21 79  0  0
 0  0  16468  97416  34980 770112    0    0     0     0 1086  303  0 32 68  0  0
 0  0  16468  97416  34980 770116    0    0     0     0 1051  334  1 29 70  0  0
 0  0  16468  97416  34980 770120    0    0     0     0  790  291  0 23 77  0  0
 2  0  16468  97416  34988 770120    0    0     0    16  573  282  1 19 80  0  0
 2  0  16468  97416  34988 770124    0    0     0     0 1202  311  1 33 66  0  0
 0  0  16468  97416  34988 770128    0    0     0     0  479  300  1 10 89  0  0
 0  0  16468  97416  34988 770132    0    0     0     0  890  307  0 30 70  0  0
 2  0  16468  97416  34988 770136    0    0     0     0  599  276  0 13 87  0  0
 4  0  16468  97416  34996 770136    0    0     0    16  779  295  1 22 77  0  0
 1  0  16468  97416  34996 770140    0    0     0     0 1018  321  0 31 69  0  0
 0  0  16468  97416  34996 770144    0    0     0     0  899  300  0 28 72  0  0
 4  0  16468  97416  35004 770148    0    0     0    48  973  306  0 30 70  0  0
 4  0  16468  97416  35004 770152    0    0     0     0  820  360  1 22 77  0  0
 0  0  16468  97416  35004 770156    0    0     0   100  712  344  0 23 77  0  0
 0  0  16468  97416  35004 770156    0    0     0     0  755  295  1 22 77  0  0
 3  0  16468  97416  35004 770164    0    0     0     0  760  282  1 24 75  0  0
 4  0  16468  97416  35012 770160    0    0     0    56  922  285  1 28 71  0  0
 0  0  16468  97416  35012 770176    0    0     0     0  586  314  0 14 86  0  0
 0  0  16468  97416  35012 770180    0    0     0    40  839  296  2 25 74  0  0
 2  0  16468  97416  35012 770180    0    0     0     0  665  269  1 15 84  0  0
 3  0  16468  97416  35012 770184    0    0     0     0  981  304  0 25 75  0  0
 0  0  16468  97416  35020 770188    0    0     0    24  639  291  1 16 83  0  0
 0  0  16468  97416  35020 770192    0    0     0     0  984  299  1 33 66  0  0
 2  0  16468  97416  35020 770192    0    0     0     0  916  325  1 29 70  0  0
 2  0  16468  97416  35020 770196    0    0     0     0  887  352  2 35 63  0  0
 0  0  16468  97416  35020 770200    0    0     0     0 1068  320  0 35 65  0  0
 0  0  16468  97416  35020 770204    0    0     0     0  882  298  0 28 72  0  0
 4  0  16468  97416  35028 770208    0    0     0    16  838  289  1 21 78  0  0
 1  0  16468  97416  35028 770212    0    0     0     0 1427  337  0 47 53  0  0
 0  0  16468  97416  35028 770212    0    0     0     0  774  306  0 20 80  0  0
 0  0  16468  97416  35028 770216    0    0     0     0  886  297  2 25 73  0  0
 1  0  16468  97416  35028 770220    0    0     0     0 1022  288  0 30 70  0  0
 1  0  16468  97416  35036 770224    0    0     0    16  951  297  1 24 75  1  0
 0  0  16468  97416  35036 770228    0    0     0     0 1039  320  0 28 72  0  0
 0  0  16468  97416  35036 770228    0    0     0     0  791  303  0 28 72  0  0
 4  0  16468  97416  35036 770232    0    0     0     0 1172  324  1 42 57  0  0
 0  0  16468  97416  35036 770236    0    0     0     0  853  321  0 34 66  0  0
 0  0  16468  97416  35044 770240    0    0     0    16  763  315  0 18 82  0  0
 0  0  16468  97416  35044 770244    0    0     0     0  922  279  1 25 74  0  0
 1  0  16468  97416  35044 770244    0    0     0     0  583  314  1 17 82  0  0
 1  0  16468  97416  35044 770248    0    0     0     0 1233  313  0 39 61  0  0
 0  0  16468  97416  35044 770252    0    0     0     0  648  310  0 15 85  0  0
