 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  16468 104280  27644 741944    1   18  1267   294 1232  532  4 13 83  0  0
 0  0  16468 104280  27644 741948    0    0     0     0  116  356  2  2 96  0  0
 1  0  16468 104280  27644 741948    0    0     0     0   65  134  0  0 100  0  0
 0  0  16468 102936  27656 741936    0    0     0   120  290  236  0  8 92  0  0
 4  0  16468 100248  27656 741952    0    0     0     0  894  354  1 32 67  0  0
 0  0  16468 100504  27656 741956    0    0     0     0 1037  319  0 33 67  0  0
 1  0  16468 100504  27656 741956    0    0     0     0  863  365  1 22 77  0  0
 2  0  16468 100504  27656 741964    0    0     0     0 1136  392  0 36 64  0  0
 0  0  16468 100504  27664 741956    0    0     0    16  910  376  1 27 72  0  0
 2  0  16468 100504  27664 741968    0    0     0     0 1090  348  1 31 68  0  0
 4  0  16468 100504  27664 741972    0    0     0     0  919  322  0 24 76  0  0
 2  0  16468 100504  27664 741976    0    0     0     0  872  295  1 27 72  0  0
 3  0  16468 100504  27664 741976    0    0     0     0  835  304  0 21 79  0  0
 1  0  16468 100504  27672 741984    0    0     0    16  829  286  0 19 81  0  0
 4  0  16468  98936  27672 741984    0    0     0     0  511  244  0 17 83  0  0
 1  0  16468  98936  27672 741988    0    0     0     0  851  258  0 27 73  0  0
 0  0  16468  98936  27672 741988    0    0     0     0  477  222  1 12 87  0  0
 1  0  16468  98936  27672 741992    0    0     0     0  970  382  0 31 69  0  0
 0  0  16468  98936  27680 741996    0    0     0    16  565  340  1 10 89  0  0
 2  0  16468  98936  27680 741996    0    0     0     0  847  361  0 21 79  0  0
 1  0  16468  98936  27680 742000    0    0     0     0  632  334  1 15 84  0  0
 2  0  16468 106488  27680 742124    0    0   128   404  539  600  1  7 92  0  0
 1  0  16468 106384  27680 742124    0    0     0     0  613  562  2  8 90  0  0
 3  0  16468 106632  27680 742128    0    0     0     0  928  687  0 12 88  0  0
 0  0  16468 106380  27688 742128    0    0     0    52  780  655  1 14 85  0  0
