 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  16468 142704  28224 744160    1   14   944   224 1068  513  3 12 85  0  0
 0  0  16468 142704  28224 744164    0    0     0     0  119  359  3  1 96  0  0
 1  0  16468 142480  28224 744164    0    0     0     0   97  158  0  0 100  0  0
 1  0  16468 140240  28236 744164    0    0     0   124  679  384  2 18 80  0  0
 1  0  16468 139344  28236 744168    0    0     0     0  766  344  1 16 83  0  0
 1  0  16468 139120  28236 744172    0    0     0     0 1010  357  1 28 71  0  0
 0  0  16468 139120  28236 744176    0    0     0     0  534  409  2 14 84  0  0
 0  0  16468 139120  28236 744180    0    0     0     0 1227  432  1 42 57  0  0
 0  0  16468 138448  28244 744184    0    0     0    16 1163  345  0 33 67  0  0
 0  0  16468 136656  28244 744184    0    0     0     0 1312  631  1 25 74  0  0
 0  0  16468 136656  28260 744188    0    0     0   104 1394  755  1 20 79  0  0
 0  0  16468 136656  28260 744192    0    0     0     0  761  451  0 10 90  0  0
 1  0  16468 136656  28260 744196    0    0     0     0  847  477  2 10 88  0  0
 0  0  16468 136656  28260 744200    0    0     0     0  565  318  0  9 91  0  0
 0  0  16468 136656  28260 744200    0    0     0     0  457  284  1  6 93  0  0
 1  0  16468 136656  28268 744204    0    0     0    56  488  330  1  7 92  0  0
 0  0  16468 136656  28268 744204    0    0     0     0  511  550  0  6 94  0  0
 0  0  16468 136656  28268 744208    0    0     0     0  713  588  0 10 90  0  0
 0  0  16468 136656  28268 744208    0    0     0     0  602  467  1  6 93  0  0
 0  0  16468 136656  28268 744212    0    0     0     0  758  588  0  9 91  0  0
 0  0  16468 136656  28276 744204    0    0     0    16  740  521  1 10 89  0  0
 0  0  16468 136656  28276 744216    0    0     0     0  893  591  1 10 89  0  0
 0  0  16468 136656  28276 744216    0    0     0     0  426  372  0  5 95  0  0
 0  0  16468 136656  28276 744220    0    0     0     0  474  472  1  6 93  0  0
 1  0  16468 136432  28276 744220    0    0     0     0  808  531  1 13 86  0  0
 2  0  16468 136432  28284 744224    0    0     0    16  594  584  0  8 92  0  0
 3  0  16468 136432  28284 744224    0    0     0     0  894  562  0 16 84  0  0
 0  0  16468 136432  28284 744228    0    0     0     0  671  588  1  7 92  0  0
 1  0  16468 136432  28284 744232    0    0     0     0  932  653  1 17 82  0  0
 0  0  16468 136432  28284 744232    0    0     0   556  738  569  0  9 91  0  0
 1  0  16468 136432  28292 744236    0    0     0    24  488  437  1  8 91  0  0
 0  0  16468 136432  28292 744236    0    0     0     0  680  617  0 10 90  0  0
 0  0  16468 136432  28292 744240    0    0     0     0  499  439  0  5 95  0  0
 0  0  16468 136432  28292 744240    0    0     0     0  963  527  1 12 87  0  0
 0  0  16468 136432  28292 744244    0    0     0    88  688  504  2  8 90  0  0
 0  0  16468 136432  28300 744236    0    0     0    32  561  638  1  7 92  0  0
 0  0  16468 136432  28300 744248    0    0     0     0  594  480  0  7 93  0  0
 1  0  16468 136432  28300 744248    0    0     0     0  957  602  1 12 87  0  0
 0  0  16468 136432  28300 744252    0    0     0     0  628  483  1  7 92  0  0
