 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  21348  86212  41972 763384    0    2   132    48  989  461  1 26 73  0  0
 0  0  21348  86212  41972 763388    0    0     0   920  208  433  2  2 96  0  0
 0  0  21348  86212  41972 763388    0    0     0     0   70  126  1  0 99  0  0
 0  0  21348  86212  41972 763388    0    0     0     0  266 1141  5  4 91  0  0
 1  0  21348  86212  41984 763388    0    0     0   128  725  962  2 23 75  0  0
 1  0  21348  86212  41984 763396    0    0     0     0 1275  656  0 62 38  0  0
 2  0  21348  86212  41984 763404    0    0     0     0 1187  643  1 55 44  0  0
 8  0  21348  86212  41984 763416    0    0     0     0 1232  703  1 64 35  0  0
 2  0  21348  86212  41984 763424    0    0     0     0 1366  641  0 63 37  0  0
 3  0  21348  86212  41992 763432    0    0     0    16 1441  830  2 87 11  0  0
 1  0  21348  86212  41992 763440    0    0     0     0 1571  618  1 56 43  0  0
 0  0  21348  86212  41992 763448    0    0     0   168 1700  610  0 67 33  0  0
 1  0  21348  86212  41992 763460    0    0     0     0 1515  660  1 72 27  0  0
 2  0  21348  86212  41992 763468    0    0     0     0 1397  658  1 67 32  0  0
 0  0  21348  86212  42000 763476    0    0     0    16 1105  667  0 75 25  0  0
 4  0  21348  86212  42000 763484    0    0     0     0 1250  593  0 59 41  0  0
 4  0  21348  86212  42000 763492    0    0     0    32 1327  615  1 71 28  0  0
 0  0  21348  86212  42000 763496    0    0     0     0  949  730  0 84 16  0  0
 2  0  21348  86212  42000 763504    0    0     0     0 1520  530  0 64 36  0  0
 2  0  21348  86212  42008 763504    0    0     0    20 1133  634  2 69 29  0  0
 1  0  21348  86212  42008 763520    0    0     0     0  921  579  1 53 46  0  0
 2  0  21348  86212  42008 763524    0    0     0     0  833  650  0 71 29  0  0
 2  0  21348  86212  42008 763536    0    0     0     0 1194  661  1 75 24  0  0
 2  0  21348  86212  42008 763540    0    0     0     0 1007  631  2 59 39  0  0
 1  0  21348  90044  42016 763544    0    0     0    48 1165  727  2 69 29  0  0
 1  0  21348  90044  42016 763552    0    0     0     0  895  656  0 78 22  0  0
 3  0  21348  90044  42016 763560    0    0     0     0  740  688  0 85 15  0  0
 2  0  21348  90044  42016 763568    0    0     0    40  992  671  1 66 33  0  0
 2  0  21348  90044  42016 763576    0    0     0     0 1390  555  0 57 43  0  0
 0  0  21348  90044  42024 763584    0    0     0    32  842  697  1 81 18  0  0
 0  0  21348  90044  42024 763588    0    0     0     0 1535  507  1 43 56  0  0
 0  0  21348  90044  42024 763600    0    0     0     0 1256  605  0 71 29  0  0
 0  0  21348  90044  42024 763604    0    0     0   440 1295  557  0 48 52  0  0
 1  0  21348  90044  42024 763612    0    0     0     0 1260  627  1 72 27  0  0
 1  0  21348  90044  42032 763620    0    0     0    32 1295  614  2 66 32  0  0
 0  0  21348  90044  42032 763628    0    0     0     0 1232  631  1 63 36  0  0
 2  0  21348  90044  42032 763632    0    0     0     0  928  596  0 74 26  0  0
 2  0  21348  90044  42032 763640    0    0     0   260 1112  650  1 77 22  0  0
 2  0  21348  90044  42032 763652    0    0     0     0 1228  586  0 63 37  0  0
 2  0  21348  90044  42040 763656    0    0     0    28 1099  634  1 71 28  0  0
 4  0  21348  90044  42048 763892    0    0    92    48  448 1147  3 88  9  0  0
 0  0  21348  90044  42048 763900    0    0     0     0  534  717  0 88 12  0  0
 0  0  21348  90044  42048 763908    0    0     0     0 1434  537  0 46 54  0  0
 0  0  21348  90044  42048 763916    0    0     0     0 1258  617  0 45 55  0  0
 2  0  21348  90044  42048 763924    0    0     0     0 1523  599  1 72 27  0  0
 2  0  21348  90044  42056 763932    0    0     0    60  765  742  0 93  7  0  0
 1  0  21348  90044  42056 763940    0    0     0     0 1407  526  2 56 42  0  0
 1  0  21348  90044  42056 763948    0    0     0    84 1019  625  1 59 40  0  0
 1  0  21348  90044  42056 763956    0    0     0     0 1359  560  0 61 39  0  0
 1  0  21348  90044  42056 763964    0    0     0     0 1086  562  1 42 57  0  0
 1  0  21348  90044  42064 763968    0    0     0    16 1324  615  0 44 56  0  0
 4  0  21348  90044  42064 763972    0    0     0     0 1426  524  1 47 52  0  0
