 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0  16468  89504  37780 777968    0    3   177    55  857  427  1 21 78  0  0
 2  0  16468  89504  37780 777972    0    0     0     0  394  582  4  9 87  0  0
 1  0  16468  89504  37780 777976    0    0     0     0 1174  567  1 37 62  0  0
 3  0  16468  89252  37792 777972    0    0     0   132 1728 1117  4 59 37  0  0
 2  0  16468  89252  37792 777996    0    0     0     0 1418 1330  6 45 50  0  0
 1  0  16468  89252  37792 778004    0    0     0     0 1408  547  4 36 60  0  0
 0  0  16468  89252  37792 778012    0    0     0     0 1474  639  1 63 36  0  0
 2  0  16468  89252  37792 778012    0    0     0     0 1579  567  2 50 48  0  0
 2  0  16468  89252  37800 778016    0    0     0    16 1310  583  0 57 43  0  0
 1  0  16468  89252  37800 778032    0    0     0     0 1430  647  3 72 25  0  0
 0  0  16468  89252  37800 778036    0    0     0     0 1360  513  1 47 52  0  0
 2  0  16468  89252  37800 778044    0    0     0     0 1325  513  0 59 41  0  0
 0  0  16468  89252  37800 778048    0    0     0     0 1373  436  0 43 57  0  0
 0  0  16468  89252  37800 778056    0    0     0     0 1211  433  1 41 58  0  0
 0  0  16468  89252  37808 778060    0    0     0    16 1270  428  0 37 63  0  0
 0  0  16468  89252  37808 778064    0    0     0     0 1547  415  0 45 55  0  0
 0  0  16468  89252  37808 778072    0    0     0     0 1220  528  1 47 52  0  0
 2  0  16468  89252  37808 778072    0    0     0   152 1363  453  0 44 56  0  0
 2  0  16468  89252  37808 778080    0    0     0     0 1397  463  0 45 55  0  0
 1  0  16468  89252  37816 778072    0    0     0    20 1458  451  1 42 57  0  0
 1  0  16468  89252  37816 778092    0    0     0     0 1384  455  1 54 45  0  0
 0  0  16468  89252  37816 778096    0    0     0     0 1303  464  1 44 55  0  0
 3  0  16468  89252  37816 778096    0    0     0     0 1063  381  0 24 76  0  0
 2  0  16468  89252  37816 778108    0    0     0     0 1085  526  1 50 49  0  0
 0  0  16468  89252  37824 778112    0    0     0    16 1446  444  0 40 60  0  0
 5  0  16468  89252  37824 778112    0    0     0     0 1074  440  0 37 63  0  0
 0  0  16468  89252  37824 778124    0    0     0     0 1429  443  2 37 61  0  0
 0  0  16468  89252  37824 778128    0    0     0    32 1445  437  0 46 54  0  0
 0  0  16468  89252  37824 778136    0    0     0     0 1261  428  1 33 66  0  0
 0  0  16468  89252  37832 778128    0    0     0    20 1399  414  1 40 59  0  0
 0  0  16468  89252  37832 778144    0    0     0     0 1388  416  0 39 61  0  0
 2  0  16468  89252  37832 778152    0    0     0     0 1609  472  0 52 48  0  0
 0  0  16468  89252  37832 778156    0    0     0   620 1146  517  1 47 52  0  0
 0  0  16468  89252  37832 778156    0    0     0     0 1371  440  1 33 66  0  0
 1  0  16468  89252  37840 778172    0    0     0    44 1213  460  0 42 58  0  0
 1  0  16468  89252  37840 778176    0    0     0     0 1245  432  0 39 61  0  0
 1  0  16468  89252  37840 778180    0    0     0     0 1000  471  0 40 60  0  0
 2  0  16468  89252  37840 778188    0    0     0     0 1031  440  1 36 63  0  0
 0  0  16468  89252  37840 778188    0    0     0     0 1401  432  0 37 63  0  0
 0  0  16468  89252  37848 778196    0    0     0    16 1432  434  1 48 51  0  0
 0  0  16468  89252  37848 778204    0    0     0     0 1269  478  1 41 58  0  0
 0  0  16468  89252  37848 778208    0    0     0     0 1484  447  1 49 50  0  0
 0  0  16468  89252  37848 778212    0    0     0     0 1591  436  1 46 53  0  0
 0  0  16468  89252  37848 778220    0    0     0     0 1559  476  0 48 52  0  0
 1  0  16468  89252  37856 778224    0    0     0    16 1502  441  1 53 46  0  0
 0  0  16468  89252  37856 778228    0    0     0     0 1249  463  1 42 57  0  0
 0  0  16468  89252  37856 778228    0    0     0     0 1276  435  1 36 63  0  0
 0  0  16468  89252  37856 778240    0    0     0     0 1283  400  1 33 66  0  0
 0  0  16468  89252  37856 778244    0    0     0     0 1206  454  1 40 59  0  0
 1  0  16468  89252  37864 778256    0    0     0    16 1025  486  0 44 56  0  0
 2  0  16468  89252  37864 778256    0    0     0     0 1439  505  1 59 40  0  0
 0  0  16468  89252  37864 778264    0    0     0     0 1258  413  0 42 58  0  0
 1  0  16468  89252  37872 778276    0    0     0    72 1458  515  2 38 60  0  0
 2  0  16468  89252  37872 778280    0    0     0     0 1149  419  1 39 60  0  0
 0  0  16468  89252  37872 778284    0    0     0     0 1341  418  0 36 64  0  0
 0  0  16468  89252  37872 778292    0    0     0     0 1049  442  1 38 61  0  0
 0  0  16468  89252  37872 778296    0    0     0     0 1377  402  0 36 64  0  0
 0  0  16468  89252  37880 778300    0    0     0    52 1208  463  0 34 66  0  0
 2  0  16468  89252  37880 778308    0    0     0     0 1097  410  0 32 68  0  0
 1  0  16468  89252  37880 778312    0    0     0     0 1273  400  1 34 65  0  0
 1  0  16468  89252  37880 778316    0    0     0     0 1078  460  0 42 58  0  0
 2  0  16468  89252  37880 778324    0    0     0     0 1128  417  2 37 61  0  0
 3  0  16468  89252  37888 778328    0    0     0    16 1329  479  0 48 52  0  0
 1  0  16468  89252  37888 778332    0    0     0   176 1104  455  0 40 60  0  0
 0  0  16468  89252  37888 778340    0    0     0     0 1256  568  1 49 49  0  0
 0  0  16468  89252  37888 778344    0    0     0     0 1266  414  1 34 65  0  0
 1  0  16468  89252  37888 778348    0    0     0     0 1475  525  0 55 45  0  0
 0  0  16468  89252  37896 778356    0    0     0    36 1321  447  1 37 62  0  0
 1  0  16468  89252  37896 778360    0    0     0     0 1056  409  0 26 74  0  0
 0  0  16468  89252  37896 778364    0    0     0     0 1293  468  0 40 60  0  0
 2  0  16468  89252  37896 778372    0    0     0     0 1368  448  2 41 57  0  0
 0  0  16468  89252  37896 778376    0    0     0     0 1322  441  0 43 57  0  0
 1  0  16468  89252  37904 778380    0    0     0    16 1415  484  1 47 52  0  0
 0  0  16468  89252  37904 778388    0    0     0     0 1128  469  1 42 57  0  0
 1  0  16468  89252  37904 778392    0    0     0     0 1701  476  0 63 37  0  0
 0  0  16468  89252  37904 778396    0    0     0     0 1138  390  0 33 67  0  0
 0  0  16468  89252  37904 778404    0    0     0     0 1049  484  2 39 59  0  0
 2  0  16468  89252  37912 778412    0    0     0    16 1289  421  1 43 56  0  0
 0  0  16468  89252  37912 778416    0    0     0     0 1153  418  0 31 69  0  0
 0  0  16468  89252  37912 778424    0    0     0     0  932  394  1 23 76  0  0
 0  0  16468  89252  37912 778428    0    0     0     0 1273  419  0 42 58  0  0
 1  0  16468  89252  37912 778432    0    0     0     0 1078  420  0 28 72  0  0
 0  0  16468  89252  37920 778440    0    0     0    16 1166  417  1 28 71  0  0
 0  0  16468  89252  37920 778444    0    0     0     0 1218  413  1 36 63  0  0
 0  0  16468  89252  37920 778448    0    0     0     0 1262  436  0 40 60  0  0
 1  0  16468  89252  37920 778456    0    0     0     0 1588  436  0 50 50  0  0
 1  0  16468  89252  37920 778460    0    0     0     0 1203  416  1 33 66  0  0
 0  0  16468  89252  37928 778464    0    0     0    16 1582  408  0 52 48  0  0
 0  0  16468  89252  37928 778472    0    0     0    44 1437  431  0 40 60  0  0
 1  0  16468  89252  37928 778476    0    0     0     0 1224  410  0 38 62  0  0
 0  0  16468  89252  37928 778480    0    0     0     0 1529  404  2 44 54  0  0
 0  0  16468  89252  37928 778488    0    0     0     0 1330  420  0 45 55  0  0
 0  0  16468  89252  37936 778492    0    0     0    16 1232  406  0 36 64  0  0
 0  0  16468  89252  37936 778496    0    0     0   168 1252  451  0 39 61  0  0
 1  0  16468  89252  37936 778504    0    0     0     0 1452  439  1 47 52  0  0
 0  0  16468  89252  37936 778508    0    0     0     0 1245  418  1 37 62  0  0
 0  0  16468  89252  37936 778512    0    0     0     0 1159  413  0 37 63  0  0
 0  0  16468  89252  37944 778524    0    0     0    28 1041  471  1 50 50  0  0
 0  0  16468  89252  37944 778528    0    0     0     0 1247  439  0 36 64  0  0
 0  0  16468  89252  37944 778532    0    0     0     4 1357  401  1 45 54  0  0
 1  0  16468  89252  37944 778544    0    0     0     0 1107  437  1 32 67  0  0
 2  0  16468  89252  37944 778548    0    0     0     0 1344  441  1 44 55  0  0
 1  0  16468  89252  37952 778552    0    0     0    16 1282  462  0 44 56  0  0
 0  0  16468  89252  37952 778560    0    0     0     0 1504  437  1 47 52  0  0
 2  0  16468  89252  37952 778564    0    0     0     0 1319  430  1 41 58  0  0
 0  0  16468  89252  37952 778568    0    0     0     0 1423  450  1 46 53  0  0
 3  0  16468  89252  37952 778576    0    0     0     0 1369  434  1 59 40  0  0
 3  0  16468  89252  37960 778580    0    0     0    16 1204  466  0 43 57  0  0
 0  0  16468  89252  37960 778584    0    0     0     0 1255  430  0 43 57  0  0
 1  0  16468  89252  37960 778592    0    0     0     0 1292  470  1 51 48  0  0
 4  0  16468  89252  37960 778596    0    0     0     0 1235  416  2 31 67  0  0
 0  0  16468  89252  37960 778600    0    0     0     0 1389  418  1 49 50  0  0
 0  0  16468  89252  37968 778608    0    0     0    16 1538  556  1 52 47  0  0
 0  0  16468  89252  37968 778612    0    0     0     0 1228  446  1 43 56  0  0
 2  0  16468  89252  37968 778616    0    0     0     0 1415  433  1 54 45  0  0
 1  0  16468  89252  37968 778624    0    0     0     0 1029  410  1 26 73  0  0
 0  0  16468  89252  37968 778628    0    0     0     0 1229  441  0 34 66  0  0
 0  0  16468  89252  37976 778632    0    0     0    16 1384  449  2 42 56  0  0
 0  0  16468  89252  37976 778640    0    0     0     0 1199  402  0 34 66  0  0
 0  0  16468  89252  37976 778644    0    0     0     0 1350  429  0 43 57  0  0
 1  0  16468  89252  37976 778648    0    0     0     0 1448  431  0 48 52  0  0
 2  0  16468  89252  37976 778660    0    0     0     0 1422  418  1 49 50  0  0
 0  0  16468  89252  37984 778664    0    0     0    16 1257  452  1 40 59  0  0
 0  0  16468  89252  37984 778668    0    0     0     0 1331  418  1 48 51  0  0
 0  0  16468  89252  37984 778676    0    0     0   180 1219  494  0 38 62  0  0
 2  0  16468  89252  37984 778680    0    0     0     0 1216  475  2 39 59  0  0
 2  0  16468  89252  37984 778684    0    0     0     0 1420  473  1 52 47  0  0
 2  0  16468  89252  37992 778692    0    0     0    28 1466  473  2 47 51  0  0
 1  0  16468  89252  37992 778696    0    0     0     0 1263  466  0 41 59  0  0
 0  0  16468  89252  37992 778700    0    0     0     0 1247  452  1 38 61  0  0
 0  0  16468  89252  37992 778708    0    0     0     0 1428  446  0 45 55  0  0
 2  0  16468  89252  37992 778712    0    0     0     0 1279  478  1 45 54  0  0
 0  0  16468  89252  38000 778716    0    0     0    16 1216  495  1 46 53  0  0
 0  0  16468  89252  38000 778724    0    0     0     0  941  434  0 25 75  0  0
 1  0  16468  89252  38000 778728    0    0     0     8 1174  425  2 36 62  0  0
 0  0  16468  89252  38000 778732    0    0     0     0 1250  404  0 41 59  0  0
