 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0   2592  76628  27468 787716    1    6  1657   515 1792  828  4 56 40  0  0
 4  0   2592  76628  27468 787724    0    0     0     0  628  742  4 21 75  0  0
27  0   2592  76628  27468 787728    0    0     0     0 151315 1397  1 98  1  0  0
10  0   2592  70580  27480 787728    0    0     0   856 15470 1425  3 96  1  0  0
12  0   2592  70580  27480 787732    0    0     0     0 30813   12  1 99  0  0  0
16  0   2592  63860  27480 787736    0    0     0     0 85874  745  1 99  0  0  0
22  0   2848  70616  27024 768796    0  208     0  1252 63937 1424  3 89  8  0  0
 3  0   2848  68384  27008 763092    0  112    16   192 46253  992  2 97  0  0  0
12  0   2848  68132  27008 763104    0    0     0     4 37989  499  1 82 18  0  0
 2  0   2848  67892  27008 763104    0    0     0     0 1255 1391  4 95  1  0  0
12  0   2848  67388  27008 763120    0    0     0     4  325 1474  0 94  6  0  0
 2  0   2848  67388  27016 763120    0    0     0    56  293 1107  2 97  1  0  0
 1  0   2848  67388  27016 763140   40    0    40     0 1324  810  1 49 50  0  0
 0  0   2848  67388  27016 763140    0    0     0     0 2085  681  0 55 45  0  0
 6  0   2848  67388  27016 763156    0    0     0     0 2014 2022 18 42 40  0  0
25  0   2848  67388  27016 763156    0    0     0     0 86046 1968  4 96  0  0  0
 6  0   2848  67388  27040 763168    0    0     0   124 3214 1531  6 91  3  0  0
17  0   2848  67388  27040 763176    0    0     0     0  301  899  0 100  0  0  0
 1  0   2848  74576  27040 763184    0    0     0     0  567  560  1 58 41  0  0
 0  0   2848  74576  27040 763196    0    0     0     0 1521  796  1 69 30  0  0
 1  0   2848  74576  27040 763200    0    0     0     0 1862  657  0 63 37  0  0
 2  0   2848  74576  27048 763208    0    0     0    68  422  650  0 79 21  0  0
 1  0   2848  74576  27048 763216    0    0     0     0 2200  833  1 99  0  0  0
 1  0   2848  74576  27048 763228    0    0     0     0  874  707  0 86 14  0  0
 3  0   2848  74576  27048 763232    0    0     0     0  635  490  0 55 45  0  0
 3  0   2848  74576  27048 763244    0    0     0     0 2202  787  1 99  0  0  0
 5  0   2848  74576  27056 763252    0    0     0   272  874  642  1 69 30  0  0
 8  0   2848  74576  27056 763260    0    0     0     0  349  658  0 90 10  0  0
 2  0   2848  74576  27056 763268    0    0     0     0 1208  815  1 99  0  0  0
13  0   2848  74576  27056 763280    0    0     0     0 3098  742  0 93  7  0  0
 8  0   2848  74576  27056 763284    0    0     0     0  917  454  0 44 56  0  0
 5  0   2848  74576  27064 763296    0    0     0   288  563  845  1 99  0  0  0
 4  0   2848  74576  27064 763304    0    0     0     0  759  617  0 65 35  0  0
17  0   2848  74576  27064 763312    0    0     0     0  494  454  1 52 47  0  0
 1  0   2848  74576  27064 763324    0    0     0     0  481  782  0 93  7  0  0
 3  0   2848  74576  27064 763328    0    0     0     0  670  707  2 61 37  0  0
14  0   2848 111908  27072 763332    0    0     0   168  512  647  1 83 16  0  0
 1  0   2848 111796  27072 763344    0    0     0     0  859  662  2 78 20  0  0
 5  0   2848  99972  27072 763352    0    0     0     0  841  576  0 63 37  0  0
13  0   2848 111528  27072 763360    0    0     0     0  663  485  0 57 43  0  0
 1  0   2848 111756  27072 763368    0    0     0     0  420  729  1 98  1  0  0
 5  0   2848 101200  27080 763380    0    0     0    16 1982  574  0 58 42  0  0
18  0   2848 111624  27080 763384    0    0     0     0  660  506  1 61 38  0  0
 3  0   2848 107756  27080 763396    0    0     0     0  631  808  0 100  0  0  0
 1  0   2848 103148  27080 763404    0    0     0     0  780  617  1 70 29  0  0
17  0   2848 111576  27080 763408    0    0     0     0  978  425  3 46 51  0  0
 1  0   2848  99736  27088 763420    0    0     0    48  425  736  0 100  0  0  0
 7  0   2848  93192  27088 763428    0    0     0     0 1043  624  0 74 26  0  0
15  0   2848 111900  27088 763436    0    0     0     0  333  678  0 96  4  0  0
 0  0   2848 111752  27088 763452    0    0     0     0  959  700  1 65 34  0  0
 1  0   2848 111752  27088 763460    0    0     0     0  818  654  0 67 33  0  0
15  0   2848 111752  27096 763464    0    0     0    20 1012  379  0 37 62  1  0
 0  0   2848 111380  27096 763476    0    0     0     0 3557  756  1 98  1  0  0
 3  0   2848 108692  27096 763484    0    0     0     0 1403  615  1 60 39  0  0
21  0   2848 111260  27096 763492    0    0     0     0  678  489  0 51 49  0  0
 1  0   2848 111288  27096 763504    0    0     0     0 1190  766  1 82 17  0  0
 1  0   2848 101880  27104 763508    0    0     0   284  939  571  1 64 35  0  0
18  0   2848 111560  27104 763516    0    0     0     0  503  503  0 54 46  0  0
 1  0   2848 112068  27104 763528    0    0     0     0  426  816  1 99  0  0  0
 2  0   2848 110696  27104 763536    0    0     0     0  673  637  1 60 39  0  0
17  0   2848 110956  27104 763540    0    0     0     0 1024  362  1 31 68  0  0
 1  0   2848 111632  27112 763552    0    0     0    24  864  574  0 63 37  0  0
 5  0   2848 100180  27112 763560    0    0     0     0  786  583  1 63 36  0  0
25  0   2848 111412  27112 763568    0    0     0     0  856  481  0 53 47  0  0
 0  0   2848 111312  27112 763580    0    0     0     0  385  666  0 81 19  0  0
 3  0   2848 100532  27112 763588    0    0     0     0  856  580  2 65 33  0  0
19  0   2848 111016  27120 763592    0    0     0    16  612  530  1 51 48  0  0
 4  0   2848  94860  27120 763604    0    0     0    92 1565  689  0 100  0  0  0
 2  0   2848  93260  27120 763612    0    0     0     0  777  642  0 84 16  0  0
10  0   2848 110632  27120 763620    0    0     0     0  298  736  0 98  2  0  0
 0  0   2848 110632  27120 763632    0    0     0     0  380  703  1 86 13  0  0
 2  0   2848  96492  27128 763640    0    0     0    24  997  589  0 67 33  0  0
10  0   2848  96244  27136 763676    0    0    48    64 81271  376  1 99  0  0  0
13  0   2848  95488  27136 763764    0    0    72     4 1600 1819 19 81  0  0  0
17  0   2848  95488  27136 763764    0    0     0     0 90621  275  0 100  0  0  0
 5  0   2848  95488  27144 763784    0    0     0    56 3085 1383  5 91  4  0  0
 4  0   2848  95488  27144 763792    0    0     0     0  277  880  1 99  0  0  0
 2  0   2848  95488  27144 763800    0    0     0     0  290  830  1 99  0  0  0
 4  0   2848  95488  27144 763816    0    0     0     0 1521  740  0 76 24  0  0
 6  0   2848  95488  27144 763820    0    0     0     0 2250  562  1 60 39  0  0
 2  0   2848  95488  27152 763828    0    0     0   216 1099  687  1 49 49  0  0
 1  0   2848  95488  27152 763836    0    0     0     0 3209  713  0 83 17  0  0
 3  0   2848  95488  27152 763840    0    0     0     0  582  550  1 68 31  0  0
 0  0   2848  95488  27152 763852    0    0     0     0  288  649  1 79 20  0  0
 7  0   2848  95488  27152 763856    0    0     0     0  298  823  1 98  1  0  0
 2  0   2848  95488  27160 763864    0    0     0    36 1673  586  2 59 39  0  0
 2  0   2848  95488  27160 763880    0    0     0     0  417  625  1 69 30  0  0
 1  0   2848  95488  27160 763888    0    0     0     0  910  747  0 73 27  0  0
