 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  16468  94416  35416 771160    0    3   220    64  872  435  1 20 78  0  0
 0  0  16468  94416  35416 771164    0    0     0     0  129  351  3  1 96  0  0
 1  0  16468  94416  35416 771164    0    0     0     0  465 1870 10  4 86  0  0
 2  0  16468  94416  35416 771164    0    0     0     0  657  894  3 18 79  0  0
 0  0  16468  94416  35416 771164    0    0     0     0 1184 1391  5 33 62  0  0
 0  0  16468  94416  35424 771172    0    0     0    72 1164  843  2 38 60  0  0
 0  0  16468  94416  35424 771172    0    0     0     0 1094  460  0 41 59  0  0
 0  0  16468  94416  35424 771180    0    0     0     0 1243  467  2 46 52  0  0
 3  0  16468  94416  35424 771184    0    0     0     0 1256  397  0 40 60  0  0
 2  0  16468  94416  35424 771188    0    0     0     0 1078  476  0 42 58  0  0
 1  0  16468  94416  35432 771192    0    0     0    16 1303  460  1 55 44  0  0
 3  0  16468  94416  35432 771200    0    0     0     0 1081  450  3 38 59  0  0
 2  0  16468  94416  35432 771200    0    0     0     0 1114  387  0 36 64  0  0
 1  0  16468  94416  35432 771208    0    0     0     0 1096  346  1 38 61  0  0
 0  0  16468  94416  35432 771208    0    0     0   532  941  323  0 24 76  0  0
 0  0  16468  94416  35440 771212    0    0     0    24  671  329  0 27 72  1  0
 0  0  16468  94416  35440 771216    0    0     0     0  990  313  1 26 73  0  0
 0  0  16468  94416  35440 771216    0    0     0     0  892  319  0 22 78  0  0
 1  0  16468  94416  35440 771224    0    0     0     0  754  284  1 20 79  0  0
 0  0  16468  94416  35440 771228    0    0     0   132  606  288  1 13 86  0  0
 0  0  16468  94416  35448 771220    0    0     0    16  787  294  0 18 82  0  0
 0  0  16468  94416  35448 771232    0    0     0     0  851  346  1 26 73  0  0
 2  0  16468  94416  35448 771232    0    0     0     0  798  285  0 21 79  0  0
 3  0  16468  94416  35448 771240    0    0     0     0  617  273  0 17 83  0  0
 0  0  16468  94416  35448 771240    0    0     0     0 1088  341  0 40 60  0  0
 1  0  16468  94416  35464 771288    0    0     0    88  954  373  1 29 70  0  0
 0  0  16468  94416  35464 771292    0    0     0     0 1205  313  1 36 63  0  0
 0  0  16468  94416  35464 771292    0    0     0     0  943  294  1 21 78  0  0
 0  0  16468  94416  35464 771300    0    0     0     0  887  283  0 21 79  0  0
 0  0  16468  94416  35464 771300    0    0     0     0 1089  329  0 29 71  0  0
 1  0  16468  94416  35472 771304    0    0     0    56 1008  309  0 25 75  0  0
 0  0  16468  94416  35480 771312    0    0     0    48 1158  348  1 36 63  0  0
 0  0  16468  94416  35480 771312    0    0     0     0 1058  342  1 32 67  0  0
 1  0  16468  94416  35480 771320    0    0     0     0  985  315  1 25 74  0  0
 0  0  16468  94416  35480 771320    0    0     0     0  916  301  1 24 75  0  0
 0  0  16468  94416  35480 771324    0    0     0   392  831  333  0 26 74  0  0
 0  0  16468  94416  35488 771320    0    0     0    60  780  281  0 18 82  0  0
 0  0  16468  94416  35488 771332    0    0     0     0 1033  316  0 27 73  0  0
 0  0  16468  94416  35488 771332    0    0     0     0  822  279  1 23 76  0  0
 0  0  16468  94416  35488 771340    0    0     0     0 1094  320  1 31 68  0  0
